Time [yyyy-MM-dd HH:mm:ss];Q-IJsselkpDoesbbrg: Water level at (IJssel02_B_B_B_ 347_718)_ Flow1D [m AD];905.00_IJ: Water level at (IJssel03_B_A_ 724_952)_ Flow1D [m AD];50844ObsUS: Water level at (IJssel03_B_A_ 12529_48)_ Flow1D [m AD];923.00_IJ: Water level at (IJssel03_B_B_B_ 248_43)_ Flow1D [m AD];50848ObsUS: Water level at (IJssel04_A_ 218_803)_ Flow1D [m AD];940.00_IJ: Water level at (IJssel05_B_ 415_46)_ Flow1D [m AD];50842ObsUS: Water level at (IJssel06_A_ 1402_323)_ Flow1D [m AD];Veessenboven: Water level at (IJssel07_B_B_ 597_517)_ Flow1D [m AD];odd_006: Water level at (IJssel07_A_ 0)_ Flow1D [m AD];944.00_IJ: Water level at (IJssel06_B_B_A_ 375_661)_ Flow1D [m AD];947.00_IJ: Water level at (IJssel06_B_B_B_A_ 685_299)_ Flow1D [m AD];949.00_IJ: Water level at (IJssel06_B_B_B_B_A_ 85_744)_ Flow1D [m AD];950.00_IJ: Water level at (IJssel06_B_B_B_B_B_ 131_201)_ Flow1D [m AD];977.00_IJ: Water level at (IJssel09_B_ 200_75)_ Flow1D [m AD]
28-01-00 01:00;10.065;9.1773;7.9773;7.8339;6.9909;6.1987;5.8733;4.4254;4.8456;5.7413;5.4667;5.3245;5.3051;3.0394
28-01-00 02:00;10.056;9.1712;7.9709;7.8279;6.9863;6.1942;5.8691;4.4181;4.8392;5.7375;5.4625;5.3196;5.3003;3.0321
28-01-00 03:00;10.047;9.165;7.9646;7.822;6.9818;6.1898;5.8648;4.4109;4.8327;5.7337;5.4582;5.3148;5.2955;3.0249
28-01-00 04:00;10.038;9.1588;7.9583;7.8162;6.9773;6.1854;5.8606;4.4038;4.8263;5.7299;5.4541;5.31;5.2908;3.0177
28-01-00 05:00;10.028;9.1527;7.952;7.8103;6.9729;6.181;5.8564;4.3967;4.8199;5.7261;5.4499;5.3053;5.2861;3.0105
28-01-00 06:00;10.02;9.1465;7.9457;7.8044;6.9685;6.1767;5.8523;4.3897;4.8135;5.7223;5.4458;5.3006;5.2815;3.0033
28-01-00 07:00;10.011;9.1404;7.9395;7.7986;6.9641;6.1723;5.8481;4.3828;4.8072;5.7186;5.4417;5.296;5.2769;2.9962
28-01-00 08:00;10.002;9.1343;7.9333;7.7928;6.9597;6.168;5.844;4.3761;4.8008;5.7148;5.4377;5.2914;5.2723;2.989
28-01-00 09:00;9.9933;9.1282;7.9272;7.7871;6.9554;6.1637;5.8399;4.3694;4.7945;5.7111;5.4336;5.2868;5.2678;2.9819
28-01-00 10:00;9.9847;9.1222;7.921;7.7814;6.9511;6.1594;5.8358;4.3628;4.7883;5.7074;5.4296;5.2823;5.2634;2.9749
28-01-00 11:00;9.9763;9.1161;7.915;7.7756;6.9469;6.1552;5.8317;4.3562;4.782;5.7037;5.4257;5.2779;5.259;2.9678
28-01-00 12:00;9.9679;9.1102;7.9089;7.77;6.9427;6.1509;5.8276;4.3498;4.7758;5.7;5.4217;5.2735;5.2546;2.9608
28-01-00 13:00;9.9595;9.1042;7.9029;7.7644;6.9385;6.1468;5.8236;4.3434;4.7697;5.6963;5.4178;5.2691;5.2503;2.9537
28-01-00 14:00;9.9512;9.0982;7.897;7.7588;6.9344;6.1426;5.8196;4.337;4.7635;5.6927;5.414;5.2648;5.246;2.9467
28-01-00 15:00;9.9429;9.0923;7.891;7.7532;6.9302;6.1385;5.8156;4.3308;4.7573;5.6891;5.4101;5.2605;5.2417;2.9398
28-01-00 16:00;9.9345;9.0864;7.8852;7.7477;6.9262;6.1344;5.8116;4.3246;4.7512;5.6855;5.4063;5.2563;5.2375;2.9328
28-01-00 17:00;9.9262;9.0805;7.8793;7.7422;6.9221;6.1303;5.8077;4.3185;4.7451;5.6819;5.4025;5.2521;5.2334;2.9259
28-01-00 18:00;9.918;9.0745;7.8735;7.7367;6.9181;6.1263;5.8038;4.3124;4.739;5.6784;5.3987;5.248;5.2293;2.919
28-01-00 19:00;9.9098;9.0686;7.8677;7.7313;6.9142;6.1223;5.7999;4.3064;4.7329;5.6748;5.395;5.2439;5.2252;2.9121
28-01-00 20:00;9.9017;9.0627;7.862;7.7258;6.9103;6.1184;5.7961;4.3005;4.7269;5.6713;5.3913;5.2398;5.2212;2.9053
28-01-00 21:00;9.8936;9.0568;7.8562;7.7205;6.9063;6.1145;5.7923;4.2946;4.7209;5.6679;5.3876;5.2358;5.2172;2.8985
28-01-00 22:00;9.8856;9.0509;7.8506;7.7151;6.9025;6.1106;5.7885;4.2888;4.7149;5.6644;5.384;5.2319;5.2132;2.8917
28-01-00 23:00;9.8775;9.045;7.8449;7.7098;6.8986;6.1067;5.7847;4.2831;4.7089;5.661;5.3804;5.2279;5.2093;2.8851
29-01-00 00:00;9.8695;9.0391;7.8393;7.7045;6.8948;6.1029;5.781;4.2775;4.703;5.6576;5.3768;5.224;5.2054;2.8784
29-01-00 01:00;9.8615;9.0331;7.8337;7.6992;6.891;6.0991;5.7772;4.2718;4.6971;5.6542;5.3732;5.2202;5.2016;2.8718
29-01-00 02:00;9.8535;9.0272;7.8282;7.694;6.8873;6.0953;5.7735;4.2663;4.6912;5.6508;5.3697;5.2164;5.1978;2.8653
29-01-00 03:00;9.8455;9.0213;7.8227;7.6888;6.8836;6.0916;5.7698;4.2608;4.6853;5.6474;5.3662;5.2126;5.194;2.8588
29-01-00 04:00;9.8374;9.0153;7.8172;7.6836;6.8799;6.0878;5.7662;4.2554;4.6795;5.6441;5.3627;5.2088;5.1902;2.8523
29-01-00 05:00;9.8294;9.0094;7.8117;7.6785;6.8762;6.0841;5.7625;4.25;4.6737;5.6407;5.3592;5.205;5.1865;2.8459
29-01-00 06:00;9.8213;9.0034;7.8063;7.6734;6.8725;6.0804;5.7589;4.2447;4.6679;5.6374;5.3557;5.2013;5.1827;2.8395
29-01-00 07:00;9.8133;8.9974;7.8009;7.6683;6.8689;6.0768;5.7553;4.2394;4.6622;5.6341;5.3522;5.1976;5.179;2.8332
29-01-00 08:00;9.8052;8.9913;7.7956;7.6632;6.8653;6.0731;5.7517;4.2341;4.6564;5.6308;5.3488;5.1939;5.1754;2.827
29-01-00 09:00;9.7971;8.9853;7.7902;7.6581;6.8617;6.0695;5.7481;4.229;4.6507;5.6275;5.3453;5.1902;5.1717;2.8208
29-01-00 10:00;9.7889;8.9792;7.7849;7.653;6.8581;6.0658;5.7445;4.2238;4.645;5.6242;5.3419;5.1866;5.168;2.8146
29-01-00 11:00;9.7808;8.973;7.7795;7.648;6.8546;6.0622;5.7409;4.2187;4.6393;5.6209;5.3385;5.183;5.1644;2.8085
29-01-00 12:00;9.7726;8.9669;7.7742;7.643;6.851;6.0586;5.7373;4.2136;4.6337;5.6176;5.3351;5.1794;5.1608;2.8025
29-01-00 13:00;9.7644;8.9607;7.7689;7.6379;6.8475;6.055;5.7338;4.2086;4.6281;5.6143;5.3317;5.1758;5.1572;2.7965
29-01-00 14:00;9.7562;8.9544;7.7636;7.6329;6.844;6.0514;5.7302;4.2036;4.6225;5.611;5.3283;5.1722;5.1536;2.7906
29-01-00 15:00;9.7479;8.9481;7.7584;7.6279;6.8404;6.0478;5.7267;4.1986;4.6169;5.6077;5.3249;5.1686;5.15;2.7847
29-01-00 16:00;9.7397;8.9418;7.753;7.6229;6.8369;6.0442;5.7231;4.1937;4.6114;5.6045;5.3215;5.1651;5.1465;2.7789
29-01-00 17:00;9.7314;8.9354;7.7477;7.6178;6.8334;6.0406;5.7196;4.1888;4.6058;5.6012;5.3181;5.1615;5.1429;2.7732
29-01-00 18:00;9.723;8.929;7.7423;7.6126;6.8299;6.037;5.716;4.1839;4.6003;5.5979;5.3147;5.158;5.1394;2.7674
29-01-00 19:00;9.7147;8.9226;7.7368;7.6075;6.8263;6.0334;5.7124;4.1791;4.5948;5.5945;5.3113;5.1544;5.1358;2.7618
29-01-00 20:00;9.7063;8.9161;7.7314;7.6023;6.8228;6.0299;5.7088;4.1743;4.5893;5.5912;5.3079;5.1508;5.1322;2.7562
29-01-00 21:00;9.6978;8.9095;7.726;7.5972;6.8193;6.0263;5.7052;4.1696;4.5839;5.5878;5.3044;5.1473;5.1286;2.7506
29-01-00 22:00;9.6894;8.9029;7.7205;7.592;6.8157;6.0226;5.7016;4.1648;4.5784;5.5845;5.301;5.1437;5.1251;2.7451
29-01-00 23:00;9.6809;8.8962;7.7151;7.5868;6.8121;6.019;5.6979;4.1601;4.573;5.5811;5.2975;5.1401;5.1215;2.7396
30-01-00 00:00;9.6724;8.8895;7.7096;7.5815;6.8086;6.0154;5.6942;4.1554;4.5675;5.5777;5.294;5.1365;5.1179;2.7341
30-01-00 01:00;9.6638;8.8827;7.704;7.5763;6.805;6.0117;5.6906;4.1507;4.5621;5.5742;5.2906;5.1329;5.1143;2.7287
30-01-00 02:00;9.6552;8.8758;7.6985;7.571;6.8014;6.0081;5.6869;4.146;4.5567;5.5708;5.287;5.1293;5.1106;2.7233
30-01-00 03:00;9.6468;8.8689;7.6929;7.5657;6.7978;6.0044;5.6831;4.1414;4.5513;5.5673;5.2835;5.1257;5.107;2.718
30-01-00 04:00;9.6386;8.862;7.6874;7.5604;6.7941;6.0007;5.6794;4.1367;4.5458;5.5638;5.28;5.1221;5.1033;2.7127
30-01-00 05:00;9.6306;8.855;7.6817;7.555;6.7905;5.9969;5.6756;4.132;4.5404;5.5602;5.2764;5.1184;5.0996;2.7074
30-01-00 06:00;9.6228;8.8482;7.6761;7.5496;6.7868;5.9932;5.6718;4.1273;4.535;5.5567;5.2728;5.1147;5.096;2.7021
30-01-00 07:00;9.6153;8.8413;7.6704;7.5442;6.7832;5.9894;5.668;4.1226;4.5296;5.5531;5.2692;5.111;5.0922;2.6969
30-01-00 08:00;9.6079;8.8346;7.6648;7.5388;6.7795;5.9857;5.6641;4.1179;4.5242;5.5495;5.2655;5.1073;5.0885;2.6917
30-01-00 09:00;9.6007;8.8279;7.6592;7.5334;6.7758;5.9819;5.6603;4.1132;4.5188;5.5458;5.2619;5.1036;5.0847;2.6865
30-01-00 10:00;9.5938;8.8213;7.6536;7.5281;6.7721;5.978;5.6564;4.1086;4.5133;5.5421;5.2582;5.0998;5.081;2.6814
30-01-00 11:00;9.5869;8.8148;7.6481;7.5227;6.7684;5.9742;5.6524;4.1039;4.5079;5.5384;5.2544;5.0961;5.0772;2.6763
30-01-00 12:00;9.5803;8.8084;7.6426;7.5174;6.7647;5.9704;5.6485;4.0992;4.5025;5.5347;5.2507;5.0923;5.0734;2.6712
30-01-00 13:00;9.5738;8.802;7.6371;7.5122;6.7611;5.9665;5.6445;4.0944;4.497;5.5309;5.247;5.0885;5.0695;2.6661
30-01-00 14:00;9.5674;8.7958;7.6318;7.507;6.7574;5.9627;5.6405;4.0897;4.4916;5.5272;5.2432;5.0847;5.0657;2.6611
30-01-00 15:00;9.5612;8.7897;7.6264;7.5018;6.7538;5.9588;5.6366;4.085;4.4862;5.5234;5.2394;5.0808;5.0618;2.656
30-01-00 16:00;9.5551;8.7837;7.6212;7.4967;6.7502;5.955;5.6326;4.0803;4.4807;5.5196;5.2356;5.077;5.058;2.651
30-01-00 17:00;9.5491;8.7779;7.616;7.4917;6.7466;5.9512;5.6285;4.0756;4.4753;5.5158;5.2318;5.0732;5.0541;2.646
30-01-00 18:00;9.5433;8.772;7.6108;7.4867;6.7431;5.9474;5.6245;4.0709;4.4699;5.512;5.228;5.0693;5.0502;2.6411
30-01-00 19:00;9.5377;8.7663;7.6058;7.4818;6.7396;5.9436;5.6205;4.0662;4.4645;5.5081;5.2241;5.0655;5.0463;2.6361
30-01-00 20:00;9.5321;8.7607;7.6007;7.4769;6.7361;5.9398;5.6165;4.0615;4.4592;5.5043;5.2203;5.0616;5.0425;2.6312
30-01-00 21:00;9.5267;8.7552;7.5958;7.4721;6.7327;5.936;5.6125;4.0568;4.4538;5.5005;5.2165;5.0577;5.0386;2.6263
30-01-00 22:00;9.5214;8.7498;7.5909;7.4673;6.7293;5.9323;5.6085;4.0522;4.4485;5.4966;5.2127;5.0539;5.0347;2.6214
30-01-00 23:00;9.5161;8.7445;7.5861;7.4626;6.7259;5.9285;5.6045;4.0475;4.4432;5.4928;5.2088;5.0501;5.0308;2.6166
31-01-00 00:00;9.511;8.7392;7.5813;7.458;6.7225;5.9248;5.6005;4.0429;4.4379;5.489;5.205;5.0462;5.027;2.6117
