Time [yyyy-MM-dd HH:mm:ss];Q-IJsselkpDoesbbrg: Water level at (IJssel02_B_B_B_ 347_718)_ Flow1D [m AD];905.00_IJ: Water level at (IJssel03_B_A_ 724_952)_ Flow1D [m AD];50844ObsUS: Water level at (IJssel03_B_A_ 12529_48)_ Flow1D [m AD];923.00_IJ: Water level at (IJssel03_B_B_B_ 248_43)_ Flow1D [m AD];50848ObsUS: Water level at (IJssel04_A_ 218_803)_ Flow1D [m AD];940.00_IJ: Water level at (IJssel05_B_ 415_46)_ Flow1D [m AD];50842ObsUS: Water level at (IJssel06_A_ 1402_323)_ Flow1D [m AD];Veessenboven: Water level at (IJssel07_B_B_ 597_517)_ Flow1D [m AD];odd_006: Water level at (IJssel07_A_ 0)_ Flow1D [m AD];944.00_IJ: Water level at (IJssel06_B_B_A_ 375_661)_ Flow1D [m AD];947.00_IJ: Water level at (IJssel06_B_B_B_A_ 685_299)_ Flow1D [m AD];949.00_IJ: Water level at (IJssel06_B_B_B_B_A_ 85_744)_ Flow1D [m AD];950.00_IJ: Water level at (IJssel06_B_B_B_B_B_ 131_201)_ Flow1D [m AD];977.00_IJ: Water level at (IJssel09_B_ 200_75)_ Flow1D [m AD]
13-01-00 13:00;12.301;10.351;9.1209;8.9692;7.9343;7.1156;6.8584;5.4776;5.734;6.747;6.4811;6.3759;6.3232;3.8865
13-01-00 14:00;12.327;10.368;9.1319;8.9813;7.9463;7.1304;6.8766;5.4911;5.7485;6.7678;6.4983;6.3923;6.3393;3.8992
13-01-00 15:00;12.352;10.386;9.1434;8.9938;7.9589;7.1456;6.8942;5.5044;5.7627;6.7877;6.5148;6.4081;6.3548;3.9121
13-01-00 16:00;12.377;10.404;9.1554;9.007;7.9722;7.1614;6.9119;5.5174;5.7767;6.8077;6.5311;6.4236;6.3701;3.9252
13-01-00 17:00;12.401;10.424;9.1679;9.0208;7.986;7.1774;6.9296;5.5302;5.7906;6.8277;6.5479;6.4396;6.3857;3.9383
13-01-00 18:00;12.425;10.444;9.1811;9.0352;8.0002;7.1938;6.9475;5.5431;5.8048;6.8478;6.5652;6.456;6.4017;3.9515
13-01-00 19:00;12.448;10.465;9.1947;9.05;8.0148;7.2107;6.966;5.556;5.8191;6.8685;6.5828;6.4727;6.4181;3.9648
13-01-00 20:00;12.472;10.487;9.2088;9.0653;8.0299;7.2283;6.985;5.5692;5.8337;6.8899;6.601;6.4899;6.4348;3.9784
13-01-00 21:00;12.496;10.509;9.2234;9.0811;8.0454;7.2465;7.0047;5.5826;5.8486;6.912;6.6198;6.5076;6.4521;3.9921
13-01-00 22:00;12.519;10.531;9.2385;9.0972;8.0612;7.2655;7.0251;5.5963;5.8638;6.9348;6.6391;6.5258;6.4699;4.0062
13-01-00 23:00;12.541;10.555;9.254;9.1137;8.0773;7.2852;7.0462;5.6103;5.8795;6.9584;6.659;6.5446;6.4883;4.0205
14-01-00 00:00;12.564;10.578;9.2699;9.1304;8.0937;7.3057;7.0681;5.6248;5.8956;6.9829;6.6796;6.5641;6.5072;4.0353
14-01-00 01:00;12.587;10.602;9.2861;9.1474;8.1104;7.3269;7.0908;5.6397;5.9122;7.0082;6.7009;6.5842;6.5269;4.0507
14-01-00 02:00;12.61;10.626;9.3026;9.1646;8.1273;7.3489;7.1141;5.6551;5.9293;7.0342;6.7228;6.6049;6.5472;4.0667
14-01-00 03:00;12.633;10.65;9.3194;9.182;8.1443;7.3711;7.1374;5.671;5.947;7.0602;6.7451;6.626;6.5679;4.0834
14-01-00 04:00;12.656;10.674;9.3365;9.1996;8.1613;7.393;7.1603;5.6872;5.9647;7.0847;6.7666;6.6466;6.5883;4.1008
14-01-00 05:00;12.679;10.698;9.3538;9.2173;8.1781;7.4149;7.1827;5.7033;5.9822;7.1077;6.7869;6.6662;6.6077;4.1188
14-01-00 06:00;12.716;10.723;9.3712;9.235;8.1948;7.4364;7.2043;5.7189;5.999;7.1298;6.8064;6.6851;6.6264;4.1372
14-01-00 07:00;12.756;10.748;9.3886;9.2528;8.2106;7.4564;7.2244;5.7341;6.0153;7.1506;6.825;6.7031;6.6443;4.1559
14-01-00 08:00;12.796;10.775;9.4065;9.2707;8.2256;7.475;7.2432;5.7488;6.0309;7.17;6.8425;6.7201;6.6611;4.1748
14-01-00 09:00;12.833;10.804;9.4252;9.2894;8.2398;7.4924;7.2607;5.7629;6.0458;7.188;6.8588;6.736;6.677;4.1936
14-01-00 10:00;12.865;10.835;9.4452;9.3092;8.2537;7.5091;7.2773;5.7763;6.0599;7.2052;6.8743;6.7511;6.6919;4.2124
14-01-00 11:00;12.899;10.867;9.4664;9.3301;8.2673;7.5252;7.2934;5.789;6.0733;7.2218;6.8891;6.7655;6.7063;4.2309
14-01-00 12:00;12.935;10.901;9.489;9.3523;8.2809;7.5411;7.3092;5.8012;6.0861;7.238;6.9035;6.7794;6.7201;4.2491
14-01-00 13:00;12.965;10.935;9.5128;9.3755;8.2946;7.5569;7.3246;5.813;6.0985;7.2538;6.918;6.7933;6.7338;4.2669
14-01-00 14:00;12.991;10.968;9.537;9.3994;8.3082;7.5723;7.3396;5.8245;6.1109;7.2693;6.9327;6.8074;6.7477;4.2844
14-01-00 15:00;13.014;11.002;9.5624;9.424;8.3217;7.5877;7.3546;5.8361;6.1232;7.2848;6.9476;6.8216;6.7618;4.3017
14-01-00 16:00;13.037;11.036;9.5881;9.4491;8.3351;7.6031;7.3696;5.8477;6.1355;7.3002;6.9623;6.8358;6.7758;4.3188
14-01-00 17:00;13.059;11.069;9.614;9.4744;8.3482;7.6184;7.3846;5.8592;6.1478;7.3156;6.9771;6.85;6.7898;4.3359
14-01-00 18:00;13.08;11.102;9.6399;9.4996;8.361;7.6337;7.3996;5.8707;6.1601;7.3309;6.9919;6.8642;6.8038;4.3528
14-01-00 19:00;13.102;11.133;9.6654;9.5245;8.3735;7.6486;7.4141;5.8822;6.1724;7.3458;7.0065;6.8782;6.8177;4.3695
14-01-00 20:00;13.123;11.164;9.6905;9.5489;8.3854;7.6632;7.4285;5.8936;6.1845;7.3607;7.0209;6.892;6.8314;4.386
14-01-00 21:00;13.144;11.196;9.7147;9.5725;8.3969;7.6775;7.4427;5.9049;6.1965;7.3752;7.0351;6.9057;6.8449;4.4024
14-01-00 22:00;13.165;11.227;9.7377;9.595;8.4077;7.6913;7.4564;5.9162;6.2083;7.3892;7.049;6.9191;6.8582;4.4186
14-01-00 23:00;13.186;11.255;9.7603;9.6168;8.4191;7.7041;7.4695;5.9272;6.22;7.4026;7.0623;6.9321;6.8711;4.4346
15-01-00 00:00;13.207;11.283;9.7826;9.6386;8.4321;7.7145;7.4803;5.9381;6.2312;7.4137;7.0742;6.9439;6.8829;4.4505
15-01-00 01:00;13.228;11.311;9.8048;9.6603;8.4457;7.7392;7.5134;5.9482;6.2416;7.4448;7.0898;6.9556;6.8938;4.4662
15-01-00 02:00;13.25;11.338;9.8271;9.6823;8.4681;7.7867;7.5714;5.9631;6.264;7.5076;7.1477;7.0069;6.942;4.4815
15-01-00 03:00;13.269;11.365;9.8511;9.7066;8.4969;7.827;7.6083;5.9888;6.293;7.545;7.1845;7.0427;6.9775;4.4974
15-01-00 04:00;13.287;11.392;9.8772;9.7336;8.5445;7.8828;7.6723;6.0157;6.3243;7.6112;7.24;7.0915;7.0238;4.5165
15-01-00 05:00;13.305;11.418;9.9067;9.7643;8.5845;7.9308;7.7276;6.0497;6.364;7.6671;7.2961;7.1452;7.0765;4.5385
15-01-00 06:00;13.321;11.443;9.9363;9.7951;8.6225;7.9731;7.7763;6.0872;6.4051;7.7164;7.3471;7.1946;7.1254;4.5641
15-01-00 07:00;13.337;11.467;9.9656;9.8255;8.6592;8.0125;7.8203;6.125;6.4454;7.7611;7.3941;7.2404;7.1708;4.5938
15-01-00 08:00;13.352;11.491;9.9944;9.8554;8.6945;8.0497;7.861;6.1621;6.4843;7.8026;7.4382;7.2835;7.2136;4.6267
15-01-00 09:00;13.368;11.513;10.023;9.8846;8.7283;8.0852;7.8993;6.1981;6.5217;7.8414;7.4797;7.3241;7.254;4.662
15-01-00 10:00;13.382;11.534;10.05;9.913;8.7608;8.119;7.9358;6.2331;6.5578;7.8782;7.5193;7.3628;7.2925;4.6989
15-01-00 11:00;13.397;11.554;10.076;9.9405;8.7918;8.1513;7.9707;6.2672;6.5926;7.9129;7.5567;7.3995;7.3291;4.7369
15-01-00 12:00;13.411;11.574;10.101;9.9669;8.8217;8.1828;8.0049;6.3003;6.6262;7.9466;7.5926;7.4346;7.364;4.7753
15-01-00 13:00;13.425;11.592;10.126;9.9923;8.8507;8.2143;8.0391;6.3328;6.659;7.9802;7.6281;7.4693;7.3985;4.8137
15-01-00 14:00;13.438;11.61;10.149;10.017;8.8793;8.2454;8.0727;6.3651;6.6916;8.0132;7.6634;7.5037;7.4326;4.8517
15-01-00 15:00;13.451;11.627;10.172;10.04;8.9073;8.276;8.1055;6.3973;6.724;8.0456;7.6981;7.5376;7.4664;4.8891
15-01-00 16:00;13.464;11.643;10.194;10.063;8.9345;8.306;8.1375;6.4295;6.7563;8.0771;7.7323;7.5711;7.4997;4.9259
15-01-00 17:00;13.475;11.658;10.215;10.085;8.961;8.3352;8.1687;6.4617;6.7883;8.108;7.7653;7.6037;7.5322;4.9622
15-01-00 18:00;13.487;11.673;10.235;10.106;8.9867;8.3648;8.2005;6.4932;6.8193;8.1396;7.7952;7.6335;7.5621;4.9978
15-01-00 19:00;13.497;11.687;10.255;10.127;9.0122;8.3942;8.232;6.5235;6.8492;8.1707;7.8243;7.6623;7.5909;5.0325
15-01-00 20:00;13.508;11.7;10.274;10.147;9.0373;8.4232;8.2628;6.5529;6.8786;8.2014;7.8529;7.6906;7.6192;5.0663
15-01-00 21:00;13.517;11.713;10.292;10.166;9.0619;8.4517;8.293;6.582;6.9075;8.2313;7.8808;7.7184;7.647;5.0997
15-01-00 22:00;13.527;11.726;10.31;10.185;9.086;8.4797;8.3225;6.6107;6.936;8.2606;7.9082;7.7455;7.6743;5.1326
15-01-00 23:00;13.536;11.737;10.327;10.203;9.1095;8.507;8.3513;6.6391;6.9642;8.2892;7.935;7.7722;7.701;5.1649
16-01-00 00:00;13.545;11.749;10.344;10.221;9.1323;8.5336;8.3793;6.6671;6.9919;8.317;7.9612;7.7982;7.7271;5.1966
16-01-00 01:00;13.554;11.76;10.36;10.238;9.1546;8.5596;8.4065;6.6947;7.019;8.3441;7.9867;7.8236;7.7527;5.2278
16-01-00 02:00;13.562;11.77;10.376;10.255;9.1763;8.5848;8.4329;6.7217;7.0456;8.3704;8.0115;7.8484;7.7775;5.2584
16-01-00 03:00;13.57;11.781;10.392;10.271;9.1974;8.6093;8.4584;6.7482;7.0715;8.3959;8.0357;7.8725;7.8018;5.2884
16-01-00 04:00;13.577;11.791;10.407;10.287;9.2179;8.6332;8.4832;6.774;7.0969;8.4206;8.0591;7.8959;7.8253;5.3176
16-01-00 05:00;13.583;11.8;10.421;10.302;9.2377;8.6559;8.5067;6.7992;7.1215;8.4441;8.0816;7.9185;7.848;5.3462
16-01-00 06:00;13.589;11.809;10.435;10.316;9.2568;8.6776;8.5292;6.8236;7.1452;8.4665;8.1031;7.9401;7.8698;5.374
16-01-00 07:00;13.594;11.817;10.448;10.331;9.275;8.6984;8.5507;6.8471;7.1681;8.488;8.1237;7.9608;7.8907;5.4011
16-01-00 08:00;13.598;11.825;10.461;10.344;9.2925;8.7184;8.5713;6.8697;7.1901;8.5086;8.1435;7.9807;7.9108;5.4275
16-01-00 09:00;13.602;11.833;10.473;10.357;9.3092;8.7374;8.591;6.8915;7.2112;8.5284;8.1625;7.9999;7.9301;5.453
16-01-00 10:00;13.605;11.839;10.485;10.369;9.3252;8.7557;8.6098;6.9125;7.2316;8.5472;8.1806;8.0182;7.9485;5.4777
16-01-00 11:00;13.608;11.846;10.496;10.38;9.3404;8.7732;8.6279;6.9327;7.2512;8.5653;8.1981;8.0357;7.9662;5.5015
16-01-00 12:00;13.61;11.852;10.506;10.391;9.355;8.7899;8.6451;6.9521;7.2699;8.5826;8.2147;8.0525;7.9832;5.5243
16-01-00 13:00;13.613;11.857;10.515;10.401;9.3688;8.8058;8.6616;6.9707;7.2879;8.5992;8.2307;8.0686;7.9994;5.5463
16-01-00 14:00;13.614;11.862;10.524;10.411;9.3819;8.821;8.6773;6.9884;7.3051;8.6149;8.2459;8.084;8.0149;5.5674
16-01-00 15:00;13.616;11.867;10.533;10.42;9.3943;8.8355;8.6923;7.0054;7.3214;8.6299;8.2605;8.0987;8.0297;5.5874
16-01-00 16:00;13.617;11.871;10.541;10.428;9.4061;8.8493;8.7066;7.0215;7.3371;8.6442;8.2743;8.1127;8.0438;5.6063
16-01-00 17:00;13.618;11.875;10.549;10.436;9.4173;8.8623;8.7201;7.0369;7.3519;8.6578;8.2875;8.126;8.0572;5.6244
16-01-00 18:00;13.618;11.878;10.556;10.444;9.4278;8.8747;8.7329;7.0514;7.3661;8.6707;8.3;8.1386;8.07;5.6415
16-01-00 19:00;13.618;11.881;10.562;10.451;9.4377;8.8865;8.7451;7.0653;7.3795;8.6829;8.3119;8.1506;8.0821;5.6578
16-01-00 20:00;13.619;11.884;10.568;10.457;9.4471;8.8975;8.7566;7.0785;7.3923;8.6944;8.3231;8.162;8.0936;5.6732
16-01-00 21:00;13.619;11.887;10.574;10.463;9.4559;8.908;8.7674;7.0911;7.4044;8.7053;8.3337;8.1728;8.1045;5.6879
16-01-00 22:00;13.618;11.889;10.579;10.469;9.4642;8.9178;8.7777;7.103;7.4159;8.7156;8.3438;8.1829;8.1147;5.7018
16-01-00 23:00;13.618;11.891;10.584;10.474;9.4719;8.9271;8.7873;7.1143;7.4268;8.7253;8.3533;8.1926;8.1245;5.7149
17-01-00 00:00;13.617;11.893;10.589;10.479;9.4792;8.9358;8.7964;7.125;7.4371;8.7344;8.3622;8.2016;8.1336;5.7274
17-01-00 01:00;13.616;11.895;10.593;10.483;9.486;8.944;8.8049;7.1351;7.4468;8.7429;8.3706;8.2102;8.1423;5.7392
17-01-00 02:00;13.615;11.896;10.596;10.487;9.4923;8.9517;8.8128;7.1446;7.456;8.751;8.3785;8.2182;8.1504;5.7504
17-01-00 03:00;13.614;11.897;10.6;10.491;9.4982;8.9588;8.8203;7.1536;7.4646;8.7585;8.3859;8.2258;8.158;5.7611
17-01-00 04:00;13.611;11.898;10.603;10.495;9.5037;8.9655;8.8273;7.1621;7.4727;8.7655;8.3929;8.2329;8.1652;5.7711
17-01-00 05:00;13.608;11.898;10.606;10.498;9.5088;8.9718;8.8338;7.1701;7.4804;8.772;8.3994;8.2395;8.1719;5.7807
17-01-00 06:00;13.604;11.898;10.608;10.5;9.5134;8.9775;8.8398;7.1776;7.4876;8.7781;8.4054;8.2457;8.1782;5.7897
17-01-00 07:00;13.599;11.898;10.61;10.503;9.5176;8.9829;8.8454;7.1846;7.4943;8.7838;8.4111;8.2514;8.184;5.7981
17-01-00 08:00;13.594;11.897;10.612;10.504;9.5214;8.9877;8.8505;7.1912;7.5006;8.7889;8.4163;8.2568;8.1895;5.8061
17-01-00 09:00;13.588;11.896;10.613;10.506;9.5247;8.9921;8.8552;7.1974;7.5064;8.7936;8.421;8.2617;8.1944;5.8137
17-01-00 10:00;13.581;11.894;10.614;10.506;9.5275;8.996;8.8593;7.2031;7.5118;8.7978;8.4254;8.2662;8.199;5.8207
17-01-00 11:00;13.573;11.891;10.614;10.507;9.5299;8.9994;8.863;7.2083;7.5167;8.8015;8.4292;8.2702;8.2031;5.8273
17-01-00 12:00;13.562;11.888;10.613;10.506;9.5317;9.0023;8.8661;7.2132;7.5212;8.8047;8.4327;8.2738;8.2068;5.8335
17-01-00 13:00;13.551;11.884;10.612;10.506;9.533;9.0047;8.8688;7.2175;7.5253;8.8074;8.4356;8.2769;8.21;5.8392
17-01-00 14:00;13.539;11.879;10.61;10.504;9.5337;9.0066;8.8708;7.2215;7.5289;8.8096;8.4381;8.2796;8.2127;5.8445
17-01-00 15:00;13.527;11.873;10.608;10.502;9.5338;9.0078;8.8723;7.225;7.532;8.8112;8.4401;8.2818;8.215;5.8494
17-01-00 16:00;13.514;11.867;10.604;10.499;9.5332;9.0084;8.8732;7.228;7.5346;8.8121;8.4415;8.2834;8.2167;5.8538
17-01-00 17:00;13.5;11.86;10.6;10.495;9.5318;9.0083;8.8734;7.2305;7.5368;8.8124;8.4423;8.2845;8.2179;5.8577
17-01-00 18:00;13.486;11.853;10.596;10.49;9.5298;9.0075;8.8728;7.2325;7.5383;8.8119;8.4425;8.2849;8.2185;5.8612
17-01-00 19:00;13.472;11.845;10.59;10.485;9.527;9.0059;8.8715;7.2339;7.5393;8.8107;8.442;8.2848;8.2185;5.8643
17-01-00 20:00;13.457;11.836;10.585;10.479;9.5236;9.0036;8.8695;7.2348;7.5397;8.8088;8.441;8.284;8.2178;5.8668
17-01-00 21:00;13.442;11.827;10.578;10.473;9.5195;9.0007;8.8668;7.2351;7.5396;8.8063;8.4393;8.2826;8.2165;5.8688
17-01-00 22:00;13.427;11.818;10.571;10.466;9.5147;8.9971;8.8634;7.2349;7.5388;8.803;8.4369;8.2806;8.2147;5.8703
17-01-00 23:00;13.411;11.808;10.563;10.458;9.5093;8.9928;8.8594;7.234;7.5375;8.7991;8.434;8.278;8.2122;5.8713
18-01-00 00:00;13.395;11.797;10.555;10.45;9.5033;8.9878;8.8547;7.2326;7.5355;8.7946;8.4305;8.2749;8.2092;5.8718
18-01-00 01:00;13.379;11.787;10.546;10.442;9.4967;8.9823;8.8494;7.2307;7.5331;8.7894;8.4264;8.2711;8.2056;5.8717
18-01-00 02:00;13.362;11.776;10.537;10.432;9.4895;8.9761;8.8434;7.2282;7.53;8.7836;8.4217;8.2668;8.2014;5.8711
18-01-00 03:00;13.344;11.764;10.527;10.423;9.4817;8.9693;8.8369;7.2251;7.5264;8.7772;8.4165;8.262;8.1967;5.87
18-01-00 04:00;13.325;11.752;10.517;10.413;9.4735;8.962;8.8298;7.2215;7.5223;8.7702;8.4107;8.2566;8.1914;5.8683
18-01-00 05:00;13.305;11.739;10.506;10.402;9.4646;8.9541;8.8221;7.2174;7.5176;8.7626;8.4044;8.2507;8.1856;5.8661
18-01-00 06:00;13.283;11.726;10.495;10.391;9.4552;8.9456;8.8138;7.2128;7.5124;8.7545;8.3976;8.2442;8.1793;5.8634
18-01-00 07:00;13.261;11.711;10.483;10.379;9.4452;8.9365;8.8049;7.2076;7.5067;8.7458;8.3903;8.2373;8.1725;5.8602
18-01-00 08:00;13.237;11.696;10.47;10.366;9.4346;8.9268;8.7954;7.202;7.5004;8.7364;8.3824;8.2298;8.1651;5.8565
18-01-00 09:00;13.212;11.68;10.457;10.352;9.4233;8.9165;8.7853;7.1958;7.4937;8.7264;8.3739;8.2217;8.1572;5.8523
18-01-00 10:00;13.186;11.663;10.442;10.338;9.4112;8.9055;8.7744;7.189;7.4863;8.7158;8.3647;8.2131;8.1487;5.8475
18-01-00 11:00;13.159;11.645;10.427;10.323;9.3984;8.8937;8.7629;7.1818;7.4784;8.7044;8.355;8.2038;8.1396;5.8423
18-01-00 12:00;13.13;11.625;10.411;10.307;9.3849;8.8813;8.7507;7.1739;7.4699;8.6924;8.3446;8.1939;8.1298;5.8366
18-01-00 13:00;13.1;11.605;10.394;10.29;9.3704;8.868;8.7377;7.1654;7.4608;8.6796;8.3336;8.1833;8.1194;5.8303
18-01-00 14:00;13.071;11.583;10.376;10.272;9.3551;8.854;8.7238;7.1563;7.451;8.666;8.3218;8.1721;8.1083;5.8235
18-01-00 15:00;13.042;11.56;10.356;10.252;9.3388;8.8391;8.7092;7.1466;7.4405;8.6515;8.3093;8.1601;8.0965;5.8161
18-01-00 16:00;13.013;11.537;10.336;10.232;9.3215;8.8233;8.6936;7.1362;7.4294;8.6362;8.2961;8.1474;8.084;5.8081
18-01-00 17:00;12.984;11.512;10.315;10.211;9.3034;8.8066;8.6772;7.1252;7.4177;8.62;8.282;8.134;8.0708;5.7995
18-01-00 18:00;12.955;11.487;10.293;10.189;9.2843;8.789;8.6599;7.1135;7.4052;8.6029;8.2672;8.1198;8.0567;5.7902
18-01-00 19:00;12.927;11.461;10.27;10.166;9.2644;8.7706;8.6417;7.1012;7.392;8.585;8.2516;8.1048;8.042;5.7803
18-01-00 20:00;12.903;11.434;10.246;10.142;9.2436;8.7513;8.6226;7.0881;7.3781;8.5662;8.2352;8.089;8.0264;5.7698
18-01-00 21:00;12.884;11.407;10.222;10.117;9.222;8.7311;8.6027;7.0743;7.3634;8.5466;8.218;8.0726;8.0101;5.7586
18-01-00 22:00;12.867;11.382;10.196;10.092;9.1995;8.7101;8.582;7.0599;7.348;8.5261;8.2001;8.0553;7.9931;5.7468
18-01-00 23:00;12.851;11.357;10.171;10.066;9.1764;8.6884;8.5605;7.0447;7.332;8.5049;8.1814;8.0373;7.9753;5.7344
19-01-00 00:00;12.836;11.334;10.146;10.041;9.1529;8.666;8.5383;7.0288;7.3152;8.483;8.1621;8.0187;7.9569;5.7213
19-01-00 01:00;12.821;11.312;10.121;10.015;9.1291;8.6432;8.5156;7.0124;7.2978;8.4606;8.1423;7.9995;7.9379;5.7076
19-01-00 02:00;12.806;11.29;10.096;9.99;9.1052;8.6201;8.4926;6.9953;7.2798;8.4379;8.122;7.9799;7.9184;5.6933
19-01-00 03:00;12.792;11.268;10.072;9.9655;9.0812;8.5968;8.4693;6.9778;7.2614;8.4149;8.1014;7.9599;7.8986;5.6784
19-01-00 04:00;12.778;11.246;10.048;9.9413;9.0571;8.5734;8.4459;6.9598;7.2427;8.3917;8.0806;7.9397;7.8786;5.663
19-01-00 05:00;12.764;11.224;10.025;9.9172;9.033;8.5499;8.4224;6.9415;7.2236;8.3684;8.0596;7.9193;7.8583;5.6472
19-01-00 06:00;12.751;11.203;10.001;9.8932;9.0091;8.5264;8.3987;6.923;7.2043;8.345;8.0385;7.8987;7.8379;5.6309
19-01-00 07:00;12.739;11.183;9.9786;9.8698;8.9859;8.5026;8.3748;6.9041;7.1847;8.3214;8.0171;7.8779;7.8173;5.6142
19-01-00 08:00;12.726;11.163;9.9563;9.8469;8.9634;8.4785;8.3506;6.8851;7.1649;8.2975;7.9955;7.8569;7.7964;5.5972
19-01-00 09:00;12.714;11.143;9.9345;9.8246;8.9417;8.4541;8.3258;6.8657;7.1448;8.273;7.9735;7.8355;7.7751;5.58
19-01-00 10:00;12.701;11.124;9.9133;9.8029;8.9208;8.43;8.3008;6.8459;7.1244;8.2482;7.951;7.8137;7.7535;5.5624
19-01-00 11:00;12.688;11.105;9.8926;9.7818;8.9002;8.4063;8.2759;6.8257;7.104;8.2236;7.9286;7.7919;7.7318;5.5446
19-01-00 12:00;12.676;11.086;9.8723;9.7609;8.88;8.383;8.2513;6.8055;7.0835;8.1991;7.9063;7.7701;7.7101;5.5264
19-01-00 13:00;12.663;11.068;9.8523;9.7404;8.8602;8.3603;8.2272;6.7851;7.0629;8.175;7.8839;7.7483;7.6884;5.5079
19-01-00 14:00;12.651;11.049;9.8325;9.7203;8.8408;8.3379;8.2033;6.7646;7.0423;8.1512;7.8618;7.7266;7.6669;5.4892
19-01-00 15:00;12.639;11.031;9.813;9.7004;8.8217;8.3158;8.1797;6.7441;7.0218;8.1276;7.8398;7.7051;7.6455;5.4704
19-01-00 16:00;12.626;11.013;9.7938;9.6808;8.8029;8.2939;8.1564;6.7237;7.0013;8.1042;7.818;7.6838;7.6243;5.4514
19-01-00 17:00;12.613;10.995;9.7749;9.6615;8.7843;8.2724;8.1335;6.7033;6.9809;8.0814;7.7957;7.6622;7.603;5.4324
19-01-00 18:00;12.6;10.976;9.7561;9.6424;8.7663;8.2521;8.1117;6.6827;6.9599;8.0596;7.7724;7.6396;7.5805;5.4134
19-01-00 19:00;12.586;10.958;9.7377;9.6236;8.7488;8.2322;8.0903;6.6617;6.9386;8.0381;7.7494;7.6171;7.5582;5.3942
19-01-00 20:00;12.573;10.94;9.7194;9.6052;8.7317;8.2125;8.069;6.6405;6.9173;8.0168;7.7265;7.5948;7.536;5.3749
19-01-00 21:00;12.56;10.921;9.7014;9.587;8.7147;8.1929;8.0479;6.6194;6.8961;7.9955;7.7039;7.5726;7.514;5.3555
19-01-00 22:00;12.547;10.903;9.6834;9.569;8.6978;8.1736;8.0269;6.5983;6.8749;7.9744;7.6813;7.5506;7.4921;5.3361
19-01-00 23:00;12.534;10.884;9.6657;9.5511;8.681;8.1543;8.0058;6.5773;6.8538;7.9531;7.6588;7.5286;7.4702;5.3166
20-01-00 00:00;12.522;10.866;9.6481;9.5334;8.6644;8.1352;7.9849;6.5563;6.8327;7.9318;7.6363;7.5066;7.4484;5.2971
20-01-00 01:00;12.509;10.848;9.6308;9.5159;8.6479;8.1161;7.9639;6.5353;6.8116;7.9105;7.6139;7.4846;7.4266;5.2775
20-01-00 02:00;12.496;10.83;9.6137;9.4987;8.6315;8.0971;7.9429;6.5144;6.7905;7.8891;7.5914;7.4627;7.4048;5.258
20-01-00 03:00;12.483;10.812;9.5968;9.4816;8.6152;8.0781;7.922;6.4934;6.7695;7.8677;7.569;7.4408;7.383;5.2384
20-01-00 04:00;12.47;10.794;9.58;9.4647;8.599;8.0592;7.9012;6.4725;6.7484;7.8463;7.5466;7.419;7.3613;5.2188
20-01-00 05:00;12.457;10.777;9.5636;9.448;8.583;8.0403;7.8803;6.4516;6.7274;7.8248;7.5243;7.3971;7.3396;5.1991
20-01-00 06:00;12.444;10.76;9.5473;9.4316;8.5671;8.0214;7.8595;6.4308;6.7065;7.8032;7.5019;7.3753;7.3178;5.1795
20-01-00 07:00;12.431;10.742;9.5314;9.4153;8.5514;8.0026;7.8387;6.41;6.6855;7.7817;7.4796;7.3534;7.2962;5.1598
20-01-00 08:00;12.418;10.725;9.5156;9.3993;8.5358;7.9839;7.818;6.3892;6.6646;7.7601;7.4574;7.3317;7.2745;5.1401
20-01-00 09:00;12.405;10.708;9.5002;9.3836;8.5204;7.9651;7.7973;6.3685;6.6438;7.7385;7.4351;7.3099;7.2529;5.1203
20-01-00 10:00;12.392;10.692;9.485;9.3682;8.5052;7.9463;7.7765;6.3479;6.623;7.717;7.413;7.2883;7.2314;5.1005
20-01-00 11:00;12.378;10.675;9.4701;9.353;8.4901;7.9275;7.7556;6.3274;6.6024;7.6954;7.391;7.2668;7.21;5.0807
20-01-00 12:00;12.365;10.658;9.4555;9.338;8.4751;7.9086;7.7347;6.3071;6.5818;7.6738;7.369;7.2453;7.1887;5.0608
20-01-00 13:00;12.352;10.642;9.4412;9.3234;8.4603;7.8897;7.7138;6.2868;6.5613;7.6522;7.3471;7.2238;7.1674;5.0409
20-01-00 14:00;12.339;10.626;9.4272;9.309;8.4457;7.8707;7.6929;6.2666;6.5409;7.6307;7.3252;7.2025;7.1462;5.021
20-01-00 15:00;12.326;10.611;9.4136;9.295;8.4312;7.8517;7.672;6.2466;6.5207;7.6091;7.3035;7.1813;7.1251;5.001
20-01-00 16:00;12.312;10.595;9.4003;9.2813;8.4168;7.8328;7.6511;6.2267;6.5005;7.5877;7.2818;7.1601;7.1041;4.981
20-01-00 17:00;12.299;10.58;9.3874;9.2679;8.4027;7.8138;7.6302;6.207;6.4805;7.5663;7.2603;7.1391;7.0832;4.961
20-01-00 18:00;12.286;10.565;9.3749;9.2549;8.3886;7.7948;7.6093;6.1875;6.4607;7.545;7.2389;7.1183;7.0625;4.9409
20-01-00 19:00;12.273;10.551;9.3628;9.2422;8.3747;7.7758;7.5886;6.1682;6.4411;7.5239;7.2177;7.0976;7.0419;4.9208
20-01-00 20:00;12.26;10.537;9.351;9.2299;8.3609;7.7567;7.5681;6.1491;6.4218;7.503;7.1968;7.0771;7.0216;4.9007
