Time [yyyy-MM-dd HH:mm:ss];ObservationPoint4: Water level at (PanKan2_B_B_ 3058_477)_ Flow1D [m AD];ObservationPoint6: Water level at (Nederrijn1_ 502)_ Flow1D [m AD];ObservationPoint5: Water level at (IJssel01_ 0)_ Flow1D [m AD];50909ObsUS: Water level at (Waal2_B_A_A_A_ 6292_695)_ Flow1D [m AD];50906ObsUS: Water level at (Waal3_A_ 691_776)_ Flow1D [m AD];889.00_WA: Water level at (Waal3_B_B_A_ 200_736)_ Flow1D [m AD];905.00_WA: Water level at (Waal3_B_B_B_ 334_729)_ Flow1D [m AD];50922ObsUS: Water level at (Waal4_A_ 2996)_ Flow1D [m AD];50930ObsUS: Water level at (Waal5_A_ 4993)_ Flow1D [m AD];938.00_WA: Water level at (Waal5_B_B_A_ 721_827)_ Flow1D [m AD];946.00_WA: Water level at (Waal5_B_B_B_A_ 332_373)_ Flow1D [m AD];51021ObsUS: Water level at (Waal5_B_B_B_A_ 5597_94)_ Flow1D [m AD];953.00_WA: Water level at (Waal6_A_ 499)_ Flow1D [m AD];51043ObsUS: Water level at (Waal6_A_ 2732_459)_ Flow1D [m AD];956.00_WA: Water level at (Waal6_B_A_ 762_541)_ Flow1D [m AD];957.00_WA: Water level at (Waal6_B_B_A_ 704_149)_ Flow1D [m AD];960.00_WA: Water level at (Waal6_B_B_B_B_B_ 0)_ Flow1D [m AD]
16-01-00 19:00;15.289;15.211;15.289;16.365;15.896;15.8;13.632;12.685;10.668;9.5502;8.0522;7.2019;6.8427;6.5511;6.2896;5.9616;5.2761
16-01-00 20:00;15.287;15.209;15.287;16.362;15.894;15.797;13.631;12.684;10.667;9.5493;8.0516;7.2013;6.8422;6.5507;6.2891;5.9611;5.2757
16-01-00 21:00;15.286;15.207;15.286;16.36;15.891;15.795;13.629;12.682;10.666;9.5482;8.0507;7.2006;6.8415;6.55;6.2885;5.9605;5.2752
16-01-00 22:00;15.284;15.205;15.284;16.357;15.889;15.792;13.627;12.68;10.664;9.5468;8.0496;7.1996;6.8407;6.5491;6.2876;5.9597;5.2744
16-01-00 23:00;15.282;15.204;15.282;16.354;15.886;15.79;13.624;12.678;10.662;9.5453;8.0483;7.1985;6.8396;6.5481;6.2866;5.9587;5.2736
17-01-00 00:00;15.28;15.201;15.28;16.351;15.883;15.787;13.622;12.676;10.66;9.5436;8.0468;7.1971;6.8383;6.5468;6.2854;5.9576;5.2725
17-01-00 01:00;15.277;15.199;15.277;16.348;15.881;15.784;13.62;12.673;10.658;9.5418;8.0452;7.1957;6.837;6.5455;6.2841;5.9563;5.2714
17-01-00 02:00;15.274;15.196;15.274;16.343;15.876;15.78;13.617;12.671;10.656;9.5399;8.0435;7.1941;6.8355;6.544;6.2826;5.9549;5.2701
17-01-00 03:00;15.269;15.191;15.269;16.337;15.871;15.774;13.613;12.668;10.654;9.5378;8.0416;7.1923;6.8338;6.5424;6.2811;5.9534;5.2687
17-01-00 04:00;15.264;15.186;15.264;16.33;15.864;15.768;13.609;12.664;10.651;9.5354;8.0396;7.1904;6.8321;6.5406;6.2793;5.9517;5.2672
17-01-00 05:00;15.258;15.18;15.258;16.322;15.857;15.761;13.604;12.66;10.648;9.5326;8.0372;7.1883;6.8301;6.5386;6.2774;5.9499;5.2656
17-01-00 06:00;15.251;15.174;15.251;16.313;15.849;15.753;13.598;12.655;10.644;9.5292;8.0344;7.1858;6.8277;6.5363;6.2752;5.9477;5.2636
17-01-00 07:00;15.244;15.167;15.244;16.304;15.84;15.744;13.592;12.649;10.639;9.5253;8.0311;7.1828;6.8249;6.5336;6.2725;5.9452;5.2614
17-01-00 08:00;15.236;15.16;15.236;16.295;15.831;15.735;13.585;12.642;10.634;9.5207;8.0272;7.1793;6.8217;6.5304;6.2694;5.9422;5.2587
17-01-00 09:00;15.226;15.151;15.226;16.285;15.822;15.726;13.577;12.635;10.628;9.5155;8.0228;7.1753;6.818;6.5267;6.2658;5.9388;5.2556
17-01-00 10:00;15.216;15.142;15.216;16.275;15.812;15.716;13.569;12.627;10.622;9.5098;8.0178;7.1708;6.8137;6.5225;6.2617;5.9348;5.252
17-01-00 11:00;15.207;15.134;15.207;16.264;15.802;15.706;13.56;12.619;10.615;9.5036;8.0123;7.1657;6.809;6.5179;6.2572;5.9304;5.2481
17-01-00 12:00;15.198;15.126;15.198;16.254;15.792;15.696;13.551;12.61;10.607;9.4968;8.0063;7.1602;6.8038;6.5127;6.2521;5.9256;5.2437
17-01-00 13:00;15.188;15.118;15.188;16.243;15.782;15.686;13.541;12.601;10.599;9.4895;7.9998;7.1541;6.7981;6.5071;6.2467;5.9203;5.239
17-01-00 14:00;15.179;15.11;15.179;16.232;15.771;15.675;13.532;12.592;10.591;9.4818;7.9929;7.1477;6.792;6.5011;6.2408;5.9146;5.2339
17-01-00 15:00;15.169;15.102;15.169;16.221;15.76;15.664;13.522;12.582;10.582;9.4737;7.9856;7.1408;6.7855;6.4946;6.2345;5.9086;5.2284
17-01-00 16:00;15.159;15.093;15.159;16.21;15.749;15.653;13.511;12.572;10.573;9.4652;7.9779;7.1335;6.7787;6.4879;6.2279;5.9022;5.2227
17-01-00 17:00;15.149;15.084;15.149;16.198;15.738;15.642;13.501;12.561;10.563;9.4564;7.9698;7.1259;6.7715;6.4807;6.2209;5.8954;5.2166
17-01-00 18:00;15.139;15.076;15.139;16.187;15.727;15.631;13.49;12.551;10.553;9.4473;7.9615;7.118;6.7641;6.4733;6.2136;5.8884;5.2103
17-01-00 19:00;15.129;15.067;15.129;16.175;15.716;15.62;13.479;12.54;10.543;9.438;7.9528;7.1099;6.7563;6.4657;6.2061;5.8812;5.2038
17-01-00 20:00;15.118;15.058;15.118;16.163;15.704;15.608;13.468;12.529;10.533;9.4284;7.9439;7.1014;6.7483;6.4578;6.1984;5.8737;5.1971
17-01-00 21:00;15.108;15.048;15.108;16.152;15.693;15.597;13.457;12.518;10.523;9.4185;7.9348;7.0928;6.7402;6.4496;6.1904;5.866;5.1902
17-01-00 22:00;15.097;15.039;15.097;16.14;15.681;15.585;13.446;12.506;10.512;9.4085;7.9255;7.0839;6.7318;6.4413;6.1823;5.8581;5.1831
17-01-00 23:00;15.087;15.03;15.087;16.128;15.67;15.573;13.434;12.495;10.501;9.3983;7.916;7.0749;6.7232;6.4328;6.174;5.8501;5.1759
18-01-00 00:00;15.076;15.021;15.076;16.116;15.658;15.562;13.423;12.483;10.49;9.388;7.9064;7.0657;6.7145;6.4242;6.1655;5.8419;5.1685
18-01-00 01:00;15.066;15.012;15.066;16.104;15.646;15.55;13.411;12.472;10.479;9.3775;7.8966;7.0563;6.7057;6.4154;6.1569;5.8336;5.1611
18-01-00 02:00;15.055;15.002;15.055;16.09;15.633;15.537;13.399;12.46;10.468;9.3668;7.8866;7.0468;6.6967;6.4065;6.1482;5.8252;5.1535
18-01-00 03:00;15.043;14.992;15.043;16.075;15.619;15.523;13.386;12.447;10.456;9.3561;7.8765;7.0373;6.6876;6.3975;6.1394;5.8166;5.1459
18-01-00 04:00;15.031;14.981;15.031;16.06;15.604;15.508;13.373;12.435;10.444;9.345;7.8662;7.0275;6.6784;6.3884;6.1304;5.808;5.1381
18-01-00 05:00;15.019;14.97;15.019;16.043;15.588;15.492;13.359;12.421;10.432;9.3336;7.8557;7.0175;6.669;6.3791;6.1213;5.7992;5.1303
18-01-00 06:00;15.006;14.959;15.006;16.026;15.572;15.476;13.345;12.407;10.419;9.3218;7.8447;7.0072;6.6594;6.3695;6.112;5.7902;5.1221
18-01-00 07:00;14.994;14.948;14.994;16.009;15.556;15.46;13.33;12.392;10.406;9.3094;7.8334;6.9966;6.6493;6.3596;6.1022;5.7808;5.1138
18-01-00 08:00;14.982;14.938;14.982;15.991;15.539;15.443;13.314;12.377;10.392;9.2966;7.8216;6.9855;6.6389;6.3492;6.0922;5.7711;5.1051
18-01-00 09:00;14.971;14.927;14.971;15.974;15.522;15.425;13.298;12.361;10.378;9.2832;7.8093;6.974;6.628;6.3385;6.0817;5.761;5.096
18-01-00 10:00;14.96;14.917;14.96;15.956;15.504;15.408;13.282;12.345;10.363;9.2694;7.7965;6.962;6.6168;6.3274;6.0708;5.7505;5.0866
