Time [yyyy-MM-dd HH:mm:ss];ObservationPoint4: Water level at (PanKan2_B_B_ 3058_477)_ Flow1D [m AD];ObservationPoint6: Water level at (Nederrijn1_ 502)_ Flow1D [m AD];ObservationPoint5: Water level at (IJssel01_ 0)_ Flow1D [m AD];50909ObsUS: Water level at (Waal2_B_A_A_A_ 6292_695)_ Flow1D [m AD];50906ObsUS: Water level at (Waal3_A_ 691_776)_ Flow1D [m AD];889.00_WA: Water level at (Waal3_B_B_A_ 200_736)_ Flow1D [m AD];905.00_WA: Water level at (Waal3_B_B_B_ 334_729)_ Flow1D [m AD];50922ObsUS: Water level at (Waal4_A_ 2996)_ Flow1D [m AD];50930ObsUS: Water level at (Waal5_A_ 4993)_ Flow1D [m AD];938.00_WA: Water level at (Waal5_B_B_A_ 721_827)_ Flow1D [m AD];946.00_WA: Water level at (Waal5_B_B_B_A_ 332_373)_ Flow1D [m AD];51021ObsUS: Water level at (Waal5_B_B_B_A_ 5597_94)_ Flow1D [m AD];953.00_WA: Water level at (Waal6_A_ 499)_ Flow1D [m AD];51043ObsUS: Water level at (Waal6_A_ 2732_459)_ Flow1D [m AD];956.00_WA: Water level at (Waal6_B_A_ 762_541)_ Flow1D [m AD];957.00_WA: Water level at (Waal6_B_B_A_ 704_149)_ Flow1D [m AD];960.00_WA: Water level at (Waal6_B_B_B_B_B_ 0)_ Flow1D [m AD]
29-12-99 00:00;10.171;10.179;10.171;4.74;9.1612;9.0717;7.6981;6.4274;4.4125;3.6229;2.5537;1.04;1.2813;0.9207;1.1158;0.83277;0.29
29-12-99 01:00;10.024;9.9656;10.024;8.227;7.7358;7.6317;6.8529;6.396;4.3661;3.5892;2.4935;1.809;1.6767;1.529;1.4822;1.4271;1.2893
29-12-99 02:00;9.8967;9.8402;9.8967;8.9845;8.3892;8.2401;6.8027;5.8267;4.2914;3.5497;2.5048;1.8503;1.7191;1.5682;1.5194;1.4614;1.3153
29-12-99 03:00;9.8823;9.8208;9.8823;9.2703;8.6935;8.5385;6.9282;5.7526;4.0645;3.4093;2.4718;1.857;1.7287;1.5798;1.5313;1.4733;1.3261
29-12-99 04:00;9.9059;9.8411;9.9059;9.4496;8.8956;8.7421;7.0535;5.7401;3.9354;3.2812;2.3924;1.8152;1.6942;1.5553;1.5097;1.4551;1.3142
29-12-99 05:00;9.9381;9.8712;9.9381;9.5819;9.043;8.8915;7.174;5.7795;3.8656;3.1962;2.317;1.756;1.6404;1.511;1.4685;1.4177;1.2874
29-12-99 06:00;9.9712;9.903;9.9712;9.685;9.1577;9.0084;7.2849;5.843;3.8384;3.1462;2.2582;1.7034;1.5923;1.471;1.4311;1.3839;1.2633
29-12-99 07:00;10.002;9.9332;10.002;9.7681;9.2506;9.1033;7.3849;5.9161;3.8405;3.1247;2.2205;1.6657;1.5573;1.4412;1.4032;1.3583;1.2445
29-12-99 08:00;10.03;9.9607;10.03;9.8366;9.3274;9.1821;7.4744;5.9904;3.8625;3.1253;2.2026;1.6436;1.5364;1.4231;1.386;1.3424;1.2325
29-12-99 09:00;10.055;9.9854;10.055;9.8939;9.3921;9.2486;7.5537;6.0625;3.8975;3.142;2.2008;1.6351;1.5279;1.4152;1.3784;1.3352;1.2268
29-12-99 10:00;10.077;10.007;10.077;9.9427;9.4472;9.3053;7.6236;6.1302;3.9404;3.1699;2.2113;1.6372;1.5291;1.4154;1.3785;1.335;1.2263
29-12-99 11:00;10.097;10.027;10.097;9.9846;9.4945;9.3542;7.6855;6.193;3.9873;3.205;2.2306;1.6471;1.5375;1.4217;1.3842;1.34;1.2296
29-12-99 12:00;10.114;10.045;10.114;10.021;9.5356;9.3966;7.7404;6.2509;4.0358;3.244;2.2555;1.6626;1.5509;1.4323;1.3939;1.3486;1.2356
29-12-99 13:00;10.13;10.06;10.13;10.052;9.5714;9.4336;7.7892;6.3039;4.0841;3.2849;2.2839;1.6816;1.5677;1.4457;1.4062;1.3596;1.2433
29-12-99 14:00;10.144;10.074;10.144;10.08;9.6029;9.4661;7.8328;6.3525;4.1309;3.3264;2.3142;1.7027;1.5865;1.4609;1.4201;1.3721;1.2522
29-12-99 15:00;10.157;10.087;10.157;10.104;9.6307;9.4949;7.8717;6.3969;4.1756;3.3676;2.3452;1.7251;1.6064;1.477;1.435;1.3855;1.2616
29-12-99 16:00;10.168;10.099;10.168;10.126;9.6553;9.5203;7.9064;6.4373;4.2174;3.4077;2.3761;1.7478;1.6268;1.4935;1.4503;1.3992;1.2713
29-12-99 17:00;10.179;10.109;10.179;10.145;9.6771;9.543;7.9376;6.474;4.2563;3.4461;2.4063;1.7705;1.6472;1.51;1.4656;1.4129;1.2809
29-12-99 18:00;10.188;10.119;10.188;10.162;9.6967;9.5632;7.9656;6.5075;4.2921;3.4825;2.4352;1.7927;1.6672;1.5262;1.4806;1.4264;1.2903
29-12-99 19:00;10.197;10.127;10.197;10.177;9.7142;9.5813;7.9908;6.5379;4.3247;3.5164;2.4625;1.8143;1.6866;1.542;1.4951;1.4395;1.2994
29-12-99 20:00;10.204;10.135;10.204;10.191;9.7299;9.5977;8.0137;6.5656;4.3544;3.5479;2.4879;1.8349;1.7052;1.5572;1.5092;1.4522;1.3086
29-12-99 21:00;10.211;10.142;10.211;10.203;9.7441;9.6124;8.0344;6.5908;4.3814;3.5769;2.5115;1.855;1.7239;1.5731;1.5242;1.4661;1.3196
29-12-99 22:00;10.218;10.149;10.218;10.214;9.757;9.6258;8.0532;6.6137;4.4061;3.6037;2.5337;1.8749;1.7423;1.5889;1.5392;1.48;1.3306
29-12-99 23:00;10.224;10.155;10.224;10.225;9.7686;9.6379;8.0703;6.6346;4.4287;3.6286;2.5546;1.8939;1.7601;1.6042;1.5537;1.4935;1.3412
30-12-99 00:00;10.229;10.16;10.229;10.234;9.7792;9.6489;8.0858;6.6535;4.4494;3.6517;2.574;1.9121;1.7771;1.6188;1.5675;1.5063;1.3513
30-12-99 01:00;10.234;10.165;10.234;10.242;9.7889;9.6589;8.0999;6.6708;4.4684;3.673;2.5921;1.9292;1.7931;1.6326;1.5806;1.5184;1.3609
30-12-99 02:00;10.239;10.17;10.239;10.25;9.7976;9.668;8.1128;6.6865;4.4859;3.6927;2.6088;1.9454;1.8082;1.6456;1.5929;1.5298;1.3699
30-12-99 03:00;10.243;10.174;10.243;10.257;9.8056;9.6763;8.1246;6.7008;4.5019;3.7108;2.6242;1.9605;1.8223;1.6578;1.6045;1.5406;1.3783
30-12-99 04:00;10.247;10.178;10.247;10.263;9.8129;9.6839;8.1354;6.7138;4.5166;3.7275;2.6384;1.9745;1.8355;1.6692;1.6152;1.5506;1.3862
30-12-99 05:00;10.25;10.182;10.25;10.269;9.8196;9.6908;8.1452;6.7258;4.53;3.7429;2.6515;1.9876;1.8478;1.6798;1.6253;1.5599;1.3935
30-12-99 06:00;10.254;10.185;10.254;10.274;9.8257;9.6972;8.1542;6.7367;4.5423;3.7569;2.6635;1.9997;1.8592;1.6896;1.6346;1.5685;1.4003
30-12-99 07:00;10.257;10.188;10.257;10.279;9.8313;9.703;8.1625;6.7466;4.5536;3.7698;2.6745;2.011;1.8697;1.6987;1.6432;1.5765;1.4065
30-12-99 08:00;10.26;10.191;10.26;10.283;9.8364;9.7083;8.17;6.7558;4.5639;3.7817;2.6847;2.0213;1.8794;1.7071;1.6511;1.5839;1.4123
30-12-99 09:00;10.262;10.194;10.262;10.287;9.8411;9.7132;8.1769;6.7641;4.5734;3.7926;2.694;2.0309;1.8884;1.7149;1.6585;1.5907;1.4177
30-12-99 10:00;10.265;10.196;10.265;10.291;9.8454;9.7176;8.1832;6.7718;4.5821;3.8025;2.7025;2.0397;1.8967;1.722;1.6653;1.597;1.4226
30-12-99 11:00;10.267;10.198;10.267;10.295;9.8493;9.7217;8.189;6.7788;4.59;3.8117;2.7103;2.0478;1.9044;1.7286;1.6715;1.6027;1.4271
30-12-99 12:00;10.269;10.2;10.269;10.298;9.8529;9.7255;8.1943;6.7852;4.5973;3.8201;2.7175;2.0553;1.9114;1.7347;1.6773;1.6081;1.4313
30-12-99 13:00;10.271;10.202;10.271;10.301;9.8562;9.7289;8.1991;6.7911;4.6041;3.8278;2.7241;2.0621;1.9179;1.7403;1.6826;1.613;1.4351
30-12-99 14:00;10.272;10.204;10.272;10.303;9.8593;9.7321;8.2036;6.7965;4.6102;3.8348;2.7302;2.0685;1.9238;1.7454;1.6874;1.6175;1.4386
30-12-99 15:00;10.274;10.206;10.274;10.306;9.8621;9.735;8.2077;6.8014;4.6159;3.8413;2.7358;2.0743;1.9293;1.7502;1.6919;1.6217;1.4418
30-12-99 16:00;10.276;10.207;10.276;10.308;9.8647;9.7377;8.2114;6.806;4.6211;3.8472;2.7408;2.0794;1.9341;1.7545;1.696;1.6255;1.445
30-12-99 17:00;10.277;10.209;10.277;10.31;9.867;9.7401;8.2149;6.8101;4.6259;3.8526;2.7454;2.0841;1.9385;1.7584;1.6997;1.629;1.4478
30-12-99 18:00;10.278;10.21;10.278;10.312;9.8692;9.7424;8.218;6.814;4.6303;3.8575;2.7495;2.0882;1.9424;1.7619;1.7031;1.6321;1.4504
30-12-99 19:00;10.279;10.211;10.279;10.314;9.8712;9.7444;8.2209;6.8175;4.6344;3.862;2.7533;2.0921;1.946;1.765;1.7061;1.635;1.4528
30-12-99 20:00;10.281;10.212;10.281;10.315;9.873;9.7463;8.2236;6.8207;4.6381;3.8661;2.7568;2.0955;1.9493;1.7679;1.7089;1.6376;1.4549
30-12-99 21:00;10.282;10.213;10.282;10.317;9.8747;9.7481;8.226;6.8237;4.6415;3.8698;2.7599;2.0987;1.9523;1.7706;1.7114;1.6399;1.4568
30-12-99 22:00;10.283;10.214;10.283;10.318;9.8763;9.7497;8.2283;6.8264;4.6446;3.8733;2.7628;2.1016;1.955;1.773;1.7137;1.6421;1.4586
30-12-99 23:00;10.283;10.215;10.283;10.319;9.8777;9.7512;8.2304;6.8289;4.6474;3.8764;2.7654;2.1042;1.9575;1.7752;1.7158;1.6441;1.4602
31-12-99 00:00;10.284;10.216;10.284;10.321;9.879;9.7526;8.2323;6.8312;4.6501;3.8793;2.7678;2.1067;1.9598;1.7772;1.7177;1.6459;1.4617
31-12-99 01:00;10.285;10.217;10.285;10.322;9.8802;9.7538;8.234;6.8333;4.6525;3.882;2.77;2.1089;1.9618;1.779;1.7195;1.6475;1.463
31-12-99 02:00;10.286;10.218;10.286;10.323;9.8814;9.755;8.2356;6.8352;4.6547;3.8844;2.7721;2.1109;1.9638;1.7807;1.7211;1.649;1.4643
31-12-99 03:00;10.286;10.218;10.286;10.324;9.8824;9.756;8.2371;6.837;4.6567;3.8866;2.7739;2.1128;1.9655;1.7823;1.7226;1.6504;1.4654
31-12-99 04:00;10.287;10.219;10.287;10.324;9.8833;9.757;8.2384;6.8386;4.6586;3.8887;2.7756;2.1145;1.9671;1.7837;1.7239;1.6517;1.4665
31-12-99 05:00;10.287;10.219;10.287;10.325;9.8842;9.7579;8.2397;6.8401;4.6603;3.8905;2.7772;2.1161;1.9686;1.785;1.7252;1.6529;1.4674
31-12-99 06:00;10.288;10.22;10.288;10.326;9.885;9.7588;8.2408;6.8415;4.6619;3.8923;2.7786;2.1176;1.97;1.7862;1.7263;1.654;1.4683
31-12-99 07:00;10.288;10.22;10.288;10.326;9.8857;9.7595;8.2419;6.8428;4.6633;3.8939;2.78;2.1189;1.9712;1.7873;1.7274;1.655;1.4691
31-12-99 08:00;10.289;10.221;10.289;10.327;9.8864;9.7602;8.2429;6.844;4.6647;3.8953;2.7812;2.1201;1.9724;1.7883;1.7283;1.6559;1.4699
31-12-99 09:00;10.289;10.221;10.289;10.328;9.887;9.7609;8.2438;6.845;4.6659;3.8967;2.7823;2.1212;1.9734;1.7892;1.7292;1.6567;1.4705
31-12-99 10:00;10.29;10.222;10.29;10.328;9.8876;9.7615;8.2446;6.846;4.667;3.8979;2.7833;2.1223;1.9744;1.7901;1.7301;1.6575;1.4712
31-12-99 11:00;10.29;10.222;10.29;10.329;9.8881;9.762;8.2453;6.8469;4.6681;3.899;2.7843;2.1232;1.9753;1.7909;1.7308;1.6582;1.4718
31-12-99 12:00;10.29;10.222;10.29;10.329;9.8886;9.7625;8.246;6.8478;4.669;3.9001;2.7851;2.1241;1.9761;1.7916;1.7315;1.6588;1.4723
31-12-99 13:00;10.29;10.223;10.29;10.329;9.8891;9.763;8.2467;6.8486;4.6699;3.901;2.7859;2.1249;1.9769;1.7923;1.7321;1.6594;1.4728
31-12-99 14:00;10.291;10.223;10.291;10.33;9.8895;9.7634;8.2473;6.8493;4.6707;3.9019;2.7867;2.1256;1.9776;1.7929;1.7327;1.66;1.4732
31-12-99 15:00;10.291;10.223;10.291;10.33;9.8899;9.7638;8.2478;6.8499;4.6715;3.9027;2.7874;2.1263;1.9782;1.7935;1.7333;1.6605;1.4736
31-12-99 16:00;10.291;10.223;10.291;10.33;9.8902;9.7642;8.2483;6.8505;4.6722;3.9034;2.788;2.1269;1.9788;1.794;1.7338;1.6609;1.474
31-12-99 17:00;10.291;10.223;10.291;10.331;9.8905;9.7645;8.2488;6.8511;4.6728;3.9041;2.7886;2.1275;1.9793;1.7945;1.7342;1.6614;1.4744
31-12-99 18:00;10.292;10.224;10.292;10.331;9.8908;9.7648;8.2492;6.8516;4.6734;3.9048;2.7891;2.128;1.9798;1.7949;1.7346;1.6618;1.4747
31-12-99 19:00;10.292;10.224;10.292;10.331;9.8911;9.7651;8.2496;6.852;4.6739;3.9053;2.7896;2.1285;1.9803;1.7953;1.735;1.6621;1.475
31-12-99 20:00;10.292;10.224;10.292;10.331;9.8914;9.7654;8.2499;6.8525;4.6744;3.9059;2.79;2.129;1.9807;1.7957;1.7354;1.6625;1.4753
31-12-99 21:00;10.292;10.224;10.292;10.332;9.8916;9.7656;8.2503;6.8529;4.6749;3.9064;2.7904;2.1294;1.9811;1.796;1.7357;1.6628;1.4755
31-12-99 22:00;10.292;10.224;10.292;10.332;9.8918;9.7658;8.2506;6.8532;4.6753;3.9068;2.7908;2.1298;1.9815;1.7963;1.736;1.6631;1.4757
31-12-99 23:00;10.292;10.224;10.292;10.332;9.892;9.766;8.2509;6.8536;4.6757;3.9072;2.7911;2.1301;1.9818;1.7966;1.7363;1.6633;1.476
01-01-00 00:00;10.292;10.224;10.292;10.332;9.8922;9.7662;8.2511;6.8539;4.676;3.9076;2.7915;2.1304;1.9821;1.7969;1.7365;1.6636;1.4762
01-01-00 01:00;10.292;10.225;10.292;10.332;9.8923;9.7664;8.2513;6.8542;4.6763;3.908;2.7918;2.1307;1.9824;1.7971;1.7368;1.6638;1.4763
01-01-00 02:00;10.292;10.225;10.292;10.332;9.8925;9.7665;8.2516;6.8544;4.6766;3.9083;2.792;2.131;1.9826;1.7974;1.737;1.664;1.4765
01-01-00 03:00;10.292;10.224;10.292;10.332;9.8925;9.7666;8.2517;6.8547;4.6769;3.9086;2.7923;2.1313;1.9829;1.7976;1.7372;1.6642;1.4766
01-01-00 04:00;10.292;10.224;10.292;10.332;9.8925;9.7666;8.2519;6.8549;4.6772;3.9089;2.7925;2.1315;1.9831;1.7978;1.7374;1.6643;1.4768
01-01-00 05:00;10.292;10.224;10.292;10.332;9.8924;9.7665;8.252;6.8551;4.6774;3.9091;2.7927;2.1317;1.9833;1.7979;1.7375;1.6645;1.4769
01-01-00 06:00;10.292;10.224;10.292;10.332;9.8923;9.7664;8.2521;6.8552;4.6776;3.9094;2.7929;2.1319;1.9835;1.7981;1.7377;1.6646;1.477
01-01-00 07:00;10.292;10.224;10.292;10.332;9.8922;9.7663;8.2521;6.8553;4.6778;3.9096;2.7931;2.1321;1.9836;1.7983;1.7378;1.6648;1.4771
01-01-00 08:00;10.291;10.224;10.291;10.332;9.892;9.7661;8.2521;6.8554;4.6779;3.9097;2.7932;2.1322;1.9838;1.7984;1.738;1.6649;1.4772
01-01-00 09:00;10.291;10.223;10.291;10.331;9.8918;9.7659;8.252;6.8554;4.678;3.9099;2.7934;2.1324;1.9839;1.7985;1.7381;1.665;1.4773
01-01-00 10:00;10.291;10.223;10.291;10.331;9.8915;9.7657;8.2519;6.8554;4.6781;3.91;2.7935;2.1325;1.984;1.7986;1.7382;1.6651;1.4774
01-01-00 11:00;10.291;10.223;10.291;10.331;9.8913;9.7654;8.2518;6.8554;4.6782;3.9101;2.7936;2.1326;1.9841;1.7987;1.7383;1.6652;1.4775
01-01-00 12:00;10.29;10.223;10.29;10.33;9.891;9.7651;8.2517;6.8554;4.6782;3.9101;2.7937;2.1327;1.9842;1.7988;1.7383;1.6652;1.4775
01-01-00 13:00;10.29;10.222;10.29;10.33;9.8907;9.7648;8.2515;6.8553;4.6782;3.9102;2.7937;2.1327;1.9843;1.7988;1.7384;1.6653;1.4776
01-01-00 14:00;10.29;10.222;10.29;10.33;9.8903;9.7645;8.2513;6.8552;4.6782;3.9102;2.7937;2.1328;1.9843;1.7989;1.7384;1.6653;1.4776
01-01-00 15:00;10.289;10.221;10.289;10.329;9.89;9.7642;8.2511;6.855;4.6782;3.9101;2.7937;2.1328;1.9843;1.7989;1.7385;1.6654;1.4776
01-01-00 16:00;10.289;10.221;10.289;10.329;9.8896;9.7638;8.2508;6.8549;4.6781;3.9101;2.7937;2.1328;1.9843;1.7989;1.7385;1.6654;1.4776
01-01-00 17:00;10.289;10.221;10.289;10.329;9.8893;9.7635;8.2506;6.8547;4.678;3.91;2.7937;2.1328;1.9843;1.7989;1.7385;1.6654;1.4776
01-01-00 18:00;10.288;10.22;10.288;10.328;9.8889;9.7631;8.2503;6.8545;4.6779;3.9099;2.7937;2.1328;1.9843;1.7989;1.7384;1.6654;1.4776
01-01-00 19:00;10.288;10.22;10.288;10.328;9.8885;9.7627;8.25;6.8543;4.6777;3.9098;2.7936;2.1327;1.9843;1.7989;1.7384;1.6653;1.4776
01-01-00 20:00;10.287;10.22;10.287;10.327;9.8881;9.7623;8.2497;6.8541;4.6776;3.9097;2.7935;2.1327;1.9842;1.7988;1.7384;1.6653;1.4776
01-01-00 21:00;10.287;10.219;10.287;10.327;9.8876;9.7619;8.2494;6.8538;4.6774;3.9095;2.7934;2.1326;1.9842;1.7988;1.7383;1.6653;1.4776
01-01-00 22:00;10.287;10.219;10.287;10.326;9.8872;9.7615;8.2491;6.8535;4.6772;3.9094;2.7933;2.1325;1.9841;1.7987;1.7383;1.6652;1.4775
01-01-00 23:00;10.286;10.218;10.286;10.326;9.8868;9.761;8.2487;6.8533;4.677;3.9092;2.7932;2.1324;1.984;1.7986;1.7382;1.6651;1.4775
02-01-00 00:00;10.286;10.218;10.286;10.325;9.8863;9.7606;8.2484;6.853;4.6768;3.909;2.7931;2.1323;1.9839;1.7985;1.7381;1.6651;1.4774
02-01-00 01:00;10.285;10.217;10.285;10.325;9.8859;9.7602;8.248;6.8527;4.6766;3.9088;2.7929;2.1322;1.9838;1.7984;1.738;1.665;1.4773
02-01-00 02:00;10.285;10.217;10.285;10.324;9.8854;9.7596;8.2476;6.8524;4.6763;3.9085;2.7928;2.1321;1.9837;1.7983;1.7379;1.6649;1.4773
02-01-00 03:00;10.284;10.216;10.284;10.324;9.8847;9.759;8.2472;6.8521;4.6761;3.9083;2.7926;2.1319;1.9835;1.7982;1.7378;1.6648;1.4772
02-01-00 04:00;10.283;10.215;10.283;10.323;9.8839;9.7582;8.2468;6.8517;4.6758;3.9081;2.7924;2.1318;1.9834;1.7981;1.7377;1.6647;1.4771
02-01-00 05:00;10.282;10.214;10.282;10.322;9.883;9.7574;8.2462;6.8513;4.6756;3.9078;2.7923;2.1316;1.9833;1.798;1.7376;1.6646;1.477
02-01-00 06:00;10.281;10.213;10.281;10.321;9.882;9.7564;8.2456;6.8509;4.6753;3.9075;2.7921;2.1315;1.9831;1.7979;1.7375;1.6645;1.4769
02-01-00 07:00;10.28;10.212;10.28;10.319;9.881;9.7554;8.2449;6.8504;4.6749;3.9072;2.7919;2.1313;1.9829;1.7977;1.7373;1.6643;1.4768
02-01-00 08:00;10.279;10.211;10.279;10.318;9.8799;9.7543;8.2442;6.8498;4.6746;3.9069;2.7916;2.1311;1.9828;1.7976;1.7372;1.6642;1.4767
02-01-00 09:00;10.278;10.21;10.278;10.317;9.8787;9.7531;8.2433;6.8492;4.6741;3.9065;2.7914;2.1309;1.9826;1.7974;1.737;1.6641;1.4766
02-01-00 10:00;10.277;10.209;10.277;10.316;9.8775;9.7519;8.2425;6.8486;4.6737;3.9061;2.7911;2.1306;1.9824;1.7972;1.7369;1.6639;1.4765
02-01-00 11:00;10.275;10.208;10.275;10.314;9.8762;9.7507;8.2415;6.8479;4.6732;3.9056;2.7908;2.1304;1.9821;1.797;1.7367;1.6637;1.4763
02-01-00 12:00;10.274;10.207;10.274;10.313;9.8748;9.7494;8.2406;6.8471;4.6726;3.9051;2.7905;2.1301;1.9819;1.7968;1.7365;1.6635;1.4762
02-01-00 13:00;10.273;10.205;10.273;10.311;9.8735;9.748;8.2395;6.8463;4.6721;3.9046;2.7901;2.1298;1.9816;1.7965;1.7362;1.6633;1.476
02-01-00 14:00;10.272;10.204;10.272;10.31;9.8721;9.7467;8.2384;6.8454;4.6714;3.904;2.7897;2.1294;1.9813;1.7963;1.736;1.6631;1.4758
02-01-00 15:00;10.27;10.203;10.27;10.309;9.8707;9.7453;8.2373;6.8445;4.6707;3.9034;2.7893;2.1291;1.9809;1.796;1.7357;1.6628;1.4756
02-01-00 16:00;10.269;10.201;10.269;10.307;9.8692;9.7438;8.2362;6.8436;4.67;3.9027;2.7888;2.1287;1.9806;1.7957;1.7354;1.6626;1.4754
02-01-00 17:00;10.268;10.2;10.268;10.306;9.8678;9.7424;8.235;6.8426;4.6693;3.902;2.7883;2.1283;1.9802;1.7954;1.7351;1.6623;1.4752
02-01-00 18:00;10.266;10.199;10.266;10.304;9.8663;9.7409;8.2338;6.8416;4.6685;3.9012;2.7878;2.1278;1.9798;1.795;1.7348;1.662;1.4749
02-01-00 19:00;10.265;10.197;10.265;10.302;9.8648;9.7395;8.2326;6.8405;4.6677;3.9005;2.7873;2.1273;1.9793;1.7946;1.7344;1.6617;1.4747
02-01-00 20:00;10.264;10.196;10.264;10.301;9.8633;9.738;8.2313;6.8395;4.6668;3.8996;2.7867;2.1268;1.9789;1.7942;1.7341;1.6613;1.4744
02-01-00 21:00;10.262;10.195;10.262;10.299;9.8618;9.7364;8.2301;6.8384;4.6659;3.8988;2.7861;2.1263;1.9784;1.7938;1.7337;1.6609;1.4741
02-01-00 22:00;10.261;10.193;10.261;10.298;9.8602;9.7349;8.2288;6.8372;4.665;3.8979;2.7855;2.1257;1.9779;1.7934;1.7333;1.6606;1.4738
02-01-00 23:00;10.26;10.192;10.26;10.296;9.8587;9.7334;8.2274;6.8361;4.6641;3.897;2.7849;2.1252;1.9773;1.7929;1.7328;1.6602;1.4735
03-01-00 00:00;10.258;10.191;10.258;10.295;9.8571;9.7318;8.2261;6.8349;4.6632;3.8961;2.7842;2.1246;1.9768;1.7925;1.7324;1.6597;1.4731
03-01-00 01:00;10.257;10.19;10.257;10.293;9.8556;9.7303;8.2248;6.8337;4.6622;3.8952;2.7835;2.124;1.9762;1.792;1.7319;1.6593;1.4728
03-01-00 02:00;10.257;10.189;10.257;10.292;9.8544;9.7291;8.2234;6.8326;4.6612;3.8942;2.7828;2.1234;1.9757;1.7915;1.7314;1.6589;1.4724
03-01-00 03:00;10.257;10.19;10.257;10.292;9.854;9.7286;8.2222;6.8314;4.6602;3.8932;2.7821;2.1227;1.9751;1.791;1.731;1.6584;1.4721
03-01-00 04:00;10.258;10.19;10.258;10.293;9.8541;9.7286;8.2213;6.8302;4.6592;3.8922;2.7814;2.1221;1.9745;1.7904;1.7305;1.658;1.4717
03-01-00 05:00;10.26;10.192;10.26;10.294;9.8548;9.7291;8.2208;6.8293;4.6582;3.8912;2.7807;2.1214;1.9738;1.7899;1.73;1.6575;1.4713
03-01-00 06:00;10.261;10.193;10.261;10.295;9.8559;9.7301;8.2206;6.8285;4.6573;3.8903;2.78;2.1207;1.9732;1.7894;1.7295;1.657;1.4709
03-01-00 07:00;10.263;10.195;10.263;10.297;9.8574;9.7315;8.2207;6.828;4.6565;3.8894;2.7793;2.1201;1.9726;1.7888;1.729;1.6566;1.4706
03-01-00 08:00;10.266;10.198;10.266;10.3;9.8592;9.7332;8.2211;6.8278;4.6558;3.8887;2.7786;2.1194;1.972;1.7883;1.7285;1.6561;1.4702
03-01-00 09:00;10.268;10.2;10.268;10.302;9.8613;9.7352;8.2219;6.8278;4.6554;3.8881;2.7781;2.1189;1.9715;1.7879;1.728;1.6557;1.4699
03-01-00 10:00;10.271;10.203;10.271;10.305;9.8637;9.7375;8.2229;6.8281;4.6551;3.8876;2.7777;2.1184;1.971;1.7875;1.7276;1.6553;1.4696
03-01-00 11:00;10.274;10.206;10.274;10.308;9.8664;9.7401;8.2243;6.8287;4.655;3.8874;2.7773;2.118;1.9707;1.7871;1.7273;1.655;1.4693
03-01-00 12:00;10.277;10.209;10.277;10.311;9.8692;9.7428;8.2259;6.8295;4.6552;3.8874;2.7772;2.1178;1.9704;1.7869;1.7271;1.6548;1.4691
03-01-00 13:00;10.28;10.212;10.28;10.314;9.8723;9.7458;8.2277;6.8306;4.6555;3.8875;2.7771;2.1176;1.9703;1.7868;1.727;1.6547;1.469
03-01-00 14:00;10.284;10.216;10.284;10.318;9.8756;9.749;8.2297;6.8318;4.6561;3.8879;2.7772;2.1176;1.9703;1.7868;1.727;1.6547;1.469
03-01-00 15:00;10.287;10.219;10.287;10.321;9.879;9.7523;8.2319;6.8333;4.6568;3.8885;2.7775;2.1177;1.9704;1.7869;1.7271;1.6548;1.4691
03-01-00 16:00;10.291;10.223;10.291;10.325;9.8826;9.7558;8.2344;6.835;4.6578;3.8892;2.7779;2.118;1.9706;1.7871;1.7273;1.655;1.4692
03-01-00 17:00;10.295;10.227;10.295;10.329;9.8863;9.7595;8.237;6.8369;4.6589;3.8902;2.7784;2.1184;1.971;1.7874;1.7276;1.6553;1.4695
03-01-00 18:00;10.299;10.231;10.299;10.333;9.8902;9.7633;8.2398;6.839;4.6602;3.8914;2.7791;2.119;1.9715;1.7878;1.728;1.6556;1.4698
03-01-00 19:00;10.303;10.235;10.303;10.337;9.8941;9.7672;8.2427;6.8412;4.6617;3.8927;2.7799;2.1197;1.9722;1.7884;1.7285;1.6561;1.4702
03-01-00 20:00;10.307;10.239;10.307;10.342;9.8982;9.7712;8.2457;6.8436;4.6634;3.8942;2.7809;2.1205;1.9729;1.789;1.7291;1.6567;1.4706
03-01-00 21:00;10.311;10.243;10.311;10.346;9.9024;9.7753;8.2489;6.8461;4.6652;3.8958;2.782;2.1214;1.9738;1.7898;1.7298;1.6574;1.4712
03-01-00 22:00;10.316;10.247;10.316;10.351;9.9066;9.7795;8.2523;6.8488;4.6671;3.8976;2.7832;2.1225;1.9747;1.7906;1.7306;1.6581;1.4718
03-01-00 23:00;10.32;10.252;10.32;10.355;9.911;9.7838;8.2557;6.8516;4.6692;3.8996;2.7845;2.1236;1.9758;1.7916;1.7315;1.659;1.4725
04-01-00 00:00;10.325;10.256;10.325;10.36;9.9154;9.7882;8.2592;6.8545;4.6714;3.9016;2.786;2.1249;1.977;1.7926;1.7325;1.6599;1.4732
04-01-00 01:00;10.329;10.261;10.329;10.364;9.9199;9.7926;8.2628;6.8575;4.6737;3.9038;2.7875;2.1263;1.9783;1.7937;1.7336;1.6609;1.474
04-01-00 02:00;10.334;10.265;10.334;10.369;9.9244;9.7971;8.2665;6.8606;4.6762;3.9062;2.7891;2.1277;1.9796;1.7949;1.7347;1.6619;1.4749
