Time [yyyy-MM-dd HH:mm:ss];odd_018: Water level at (Nederrijn2_A_ 0)_ Flow1D [m AD];882.00_NR: Water level at (Nederrijn2_B_B_A_ 149_703)_ Flow1D [m AD];886.00_NR: Water level at (Nederrijn2_B_B_B_A_ 2770_079)_ Flow1D [m AD];903.00_NR: Water level at (Nederrijn3_A_ 1004)_ Flow1D [m AD];909.00_NR: Water level at (Nederrijn4_A_ 1005)_ Flow1D [m AD];917.00_NR: Water level at (Nederrijn5_A_ 3014)_ Flow1D [m AD];EckenWiel: Water level at (Nederrijn5_B_A_ 870_737)_ Flow1D [m AD];931.00_LE: Water level at (Lek1_B_A_ 1177_909)_ Flow1D [m AD];941.00_LE: Water level at (Lek1_B_B_A_ 1192_286)_ Flow1D [m AD];944.00_LE: Water level at (Lek1_B_B_B_A_ 658_638)_ Flow1D [m AD];946.00_LE: Water level at (Lek1_B_B_B_B_ 565_87)_ Flow1D [m AD];949.00_LE: Water level at (Lek2_ 1505)_ Flow1D [m AD];951.00_LE: Water level at (Lek5_A_ 0)_ Flow1D [m AD];50983ObsUS: Water level at (Lek5_B_A_ 1036_231)_ Flow1D [m AD];Q-HagestbeSchoonh: Water level at (Lek5_B_B_A_ 5742_415)_ Flow1D [m AD];961.00_LE: Water level at (Lek5_B_B_B_ 718_746)_ Flow1D [m AD];972.00_LE: Water level at (Lek7_A_B_ 4715_827)_ Flow1D [m AD];978.00_LE: Water level at (Lek7_B_B_ 1192_65)_ Flow1D [m AD]
30-01-00 12:00;10.456;10.249;9.7046;7.6497;6.8076;5.6913;5.4229;4.1718;3.1128;2.8684;2.7436;2.4923;2.3939;2.2551;1.9766;1.9119;1.5284;1.4272
30-01-00 13:00;10.45;10.243;9.6981;7.6423;6.7998;5.6832;5.4148;4.1643;3.1062;2.8621;2.7375;2.487;2.3888;2.2503;1.9727;1.9082;1.5262;1.4255
30-01-00 14:00;10.444;10.237;9.6918;7.635;6.7922;5.6753;5.4069;4.157;3.0996;2.8558;2.7315;2.4817;2.3839;2.2456;1.9688;1.9045;1.524;1.4238
30-01-00 15:00;10.438;10.232;9.6858;7.628;6.7849;5.6676;5.3992;4.1498;3.0932;2.8497;2.7256;2.4765;2.379;2.2409;1.965;1.9009;1.5219;1.4222
30-01-00 16:00;10.433;10.226;9.6799;7.6212;6.7777;5.6601;5.3916;4.1428;3.0868;2.8437;2.7198;2.4714;2.3741;2.2363;1.9612;1.8973;1.5198;1.4206
30-01-00 17:00;10.427;10.221;9.6741;7.6147;6.7708;5.6528;5.3843;4.1359;3.0806;2.8377;2.7141;2.4664;2.3694;2.2318;1.9575;1.8938;1.5177;1.419
30-01-00 18:00;10.422;10.215;9.6685;7.6083;6.7641;5.6457;5.3772;4.1292;3.0745;2.8319;2.7085;2.4615;2.3647;2.2274;1.9538;1.8904;1.5156;1.4174
30-01-00 19:00;10.417;10.21;9.6631;7.6021;6.7576;5.6388;5.3702;4.1227;3.0686;2.8263;2.7031;2.4566;2.3602;2.223;1.9503;1.887;1.5136;1.4158
30-01-00 20:00;10.412;10.205;9.6578;7.5961;6.7513;5.6321;5.3634;4.1163;3.0628;2.8207;2.6977;2.4519;2.3557;2.2188;1.9468;1.8837;1.5117;1.4143
30-01-00 21:00;10.407;10.2;9.6525;7.5902;6.7451;5.6255;5.3569;4.11;3.0571;2.8153;2.6925;2.4473;2.3513;2.2146;1.9433;1.8805;1.5097;1.4128
30-01-00 22:00;10.402;10.195;9.6474;7.5845;6.7391;5.6192;5.3504;4.104;3.0516;2.81;2.6874;2.4428;2.3471;2.2106;1.94;1.8773;1.5079;1.4113
30-01-00 23:00;10.397;10.19;9.6424;7.5789;6.7332;5.613;5.3442;4.0981;3.0461;2.8048;2.6824;2.4384;2.3429;2.2066;1.9367;1.8742;1.506;1.4099
31-01-00 00:00;10.392;10.186;9.6375;7.5734;6.7275;5.6069;5.3381;4.0923;3.0409;2.7997;2.6775;2.4341;2.3388;2.2027;1.9335;1.8712;1.5042;1.4085
