Time [yyyy-MM-dd HH:mm:ss];odd_018: Water level at (Nederrijn2_A_ 0)_ Flow1D [m AD];882.00_NR: Water level at (Nederrijn2_B_B_A_ 149_703)_ Flow1D [m AD];886.00_NR: Water level at (Nederrijn2_B_B_B_A_ 2770_079)_ Flow1D [m AD];903.00_NR: Water level at (Nederrijn3_A_ 1004)_ Flow1D [m AD];909.00_NR: Water level at (Nederrijn4_A_ 1005)_ Flow1D [m AD];917.00_NR: Water level at (Nederrijn5_A_ 3014)_ Flow1D [m AD];EckenWiel: Water level at (Nederrijn5_B_A_ 870_737)_ Flow1D [m AD];931.00_LE: Water level at (Lek1_B_A_ 1177_909)_ Flow1D [m AD];941.00_LE: Water level at (Lek1_B_B_A_ 1192_286)_ Flow1D [m AD];944.00_LE: Water level at (Lek1_B_B_B_A_ 658_638)_ Flow1D [m AD];946.00_LE: Water level at (Lek1_B_B_B_B_ 565_87)_ Flow1D [m AD];949.00_LE: Water level at (Lek2_ 1505)_ Flow1D [m AD];951.00_LE: Water level at (Lek5_A_ 0)_ Flow1D [m AD];50983ObsUS: Water level at (Lek5_B_A_ 1036_231)_ Flow1D [m AD];Q-HagestbeSchoonh: Water level at (Lek5_B_B_A_ 5742_415)_ Flow1D [m AD];961.00_LE: Water level at (Lek5_B_B_B_ 718_746)_ Flow1D [m AD];972.00_LE: Water level at (Lek7_A_B_ 4715_827)_ Flow1D [m AD];978.00_LE: Water level at (Lek7_B_B_ 1192_65)_ Flow1D [m AD]
03-01-00 15:00;10.012;9.8012;9.2419;7.1373;6.266;5.1676;4.9061;3.6905;2.6911;2.4704;2.363;2.1592;2.0793;1.9566;1.735;1.6847;1.3967;1.324
03-01-00 16:00;10.015;9.8047;9.2452;7.1397;6.2682;5.169;4.9073;3.6913;2.6915;2.4708;2.3634;2.1594;2.0795;1.9568;1.7352;1.6849;1.3968;1.3241
03-01-00 17:00;10.019;9.8084;9.2487;7.1424;6.2706;5.1705;4.9087;3.6923;2.6921;2.4712;2.3638;2.1598;2.0798;1.9571;1.7355;1.6852;1.3969;1.3242
03-01-00 18:00;10.023;9.8122;9.2523;7.1453;6.2732;5.1723;4.9103;3.6935;2.6928;2.4719;2.3644;2.1603;2.0803;1.9575;1.7358;1.6855;1.3971;1.3243
03-01-00 19:00;10.027;9.8161;9.2561;7.1484;6.276;5.1743;4.9121;3.6948;2.6937;2.4726;2.365;2.1608;2.0808;1.958;1.7362;1.6858;1.3973;1.3245
03-01-00 20:00;10.031;9.8201;9.2599;7.1517;6.2791;5.1765;4.9141;3.6963;2.6947;2.4735;2.3658;2.1615;2.0814;1.9585;1.7366;1.6863;1.3976;1.3247
03-01-00 21:00;10.035;9.8242;9.2639;7.1552;6.2823;5.1789;4.9163;3.698;2.6958;2.4744;2.3667;2.1622;2.0821;1.9592;1.7371;1.6868;1.3979;1.325
03-01-00 22:00;10.039;9.8285;9.268;7.1588;6.2857;5.1814;4.9186;3.6999;2.697;2.4755;2.3677;2.1631;2.0829;1.9599;1.7377;1.6873;1.3982;1.3252
03-01-00 23:00;10.044;9.8328;9.2722;7.1625;6.2893;5.1842;4.9211;3.7019;2.6984;2.4768;2.3689;2.164;2.0838;1.9607;1.7384;1.6879;1.3986;1.3255
04-01-00 00:00;10.048;9.8372;9.2764;7.1664;6.293;5.187;4.9238;3.704;2.6999;2.4781;2.3701;2.1651;2.0847;1.9616;1.7391;1.6886;1.399;1.3258
04-01-00 01:00;10.053;9.8416;9.2808;7.1704;6.2969;5.1901;4.9266;3.7063;2.7016;2.4796;2.3715;2.1662;2.0858;1.9626;1.7399;1.6894;1.3994;1.3262
04-01-00 02:00;10.057;9.846;9.2852;7.1746;6.3009;5.1933;4.9296;3.7087;2.7034;2.4812;2.373;2.1675;2.087;1.9637;1.7408;1.6902;1.3999;1.3266
04-01-00 03:00;10.061;9.8504;9.2896;7.1788;6.3051;5.1966;4.9327;3.7113;2.7052;2.4829;2.3746;2.1688;2.0882;1.9649;1.7417;1.6911;1.4004;1.327
04-01-00 04:00;10.066;9.8548;9.294;7.1832;6.3093;5.2;4.936;3.714;2.7072;2.4847;2.3763;2.1702;2.0896;1.9662;1.7427;1.692;1.4009;1.3274
04-01-00 05:00;10.07;9.8591;9.2983;7.1875;6.3137;5.2036;4.9394;3.7168;2.7094;2.4866;2.3781;2.1718;2.091;1.9675;1.7438;1.693;1.4015;1.3279
04-01-00 06:00;10.074;9.8634;9.3027;7.192;6.3181;5.2073;4.9428;3.7198;2.7116;2.4886;2.38;2.1734;2.0925;1.9689;1.7449;1.6941;1.4021;1.3284
04-01-00 07:00;10.079;9.8677;9.307;7.1965;6.3226;5.211;4.9464;3.7228;2.7139;2.4907;2.3819;2.1751;2.0941;1.9704;1.7461;1.6952;1.4028;1.3289
04-01-00 08:00;10.083;9.872;9.3114;7.201;6.3272;5.2149;4.9501;3.726;2.7163;2.4929;2.384;2.1768;2.0957;1.9719;1.7473;1.6964;1.4034;1.3294
04-01-00 09:00;10.087;9.8763;9.3157;7.2055;6.3317;5.2188;4.9538;3.7292;2.7188;2.4952;2.3862;2.1787;2.0975;1.9735;1.7486;1.6976;1.4041;1.33
04-01-00 10:00;10.092;9.8806;9.3201;7.21;6.3364;5.2227;4.9576;3.7326;2.7214;2.4976;2.3884;2.1806;2.0993;1.9752;1.75;1.6989;1.4049;1.3306
04-01-00 11:00;10.096;9.8849;9.3244;7.2146;6.341;5.2268;4.9614;3.736;2.7241;2.5001;2.3907;2.1826;2.1011;1.977;1.7514;1.7002;1.4056;1.3312
04-01-00 12:00;10.1;9.8892;9.3288;7.2192;6.3457;5.2308;4.9654;3.7394;2.7268;2.5026;2.3931;2.1846;2.103;1.9788;1.7528;1.7015;1.4064;1.3318
04-01-00 13:00;10.104;9.8935;9.3331;7.2238;6.3504;5.2349;4.9693;3.743;2.7296;2.5051;2.3955;2.1867;2.105;1.9806;1.7543;1.7029;1.4072;1.3325
04-01-00 14:00;10.109;9.8978;9.3375;7.2284;6.3551;5.2391;4.9733;3.7466;2.7325;2.5078;2.398;2.1888;2.107;1.9825;1.7558;1.7044;1.4081;1.3331
04-01-00 15:00;10.113;9.9021;9.3419;7.2331;6.3599;5.2433;4.9774;3.7503;2.7355;2.5105;2.4006;2.191;2.1091;1.9845;1.7574;1.7059;1.4089;1.3338
04-01-00 16:00;10.117;9.9065;9.3463;7.2378;6.3647;5.2475;4.9815;3.754;2.7384;2.5132;2.4032;2.1933;2.1112;1.9865;1.759;1.7074;1.4098;1.3345
04-01-00 17:00;10.122;9.9108;9.3507;7.2425;6.3696;5.2518;4.9856;3.7578;2.7415;2.5161;2.4058;2.1956;2.1134;1.9885;1.7607;1.7089;1.4107;1.3353
04-01-00 18:00;10.126;9.9152;9.3551;7.2472;6.3744;5.2561;4.9898;3.7616;2.7446;2.5189;2.4085;2.1979;2.1155;1.9906;1.7623;1.7105;1.4116;1.336
04-01-00 19:00;10.13;9.9196;9.3596;7.2519;6.3793;5.2605;4.994;3.7654;2.7477;2.5218;2.4113;2.2003;2.1178;1.9927;1.764;1.7121;1.4126;1.3368
04-01-00 20:00;10.135;9.924;9.364;7.2567;6.3842;5.2648;4.9982;3.7693;2.7509;2.5247;2.414;2.2027;2.12;1.9948;1.7658;1.7137;1.4135;1.3375
04-01-00 21:00;10.139;9.9284;9.3685;7.2615;6.3891;5.2692;5.0025;3.7733;2.7541;2.5277;2.4169;2.2051;2.1223;1.997;1.7675;1.7154;1.4145;1.3383
04-01-00 22:00;10.143;9.9328;9.373;7.2663;6.3941;5.2737;5.0068;3.7772;2.7574;2.5307;2.4197;2.2076;2.1247;1.9992;1.7693;1.717;1.4155;1.3391
04-01-00 23:00;10.148;9.9372;9.3775;7.2711;6.399;5.2781;5.0111;3.7812;2.7606;2.5338;2.4226;2.2101;2.127;2.0014;1.7711;1.7187;1.4165;1.3399
05-01-00 00:00;10.152;9.9416;9.382;7.2759;6.404;5.2826;5.0155;3.7853;2.7639;2.5368;2.4255;2.2126;2.1294;2.0037;1.7729;1.7205;1.4175;1.3407
05-01-00 01:00;10.157;9.9461;9.3865;7.2808;6.409;5.2871;5.0199;3.7893;2.7673;2.5399;2.4284;2.2151;2.1318;2.0059;1.7748;1.7222;1.4185;1.3415
05-01-00 02:00;10.161;9.9503;9.3909;7.2856;6.4141;5.2916;5.0243;3.7934;2.7706;2.5431;2.4314;2.2177;2.1342;2.0082;1.7766;1.7239;1.4195;1.3423
05-01-00 03:00;10.165;9.9543;9.3952;7.2905;6.4191;5.2962;5.0287;3.7975;2.774;2.5462;2.4344;2.2203;2.1367;2.0106;1.7785;1.7257;1.4205;1.3432
05-01-00 04:00;10.168;9.9582;9.3993;7.2953;6.4242;5.3007;5.0331;3.8016;2.7774;2.5494;2.4374;2.2229;2.1391;2.0129;1.7804;1.7275;1.4216;1.344
05-01-00 05:00;10.172;9.9618;9.4032;7.3001;6.4292;5.3053;5.0376;3.8057;2.7809;2.5526;2.4404;2.2255;2.1416;2.0152;1.7823;1.7293;1.4226;1.3448
05-01-00 06:00;10.175;9.9652;9.4069;7.3048;6.4341;5.3098;5.042;3.8099;2.7843;2.5558;2.4435;2.2282;2.1441;2.0176;1.7842;1.7311;1.4237;1.3457
05-01-00 07:00;10.179;9.9686;9.4106;7.3093;6.4389;5.3143;5.0464;3.814;2.7878;2.559;2.4465;2.2308;2.1466;2.02;1.7861;1.7329;1.4247;1.3465
05-01-00 08:00;10.182;9.9719;9.4141;7.3138;6.4437;5.3188;5.0508;3.8182;2.7912;2.5622;2.4496;2.2335;2.1491;2.0224;1.788;1.7347;1.4258;1.3474
05-01-00 09:00;10.185;9.975;9.4175;7.3181;6.4484;5.3232;5.0551;3.8223;2.7947;2.5655;2.4527;2.2362;2.1516;2.0248;1.79;1.7365;1.4269;1.3483
05-01-00 10:00;10.188;9.9781;9.4208;7.3224;6.4529;5.3276;5.0594;3.8265;2.7982;2.5687;2.4557;2.2389;2.1542;2.0272;1.7919;1.7384;1.428;1.3491
05-01-00 11:00;10.191;9.9811;9.4241;7.3265;6.4574;5.3319;5.0636;3.8306;2.8017;2.5719;2.4588;2.2415;2.1567;2.0296;1.7939;1.7402;1.429;1.35
05-01-00 12:00;10.194;9.9841;9.4273;7.3306;6.4618;5.3361;5.0678;3.8346;2.8051;2.5752;2.4619;2.2442;2.1592;2.032;1.7959;1.7421;1.4301;1.3509
05-01-00 13:00;10.197;9.987;9.4304;7.3346;6.4661;5.3402;5.0719;3.8386;2.8085;2.5784;2.465;2.2469;2.1618;2.0344;1.7978;1.7439;1.4312;1.3517
05-01-00 14:00;10.199;9.9898;9.4334;7.3386;6.4703;5.3443;5.076;3.8425;2.8119;2.5815;2.468;2.2495;2.1643;2.0368;1.7998;1.7457;1.4323;1.3526
05-01-00 15:00;10.202;9.9926;9.4364;7.3425;6.4745;5.3483;5.08;3.8463;2.8152;2.5847;2.471;2.2522;2.1668;2.0391;1.8017;1.7476;1.4334;1.3535
05-01-00 16:00;10.205;9.9953;9.4394;7.3464;6.4787;5.3523;5.0839;3.8501;2.8185;2.5878;2.4739;2.2547;2.1692;2.0415;1.8036;1.7494;1.4344;1.3543
05-01-00 17:00;10.207;9.998;9.4422;7.3502;6.4827;5.3562;5.0877;3.8538;2.8218;2.5908;2.4768;2.2573;2.1716;2.0438;1.8055;1.7511;1.4355;1.3552
05-01-00 18:00;10.21;10.001;9.4451;7.3539;6.4867;5.36;5.0915;3.8575;2.8249;2.5938;2.4797;2.2598;2.174;2.0461;1.8073;1.7529;1.4365;1.356
05-01-00 19:00;10.212;10.003;9.4479;7.3576;6.4907;5.3638;5.0952;3.8611;2.8281;2.5968;2.4825;2.2623;2.1764;2.0483;1.8092;1.7546;1.4375;1.3568
05-01-00 20:00;10.215;10.006;9.4506;7.3612;6.4945;5.3675;5.0989;3.8646;2.8312;2.5997;2.4853;2.2647;2.1787;2.0505;1.811;1.7564;1.4386;1.3577
05-01-00 21:00;10.217;10.008;9.4533;7.3648;6.4984;5.3712;5.1025;3.8681;2.8342;2.6026;2.4881;2.2672;2.181;2.0527;1.8128;1.758;1.4396;1.3585
05-01-00 22:00;10.22;10.011;9.456;7.3684;6.5022;5.3748;5.1061;3.8716;2.8373;2.6054;2.4908;2.2695;2.1833;2.0549;1.8146;1.7597;1.4406;1.3593
05-01-00 23:00;10.222;10.013;9.4587;7.3718;6.5059;5.3784;5.1096;3.875;2.8402;2.6082;2.4935;2.2719;2.1855;2.057;1.8163;1.7614;1.4415;1.3601
06-01-00 00:00;10.225;10.016;9.4613;7.3753;6.5095;5.3819;5.1131;3.8783;2.8432;2.611;2.4961;2.2742;2.1877;2.0591;1.818;1.763;1.4425;1.3608
06-01-00 01:00;10.227;10.018;9.4638;7.3787;6.5132;5.3853;5.1165;3.8816;2.846;2.6137;2.4987;2.2765;2.1899;2.0612;1.8197;1.7646;1.4435;1.3616
06-01-00 02:00;10.23;10.021;9.4667;7.382;6.5167;5.3887;5.1198;3.8849;2.8489;2.6164;2.5013;2.2788;2.192;2.0632;1.8214;1.7662;1.4444;1.3624
06-01-00 03:00;10.235;10.026;9.4704;7.3854;6.5203;5.3921;5.1232;3.8881;2.8517;2.6191;2.5038;2.281;2.1941;2.0652;1.8231;1.7678;1.4453;1.3631
06-01-00 04:00;10.24;10.031;9.4749;7.389;6.5239;5.3955;5.1265;3.8913;2.8545;2.6217;2.5063;2.2832;2.1962;2.0672;1.8247;1.7693;1.4463;1.3639
06-01-00 05:00;10.246;10.037;9.4801;7.3928;6.5277;5.3988;5.1298;3.8945;2.8572;2.6243;2.5088;2.2854;2.1983;2.0692;1.8263;1.7708;1.4472;1.3646
06-01-00 06:00;10.253;10.043;9.486;7.3971;6.5318;5.4023;5.1331;3.8976;2.8599;2.6268;2.5112;2.2875;2.2003;2.0712;1.8279;1.7724;1.4481;1.3653
06-01-00 07:00;10.261;10.051;9.4925;7.4019;6.5362;5.4059;5.1366;3.9007;2.8626;2.6294;2.5137;2.2896;2.2023;2.0731;1.8295;1.7739;1.449;1.3661
06-01-00 08:00;10.269;10.058;9.4995;7.4071;6.5411;5.4098;5.1402;3.9039;2.8653;2.6319;2.5161;2.2918;2.2043;2.075;1.8311;1.7753;1.4498;1.3668
06-01-00 09:00;10.277;10.066;9.507;7.4128;6.5464;5.4139;5.1441;3.9071;2.868;2.6344;2.5185;2.2939;2.2063;2.0769;1.8326;1.7768;1.4507;1.3675
06-01-00 10:00;10.286;10.075;9.5149;7.419;6.5522;5.4183;5.1481;3.9105;2.8708;2.637;2.5209;2.296;2.2084;2.0788;1.8342;1.7783;1.4516;1.3682
06-01-00 11:00;10.295;10.084;9.5232;7.4256;6.5584;5.4229;5.1525;3.914;2.8736;2.6396;2.5234;2.2981;2.2104;2.0807;1.8358;1.7798;1.4525;1.3689
06-01-00 12:00;10.304;10.093;9.5318;7.4327;6.565;5.4279;5.1571;3.9176;2.8765;2.6423;2.5259;2.3003;2.2124;2.0827;1.8374;1.7813;1.4533;1.3696
06-01-00 13:00;10.314;10.102;9.5407;7.4401;6.572;5.4332;5.162;3.9214;2.8795;2.645;2.5286;2.3026;2.2146;2.0847;1.839;1.7828;1.4542;1.3703
06-01-00 14:00;10.323;10.112;9.5499;7.4479;6.5794;5.4388;5.1671;3.9254;2.8826;2.6479;2.5313;2.3049;2.2167;2.0868;1.8406;1.7843;1.4551;1.371
06-01-00 15:00;10.333;10.122;9.5594;7.456;6.5872;5.4447;5.1725;3.9295;2.8859;2.6509;2.5341;2.3073;2.219;2.0889;1.8423;1.7859;1.456;1.3717
06-01-00 16:00;10.343;10.132;9.5691;7.4644;6.5952;5.4509;5.1782;3.9339;2.8892;2.654;2.537;2.3098;2.2213;2.0911;1.8441;1.7876;1.457;1.3725
06-01-00 17:00;10.354;10.142;9.579;7.4731;6.6036;5.4573;5.1842;3.9384;2.8928;2.6572;2.54;2.3124;2.2237;2.0934;1.8459;1.7893;1.458;1.3733
06-01-00 18:00;10.364;10.152;9.589;7.482;6.6123;5.464;5.1904;3.9432;2.8964;2.6606;2.5432;2.315;2.2263;2.0957;1.8478;1.791;1.459;1.3741
06-01-00 19:00;10.375;10.163;9.5993;7.4913;6.6213;5.471;5.1968;3.9481;2.9003;2.6641;2.5465;2.3179;2.2289;2.0982;1.8497;1.7929;1.46;1.3749
06-01-00 20:00;10.386;10.173;9.6097;7.5007;6.6303;5.4783;5.2035;3.9533;2.9043;2.6677;2.5499;2.3208;2.2316;2.1008;1.8518;1.7948;1.4611;1.3757
06-01-00 21:00;10.397;10.184;9.6202;7.5102;6.6394;5.4861;5.2108;3.9587;2.9084;2.6715;2.5535;2.3238;2.2345;2.1034;1.8539;1.7968;1.4622;1.3766
06-01-00 22:00;10.408;10.195;9.6308;7.5198;6.6484;5.4941;5.2183;3.9644;2.9128;2.6755;2.5572;2.327;2.2375;2.1062;1.8561;1.7989;1.4634;1.3776
06-01-00 23:00;10.419;10.206;9.6415;7.5294;6.6576;5.5022;5.2261;3.9704;2.9174;2.6797;2.5612;2.3303;2.2406;2.1092;1.8584;1.801;1.4646;1.3785
07-01-00 00:00;10.431;10.217;9.6523;7.5392;6.6668;5.5105;5.2341;3.9766;2.9222;2.6841;2.5653;2.3338;2.2438;2.1122;1.8609;1.8033;1.4659;1.3795
07-01-00 01:00;10.442;10.228;9.6631;7.549;6.6762;5.519;5.2423;3.983;2.9272;2.6886;2.5696;2.3375;2.2472;2.1154;1.8634;1.8057;1.4672;1.3806
07-01-00 02:00;10.454;10.24;9.6743;7.5589;6.6856;5.5276;5.2506;3.9897;2.9324;2.6934;2.574;2.3413;2.2508;2.1188;1.866;1.8082;1.4687;1.3817
07-01-00 03:00;10.468;10.253;9.6864;7.5689;6.6952;5.5364;5.2591;3.9965;2.9377;2.6983;2.5787;2.3452;2.2545;2.1222;1.8688;1.8108;1.4701;1.3828
07-01-00 04:00;10.483;10.266;9.6992;7.5793;6.705;5.5453;5.2677;4.0034;2.9433;2.7034;2.5835;2.3493;2.2583;2.1258;1.8717;1.8135;1.4717;1.384
07-01-00 05:00;10.498;10.281;9.7128;7.5899;6.715;5.5544;5.2765;4.0105;2.949;2.7087;2.5884;2.3535;2.2623;2.1296;1.8747;1.8163;1.4733;1.3853
07-01-00 06:00;10.514;10.296;9.7271;7.6011;6.7254;5.5637;5.2856;4.0178;2.9548;2.7141;2.5935;2.3579;2.2663;2.1334;1.8778;1.8192;1.475;1.3866
07-01-00 07:00;10.531;10.312;9.7419;7.6127;6.7362;5.5733;5.2949;4.0253;2.9608;2.7196;2.5988;2.3624;2.2705;2.1374;1.8809;1.8222;1.4767;1.3879
07-01-00 08:00;10.548;10.328;9.7573;7.6248;6.7474;5.5833;5.3044;4.0329;2.967;2.7253;2.6042;2.367;2.2749;2.1415;1.8842;1.8252;1.4785;1.3893
07-01-00 09:00;10.566;10.345;9.7731;7.6374;6.7591;5.5936;5.3144;4.0408;2.9733;2.7311;2.6097;2.3717;2.2793;2.1456;1.8876;1.8284;1.4804;1.3908
07-01-00 10:00;10.583;10.361;9.7893;7.6504;6.7712;5.6043;5.3246;4.0488;2.9798;2.7372;2.6154;2.3766;2.2838;2.1499;1.891;1.8317;1.4822;1.3922
07-01-00 11:00;10.602;10.379;9.8059;7.6638;6.7838;5.6153;5.3352;4.0572;2.9865;2.7434;2.6213;2.3816;2.2885;2.1544;1.8946;1.835;1.4842;1.3937
07-01-00 12:00;10.62;10.396;9.8228;7.6777;6.7967;5.6268;5.3462;4.0658;2.9934;2.7498;2.6273;2.3868;2.2933;2.1589;1.8982;1.8384;1.4862;1.3953
07-01-00 13:00;10.639;10.414;9.84;7.6919;6.8099;5.6385;5.3575;4.0746;3.0005;2.7564;2.6336;2.3921;2.2983;2.1636;1.902;1.8419;1.4882;1.3968
07-01-00 14:00;10.658;10.432;9.8573;7.7063;6.8234;5.6506;5.3691;4.0837;3.0079;2.7631;2.64;2.3976;2.3034;2.1684;1.9058;1.8455;1.4902;1.3984
07-01-00 15:00;10.677;10.45;9.8747;7.7208;6.8371;5.6629;5.3809;4.093;3.0154;2.7701;2.6466;2.4033;2.3086;2.1733;1.9097;1.8492;1.4923;1.3999
07-01-00 16:00;10.695;10.468;9.8922;7.7356;6.851;5.6755;5.393;4.1026;3.0231;2.7772;2.6533;2.409;2.314;2.1783;1.9137;1.8529;1.4944;1.4016
07-01-00 17:00;10.714;10.486;9.9099;7.7505;6.8651;5.6882;5.4053;4.1123;3.031;2.7846;2.6603;2.4149;2.3195;2.1835;1.9178;1.8567;1.4966;1.4032
07-01-00 18:00;10.733;10.504;9.9275;7.7655;6.8794;5.7012;5.4179;4.1223;3.0391;2.7921;2.6674;2.421;2.3251;2.1888;1.922;1.8607;1.4988;1.4049
07-01-00 19:00;10.752;10.522;9.9452;7.7807;6.8938;5.7143;5.4306;4.1324;3.0473;2.7997;2.6746;2.4272;2.3309;2.1942;1.9263;1.8647;1.5011;1.4066
07-01-00 20:00;10.771;10.54;9.9629;7.7959;6.9084;5.7277;5.4435;4.1428;3.0558;2.8076;2.6821;2.4335;2.3368;2.1998;1.9307;1.8688;1.5034;1.4084
07-01-00 21:00;10.79;10.558;9.9806;7.8113;6.9232;5.7411;5.4565;4.1533;3.0644;2.8156;2.6896;2.44;2.3428;2.2054;1.9353;1.8731;1.5058;1.4103
07-01-00 22:00;10.809;10.576;9.9983;7.8267;6.938;5.7548;5.4698;4.164;3.0732;2.8237;2.6974;2.4467;2.349;2.2113;1.9399;1.8774;1.5083;1.4121
07-01-00 23:00;10.828;10.594;10.016;7.8422;6.9529;5.7685;5.4831;4.1748;3.0821;2.832;2.7053;2.4534;2.3553;2.2172;1.9446;1.8818;1.5108;1.4141
08-01-00 00:00;10.847;10.612;10.034;7.8578;6.9679;5.7824;5.4966;4.1858;3.0912;2.8405;2.7133;2.4603;2.3618;2.2232;1.9494;1.8864;1.5134;1.416
08-01-00 01:00;10.866;10.63;10.051;7.8733;6.9829;5.7964;5.5102;4.1969;3.1004;2.8491;2.7215;2.4673;2.3683;2.2294;1.9544;1.891;1.516;1.418
08-01-00 02:00;10.884;10.648;10.068;7.8888;6.998;5.8104;5.5239;4.2082;3.1098;2.8579;2.7298;2.4745;2.375;2.2356;1.9594;1.8957;1.5187;1.4201
08-01-00 03:00;10.903;10.666;10.086;7.9044;7.013;5.8246;5.5377;4.2195;3.1193;2.8667;2.7382;2.4817;2.3817;2.242;1.9645;1.9005;1.5214;1.4222
08-01-00 04:00;10.922;10.684;10.103;7.9198;7.0281;5.8387;5.5515;4.231;3.1289;2.8757;2.7468;2.4891;2.3886;2.2485;1.9697;1.9053;1.5242;1.4243
08-01-00 05:00;10.941;10.701;10.121;7.9353;7.0431;5.8529;5.5654;4.2425;3.1386;2.8848;2.7554;2.4965;2.3956;2.255;1.9749;1.9103;1.527;1.4264
08-01-00 06:00;10.959;10.719;10.138;7.9508;7.0582;5.8671;5.5793;4.2541;3.1484;2.894;2.7642;2.504;2.4026;2.2617;1.9803;1.9153;1.5299;1.4286
08-01-00 07:00;10.978;10.737;10.155;7.9662;7.0733;5.8814;5.5932;4.2658;3.1583;2.9032;2.773;2.5116;2.4098;2.2684;1.9857;1.9204;1.5328;1.4309
08-01-00 08:00;10.997;10.755;10.173;7.9817;7.0884;5.8956;5.6072;4.2775;3.1682;2.9126;2.7819;2.5193;2.4169;2.2752;1.9912;1.9255;1.5358;1.4331
08-01-00 09:00;11.015;10.772;10.19;7.9971;7.1036;5.9099;5.6212;4.2893;3.1783;2.922;2.7909;2.5271;2.4242;2.282;1.9967;1.9307;1.5388;1.4354
08-01-00 10:00;11.034;10.789;10.207;8.0125;7.1187;5.9242;5.6352;4.3011;3.1883;2.9315;2.7999;2.5349;2.4315;2.289;2.0022;1.9359;1.5418;1.4377
08-01-00 11:00;11.053;10.806;10.224;8.0279;7.1338;5.9385;5.6492;4.3129;3.1985;2.941;2.8091;2.5428;2.4389;2.2959;2.0079;1.9412;1.5448;1.4401
08-01-00 12:00;11.073;10.823;10.24;8.0432;7.1488;5.9528;5.6632;4.3248;3.2087;2.9506;2.8182;2.5507;2.4463;2.3029;2.0135;1.9466;1.5479;1.4424
08-01-00 13:00;11.092;10.84;10.257;8.0584;7.1637;5.967;5.6772;4.3367;3.2189;2.9602;2.8274;2.5586;2.4538;2.31;2.0192;1.9519;1.551;1.4448
08-01-00 14:00;11.111;10.856;10.273;8.0735;7.1785;5.9812;5.6912;4.3486;3.2292;2.9699;2.8367;2.5666;2.4613;2.3171;2.025;1.9573;1.5541;1.4472
08-01-00 15:00;11.129;10.873;10.29;8.0886;7.1933;5.9954;5.7051;4.3605;3.2394;2.9796;2.846;2.5747;2.4688;2.3242;2.0308;1.9627;1.5573;1.4496
08-01-00 16:00;11.148;10.889;10.306;8.1035;7.2081;6.0095;5.719;4.3724;3.2497;2.9893;2.8553;2.5827;2.4764;2.3313;2.0366;1.9682;1.5605;1.452
08-01-00 17:00;11.166;10.905;10.322;8.1184;7.2227;6.0235;5.7328;4.3843;3.26;2.9991;2.8646;2.5908;2.4839;2.3385;2.0424;1.9737;1.5637;1.4544
08-01-00 18:00;11.185;10.921;10.338;8.1331;7.2373;6.0375;5.7466;4.3962;3.2703;3.0088;2.8739;2.5989;2.4915;2.3457;2.0482;1.9792;1.5669;1.4568
08-01-00 19:00;11.203;10.937;10.354;8.1479;7.2519;6.0514;5.7604;4.408;3.2806;3.0186;2.8832;2.607;2.4992;2.3529;2.0541;1.9847;1.5701;1.4593
08-01-00 20:00;11.221;10.953;10.369;8.1625;7.2664;6.0653;5.7741;4.4198;3.2909;3.0283;2.8926;2.6151;2.5068;2.3601;2.0599;1.9902;1.5733;1.4617
08-01-00 21:00;11.239;10.969;10.385;8.1771;7.2809;6.0792;5.7877;4.4316;3.3012;3.0381;2.9019;2.6232;2.5144;2.3674;2.0658;1.9957;1.5765;1.4642
08-01-00 22:00;11.257;10.985;10.401;8.1915;7.2953;6.093;5.8013;4.4433;3.3115;3.0478;2.9113;2.6313;2.5221;2.3746;2.0717;2.0013;1.5798;1.4667
08-01-00 23:00;11.275;11.001;10.416;8.2059;7.3097;6.1067;5.8148;4.455;3.3217;3.0575;2.9206;2.6395;2.5297;2.3818;2.0776;2.0068;1.583;1.4692
09-01-00 00:00;11.292;11.016;10.431;8.2202;7.3239;6.1204;5.8283;4.4667;3.332;3.0673;2.9299;2.6476;2.5373;2.3891;2.0835;2.0124;1.5863;1.4716
09-01-00 01:00;11.31;11.032;10.447;8.2343;7.3381;6.134;5.8418;4.4783;3.3422;3.077;2.9392;2.6557;2.545;2.3963;2.0894;2.0179;1.5895;1.4741
09-01-00 02:00;11.328;11.048;10.462;8.2485;7.3523;6.1475;5.8552;4.4899;3.3524;3.0867;2.9485;2.6638;2.5526;2.4035;2.0953;2.0235;1.5928;1.4766
09-01-00 03:00;11.346;11.064;10.477;8.2625;7.3663;6.161;5.8685;4.5015;3.3625;3.0963;2.9578;2.6718;2.5602;2.4107;2.1012;2.0291;1.5961;1.4791
09-01-00 04:00;11.364;11.081;10.493;8.2766;7.3804;6.1745;5.8818;4.513;3.3727;3.106;2.9671;2.6799;2.5678;2.4179;2.1071;2.0346;1.5993;1.4816
09-01-00 05:00;11.383;11.098;10.509;8.2907;7.3944;6.1879;5.895;4.5245;3.3828;3.1156;2.9763;2.688;2.5754;2.4251;2.113;2.0401;1.6026;1.484
09-01-00 06:00;11.402;11.116;10.526;8.3049;7.4085;6.2013;5.9082;4.5359;3.3929;3.1252;2.9855;2.696;2.583;2.4323;2.1189;2.0457;1.6059;1.4865
09-01-00 07:00;11.422;11.135;10.544;8.3194;7.4228;6.2147;5.9215;4.5474;3.4029;3.1348;2.9947;2.704;2.5906;2.4395;2.1247;2.0512;1.6091;1.489
