Time [yyyy-MM-dd HH:mm:ss];odd_018: Discharge at (Nederrijn2_A_ 251)_ Flow1D [m³/s];882.00_NR: Discharge at (Nederrijn2_B_B_A_ 400_203)_ Flow1D [m³/s];886.00_NR: Discharge at (Nederrijn2_B_B_B_A_ 3021_079)_ Flow1D [m³/s];903.00_NR: Discharge at (Nederrijn3_A_ 753)_ Flow1D [m³/s];909.00_NR: Discharge at (Nederrijn4_A_ 753_5)_ Flow1D [m³/s];917.00_NR: Discharge at (Nederrijn5_A_ 3265)_ Flow1D [m³/s];EckenWiel: Discharge at (Nederrijn5_B_A_ 619_737)_ Flow1D [m³/s];931.00_LE: Discharge at (Lek1_B_A_ 1424_909)_ Flow1D [m³/s];941.00_LE: Discharge at (Lek1_B_B_A_ 1439_286)_ Flow1D [m³/s];944.00_LE: Discharge at (Lek1_B_B_B_A_ 905_638)_ Flow1D [m³/s];946.00_LE: Discharge at (Lek1_B_B_B_B_ 812_87)_ Flow1D [m³/s];949.00_LE: Discharge at (Lek2_ 1756)_ Flow1D [m³/s];951.00_LE: Discharge at (Lek5_A_ 251)_ Flow1D [m³/s];50983ObsUS: Discharge at (Lek5_B_A_ 896_9385)_ Flow1D [m³/s];Q-HagestbeSchoonh: Discharge at (Lek5_B_B_A_ 5992_915)_ Flow1D [m³/s];961.00_LE: Discharge at (Lek5_B_B_B_ 969_246)_ Flow1D [m³/s];972.00_LE: Discharge at (Lek7_A_B_ 4966_327)_ Flow1D [m³/s];978.00_LE: Discharge at (Lek7_B_B_ 1443_65)_ Flow1D [m³/s]
14-01-00 16:00;3501.7;3500.6;3494.5;3470.9;3460.6;3453.3;3442;3377.1;3294.1;3276.8;3264.6;3246.3;3235.8;3196.9;3134.1;3123.2;3070.7;3051.7
14-01-00 17:00;3506.3;3505.4;3499.5;3476.8;3466.9;3459.9;3449.1;3387.2;3307.3;3290.4;3278.5;3260.4;3250.4;3214.3;3157.5;3147.1;3097.5;3079.3
14-01-00 18:00;3511.3;3510.4;3504.6;3482.5;3473;3466.2;3455.8;3396.4;3319.6;3303;3291.5;3273.8;3264.5;3231.4;3179.5;3169.7;3123;3105.6
14-01-00 19:00;3516.3;3515.4;3509.7;3488.1;3478.8;3472.3;3462.2;3404.8;3331.1;3315;3304.1;3286.9;3278.3;3248.4;3199.9;3190.6;3147.2;3130.6
14-01-00 20:00;3521.4;3520.6;3514.8;3493.6;3484.6;3478.2;3468.2;3412.4;3342.1;3326.6;3316.2;3299.8;3291.6;3264.6;3219;3210.3;3169.9;3154.2
14-01-00 21:00;3526.6;3525.7;3520;3499;3490.2;3483.9;3474.1;3419.5;3352.6;3337.7;3327.9;3312.2;3304.4;3279.8;3236.9;3228.7;3191.1;3176.3
14-01-00 22:00;3531.8;3530.9;3525.2;3504.5;3495.7;3489.5;3479.9;3426.3;3362.5;3348.2;3339;3323.9;3316.4;3294.2;3253.8;3246;3211.2;3197.2
14-01-00 23:00;3537;3536.1;3530.4;3509.8;3501.2;3495;3485.5;3432.9;3372;3358.3;3349.6;3335.1;3328;3307.8;3269.7;3262.4;3230;3216.7
15-01-00 00:00;3542.2;3541.3;3535.6;3515.2;3506.6;3500.5;3491;3439.2;3381.2;3368;3359.7;3345.9;3339.1;3320.8;3284.8;3277.9;3247.7;3235.1
15-01-00 01:00;3547.4;3546.5;3540.8;3520.5;3512;3505.9;3496.4;3445.4;3390;3377.4;3369.5;3356.3;3349.7;3333.1;3299.2;3292.7;3264.4;3252.5
15-01-00 02:00;3552.2;3551.4;3545.9;3525.8;3517.3;3511.2;3501.8;3451.6;3398.6;3386.4;3379;3366.4;3360.1;3345;3312.9;3306.7;3280.2;3268.9
15-01-00 03:00;3557;3556.2;3550.8;3531;3522.6;3516.6;3507.2;3457.7;3407;3395.3;3388.2;3376.1;3370.2;3356.2;3325.8;3320;3295.2;3284.4
15-01-00 04:00;3561.7;3560.9;3555.6;3536.2;3527.8;3521.8;3512.5;3463.7;3415.3;3404.1;3397.3;3385.7;3380;3367;3338.2;3332.6;3309.3;3299.1
15-01-00 05:00;3566;3565.3;3560.2;3541.2;3533;3527;3517.7;3469.7;3423.4;3412.6;3406.1;3395;3389.5;3377.5;3350;3344.7;3322.8;3313
15-01-00 06:00;3570.1;3569.4;3564.5;3546.2;3538.1;3532.1;3522.9;3475.7;3431.4;3421;3414.7;3404.1;3398.8;3387.6;3361.4;3356.3;3335.6;3326.2
15-01-00 07:00;3573.9;3573.2;3568.6;3550.9;3543;3537.1;3528;3481.6;3439.1;3429.2;3423.1;3412.9;3407.8;3397.3;3372.2;3367.4;3347.8;3338.9
15-01-00 08:00;3577.4;3576.8;3572.4;3555.5;3547.8;3542;3533;3487.5;3446.7;3437.1;3431.3;3421.4;3416.6;3406.7;3382.7;3378.1;3359.5;3350.9
15-01-00 09:00;3580.8;3580.2;3576.1;3559.9;3552.4;3546.8;3537.9;3493.3;3454.2;3444.9;3439.2;3429.7;3425;3415.8;3392.8;3388.3;3370.7;3362.4
15-01-00 10:00;3584;3583.4;3579.5;3564.1;3556.9;3551.4;3542.6;3498.9;3461.4;3452.5;3447;3437.8;3433.3;3424.6;3402.5;3398.2;3381.4;3373.4
15-01-00 11:00;3587.1;3586.5;3582.8;3568.2;3561.2;3555.7;3547.1;3504.5;3468.6;3460;3454.8;3446;3441.7;3433.4;3411.9;3407.8;3391.7;3384
15-01-00 12:00;3590;3589.5;3585.9;3572;3565.3;3559.9;3551.5;3510;3475.7;3467.4;3462.4;3453.9;3449.7;3442;3421.2;3417.2;3401.7;3394.1
15-01-00 13:00;3592.8;3592.3;3588.9;3575.7;3569.2;3564;3555.8;3515.4;3482.6;3474.6;3469.8;3461.6;3457.5;3450.1;3430;3426.2;3411.3;3403.9
15-01-00 14:00;3595.6;3595.1;3591.8;3579.3;3573;3567.9;3559.9;3520.7;3489.2;3481.5;3476.9;3468.9;3465;3458;3438.6;3434.9;3420.5;3413.3
15-01-00 15:00;3598.6;3598;3594.6;3582.7;3576.6;3571.6;3563.9;3525.8;3495.7;3488.2;3483.7;3476.1;3472.3;3465.5;3446.8;3443.2;3429.4;3422.4
15-01-00 16:00;3607.1;3606.1;3600.4;3586;3580.1;3575.3;3567.7;3530.8;3502;3494.8;3490.4;3483.1;3479.4;3473;3455.3;3452;3438.4;3431.4
15-01-00 17:00;3614;3613.1;3607.1;3590.2;3583.7;3578.8;3571.4;3535.6;3508.1;3501.2;3497.1;3490.1;3486.5;3480.4;3463.4;3460.2;3447.3;3440.4
15-01-00 18:00;3620.3;3619.4;3613.4;3595;3587.9;3582.7;3575.3;3540.3;3514.1;3507.5;3503.5;3496.8;3493.4;3487.5;3471.2;3468.2;3456.1;3449.6
15-01-00 19:00;3626.3;3625.4;3619.4;3600.1;3592.5;3587;3579.6;3545;3519.9;3513.5;3509.7;3503.2;3500;3494.4;3478.8;3475.9;3464.6;3458.4
15-01-00 20:00;3632.1;3631.2;3625.2;3605.3;3597.4;3591.7;3584.3;3549.9;3525.6;3519.5;3515.8;3509.6;3506.5;3501.1;3486.2;3483.4;3472.7;3466.8
15-01-00 21:00;3637.6;3636.8;3630.9;3610.6;3602.5;3596.6;3589.2;3554.8;3531.3;3525.3;3521.8;3515.8;3512.8;3507.6;3493.3;3490.6;3480.5;3474.8
15-01-00 22:00;3643.1;3642.2;3636.4;3615.9;3607.6;3601.6;3594.1;3559.9;3537;3531.2;3527.7;3521.9;3519;3514;3500.2;3497.6;3488;3482.5
15-01-00 23:00;3648.4;3647.6;3641.8;3621.2;3612.8;3606.7;3599.2;3565.1;3542.7;3537;3533.7;3528;3525.2;3520.3;3506.9;3504.4;3495.3;3490
16-01-00 00:00;3653.6;3652.8;3647.1;3626.5;3618;3611.9;3604.4;3570.4;3548.4;3542.9;3539.6;3534;3531.3;3526.6;3513.5;3511.1;3502.3;3497.1
16-01-00 01:00;3658.5;3657.7;3652.2;3631.8;3623.3;3617.1;3609.6;3575.7;3554.2;3548.7;3545.5;3540;3537.4;3532.7;3520;3517.6;3509.2;3504.1
16-01-00 02:00;3661.8;3661.2;3656.5;3637;3628.5;3622.3;3614.8;3581;3559.9;3554.6;3551.4;3546;3543.4;3538.9;3526.4;3524.1;3515.9;3510.9
16-01-00 03:00;3664;3663.6;3659.7;3641.9;3633.6;3627.4;3620;3586.4;3565.7;3560.4;3557.2;3552;3549.4;3544.9;3532.7;3530.4;3522.4;3517.5
16-01-00 04:00;3665.5;3665.1;3661.9;3646.2;3638.4;3632.4;3625.1;3591.8;3571.4;3566.2;3563.1;3557.9;3555.4;3551;3538.9;3536.7;3528.9;3524
16-01-00 05:00;3666.3;3666;3663.5;3650.1;3642.9;3637.1;3630;3597.2;3577.1;3572;3568.9;3563.8;3561.3;3556.9;3545.1;3542.8;3535.2;3530.4
16-01-00 06:00;3666.7;3666.5;3664.6;3653.3;3646.8;3641.3;3634.5;3602.4;3582.8;3577.7;3574.7;3569.6;3567.1;3562.9;3551.1;3549;3541.5;3536.8
16-01-00 07:00;3666.7;3666.5;3665.2;3656.1;3650.3;3645.1;3638.6;3607.5;3588.3;3583.3;3580.3;3575.4;3572.9;3568.7;3557.2;3555;3547.7;3543
16-01-00 08:00;3666.4;3666.3;3665.4;3658.4;3653.2;3648.5;3642.2;3612.3;3593.7;3588.8;3585.9;3581;3578.6;3574.4;3563.1;3560.9;3553.8;3549.1
16-01-00 09:00;3665.9;3665.8;3665.3;3660.2;3655.7;3651.3;3645.5;3616.9;3598.9;3594.1;3591.2;3586.5;3584.1;3580;3568.9;3566.8;3559.8;3555.2
16-01-00 10:00;3665.1;3665.1;3665;3661.6;3657.8;3653.8;3648.3;3621.1;3603.8;3599.2;3596.4;3591.7;3589.4;3585.5;3574.5;3572.5;3565.7;3561.1
16-01-00 11:00;3664.2;3664.2;3664.4;3662.7;3659.4;3655.8;3650.7;3625.1;3608.5;3604;3601.3;3596.8;3594.6;3590.7;3580.1;3578.1;3571.4;3567
16-01-00 12:00;3663.1;3663.2;3663.7;3663.4;3660.7;3657.4;3652.7;3628.7;3612.9;3608.6;3606;3601.6;3599.5;3595.7;3585.4;3583.5;3577.1;3572.7
16-01-00 13:00;3661.9;3662;3662.8;3663.9;3661.6;3658.7;3654.4;3631.9;3617;3612.9;3610.4;3606.2;3604.1;3600.5;3590.5;3588.6;3582.5;3578.2
16-01-00 14:00;3660.6;3660.7;3661.7;3664.1;3662.3;3659.7;3655.7;3634.9;3620.8;3616.9;3614.5;3610.5;3608.5;3605;3595.4;3593.6;3587.8;3583.6
16-01-00 15:00;3659.2;3659.3;3660.5;3664;3662.7;3660.4;3656.8;3637.5;3624.4;3620.6;3618.3;3614.5;3612.6;3609.3;3600.1;3598.4;3592.9;3588.8
16-01-00 16:00;3657.6;3657.8;3659.2;3663.7;3662.8;3660.8;3657.6;3639.9;3627.6;3624;3621.9;3618.2;3616.4;3613.3;3604.5;3602.9;3597.8;3593.9
16-01-00 17:00;3656;3656.2;3657.8;3663.3;3662.7;3661;3658.1;3642;3630.5;3627.2;3625.2;3621.7;3620;3617;3608.7;3607.1;3602.4;3598.6
16-01-00 18:00;3654.3;3654.5;3656.2;3662.6;3662.4;3661;3658.4;3643.7;3633.2;3630.1;3628.1;3624.9;3623.3;3620.5;3612.6;3611.1;3606.8;3603.2
16-01-00 19:00;3652.5;3652.8;3654.6;3661.8;3661.9;3660.8;3658.4;3645.3;3635.6;3632.6;3630.9;3627.8;3626.3;3623.7;3616.3;3614.8;3610.9;3607.5
16-01-00 20:00;3650.7;3650.9;3653;3660.9;3661.2;3660.4;3658.3;3646.6;3637.7;3635;3633.3;3630.5;3629.1;3626.6;3619.7;3618.3;3614.8;3611.6
16-01-00 21:00;3648.8;3649.1;3651.2;3659.8;3660.4;3659.8;3658;3647.7;3639.6;3637.1;3635.5;3632.9;3631.6;3629.3;3622.8;3621.6;3618.4;3615.4
16-01-00 22:00;3646.9;3647.1;3649.4;3658.6;3659.5;3659.1;3657.6;3648.5;3641.2;3638.9;3637.5;3635.1;3633.9;3631.7;3625.7;3624.6;3621.9;3619
16-01-00 23:00;3644.9;3645.1;3647.5;3657.3;3658.4;3658.2;3657;3649.2;3642.6;3640.5;3639.2;3637;3635.9;3633.9;3628.4;3627.3;3625;3622.4
17-01-00 00:00;3642.8;3643.1;3645.6;3655.9;3657.2;3657.2;3656.2;3649.6;3643.8;3641.9;3640.7;3638.7;3637.7;3635.9;3630.8;3629.8;3627.9;3625.5
17-01-00 01:00;3640.5;3640.8;3643.5;3654.4;3655.9;3656.1;3655.3;3649.9;3644.7;3643.1;3642;3640.2;3639.3;3637.6;3633;3632.1;3630.6;3628.3
17-01-00 02:00;3636.6;3637.1;3640.6;3652.8;3654.5;3654.9;3654.3;3650;3645.5;3644;3643.1;3641.5;3640.6;3639.1;3635;3634.2;3633;3630.9
17-01-00 03:00;3631.6;3632.2;3636.6;3650.9;3653;3653.6;3653.2;3649.9;3646.1;3644.8;3644;3642.5;3641.8;3640.4;3636.7;3636;3635.2;3633.3
17-01-00 04:00;3625.8;3626.5;3631.7;3648.4;3651.1;3652;3651.9;3649.7;3646.5;3645.4;3644.7;3643.4;3642.7;3641.6;3638.2;3637.6;3637.2;3635.5
17-01-00 05:00;3619.4;3620.2;3626.1;3645.3;3648.7;3650;3650.2;3649.3;3646.8;3645.8;3645.2;3644.1;3643.5;3642.5;3639.5;3639;3638.9;3637.4
17-01-00 06:00;3612.5;3613.4;3619.9;3641.6;3645.8;3647.6;3648.1;3648.6;3646.8;3646;3645.5;3644.6;3644.1;3643.2;3640.6;3640.2;3640.5;3639.1
17-01-00 07:00;3605.2;3606.2;3613.3;3637.4;3642.3;3644.7;3645.5;3647.7;3646.6;3646;3645.6;3644.8;3644.4;3643.7;3641.5;3641.1;3641.8;3640.6
17-01-00 08:00;3600.7;3601.3;3607.3;3632.7;3638.4;3641.3;3642.5;3646.4;3646.1;3645.7;3645.4;3644.8;3644.5;3643.9;3642.2;3641.9;3642.9;3641.9
17-01-00 09:00;3598.3;3598.8;3603.8;3627.9;3634;3637.3;3639;3644.7;3645.3;3645.1;3644.9;3644.6;3644.4;3644;3642.7;3642.4;3643.8;3643
17-01-00 10:00;3595.3;3595.8;3600.6;3623.7;3629.7;3633.2;3635.2;3642.7;3644.2;3644.2;3644.2;3644;3643.9;3643.7;3642.9;3642.7;3644.5;3643.8
17-01-00 11:00;3592.4;3592.9;3597.5;3619.8;3625.7;3629.2;3631.4;3640.4;3642.7;3643;3643.1;3643.2;3643.2;3643.1;3642.8;3642.7;3644.9;3644.4
17-01-00 12:00;3589.7;3590.2;3594.6;3616.2;3621.8;3625.3;3627.8;3637.9;3641;3641.5;3641.7;3642;3642.1;3642.3;3642.4;3642.4;3645;3644.8
17-01-00 13:00;3586.8;3587.3;3591.7;3612.7;3618.1;3621.6;3624.2;3635.2;3639.1;3639.8;3640.1;3640.6;3640.8;3641.1;3641.8;3641.9;3644.9;3644.9
17-01-00 14:00;3583.7;3584.2;3588.7;3609.4;3614.6;3618.1;3620.8;3632.5;3637;3637.9;3638.3;3639;3639.3;3639.8;3640.9;3641.1;3644.5;3644.7
17-01-00 15:00;3580.5;3581.1;3585.5;3606.1;3611.3;3614.7;3617.5;3629.8;3634.8;3635.8;3636.4;3637.3;3637.7;3638.3;3639.8;3640.1;3643.9;3644.3
17-01-00 16:00;3577.2;3577.7;3582.3;3602.8;3608;3611.4;3614.3;3627.1;3632.5;3633.7;3634.3;3635.4;3635.8;3636.6;3638.5;3638.9;3643.1;3643.7
17-01-00 17:00;3573.7;3574.3;3578.9;3599.6;3604.7;3608.1;3611.1;3624.3;3630.1;3631.4;3632.2;3633.4;3633.9;3634.8;3637.1;3637.5;3642;3642.8
17-01-00 18:00;3570.1;3570.7;3575.4;3596.2;3601.4;3604.9;3608;3621.6;3627.7;3629.2;3630;3631.3;3631.9;3632.9;3635.5;3636;3640.8;3641.7
17-01-00 19:00;3566.4;3567;3571.8;3592.9;3598.1;3601.6;3604.8;3618.8;3625.3;3626.8;3627.7;3629.1;3629.8;3630.9;3633.8;3634.3;3639.4;3640.5
17-01-00 20:00;3562.6;3563.2;3568.1;3589.5;3594.7;3598.3;3601.6;3616;3622.8;3624.4;3625.4;3626.9;3627.6;3628.8;3631.9;3632.5;3637.8;3639
17-01-00 21:00;3558.7;3559.3;3564.3;3585.9;3591.3;3594.9;3598.3;3613.2;3620.3;3622;3623;3624.6;3625.3;3626.6;3630;3630.6;3636.2;3637.5
17-01-00 22:00;3554.6;3555.3;3560.4;3582.4;3587.8;3591.5;3595;3610.3;3617.7;3619.4;3620.5;3622.2;3623;3624.3;3627.9;3628.6;3634.4;3635.8
17-01-00 23:00;3550.6;3551.2;3556.4;3578.7;3584.2;3588;3591.6;3607.4;3615;3616.9;3618;3619.7;3620.6;3622;3625.8;3626.5;3632.4;3633.9
18-01-00 00:00;3546.4;3547;3552.3;3575;3580.6;3584.5;3588.2;3604.4;3612.3;3614.2;3615.4;3617.2;3618.1;3619.6;3623.6;3624.3;3630.4;3632
18-01-00 01:00;3542.2;3542.8;3548.2;3571.2;3576.9;3580.9;3584.7;3601.3;3609.5;3611.5;3612.7;3614.6;3615.5;3617.1;3621.2;3622;3628.3;3630
18-01-00 02:00;3537.6;3538.3;3543.9;3567.3;3573.2;3577.2;3581.1;3598.2;3606.6;3608.7;3609.9;3611.9;3612.9;3614.5;3618.8;3619.6;3626.1;3627.8
18-01-00 03:00;3532.7;3533.4;3539.2;3563.4;3569.4;3573.5;3577.5;3595;3603.7;3605.9;3607.1;3609.2;3610.2;3611.8;3616.4;3617.2;3623.8;3625.6
18-01-00 04:00;3527.4;3528.2;3534.3;3559.2;3565.4;3569.6;3573.8;3591.7;3600.7;3602.9;3604.3;3606.4;3607.4;3609.1;3613.8;3614.7;3621.4;3623.3
18-01-00 05:00;3521.9;3522.7;3529.1;3554.9;3561.3;3565.7;3570;3588.4;3597.7;3600;3601.3;3603.5;3604.5;3606.3;3611.2;3612;3618.9;3620.9
18-01-00 06:00;3516.2;3517.1;3523.7;3550.4;3557;3561.5;3566;3584.9;3594.5;3596.9;3598.3;3600.5;3601.6;3603.5;3608.4;3609.4;3616.4;3618.4
18-01-00 07:00;3510.5;3511.4;3518.2;3545.6;3552.6;3557.2;3561.9;3581.4;3591.3;3593.7;3595.1;3597.5;3598.6;3600.5;3605.6;3606.6;3613.7;3615.8
18-01-00 08:00;3504.8;3505.7;3512.6;3540.7;3548;3552.8;3557.6;3577.7;3588;3590.5;3591.9;3594.3;3595.5;3597.4;3602.7;3603.7;3611;3613.2
18-01-00 09:00;3499.3;3500.2;3507.1;3535.7;3543.2;3548.1;3553.1;3573.9;3584.5;3587.1;3588.6;3591.1;3592.3;3594.3;3599.8;3600.8;3608.2;3610.4
18-01-00 10:00;3494;3494.9;3501.7;3530.6;3538.2;3543.3;3548.5;3570;3581;3583.6;3585.2;3587.8;3589;3591.1;3596.7;3597.7;3605.3;3607.6
18-01-00 11:00;3489.1;3489.9;3496.6;3525.5;3533.2;3538.4;3543.8;3566;3577.3;3580.1;3581.7;3584.3;3585.6;3587.7;3593.5;3594.6;3602.3;3604.7
18-01-00 12:00;3484.7;3485.4;3491.7;3520.5;3528.2;3533.5;3539;3561.8;3573.5;3576.4;3578;3580.7;3582;3584.3;3590.3;3591.4;3599.3;3601.7
18-01-00 13:00;3479.7;3480.6;3487.1;3515.5;3523.2;3528.5;3534.1;3557.5;3569.6;3572.6;3574.3;3577.1;3578.4;3580.7;3586.9;3588;3596.1;3598.6
18-01-00 14:00;3474.7;3475.5;3482.1;3510.6;3518.3;3523.6;3529.3;3553.2;3565.6;3568.7;3570.4;3573.3;3574.7;3577;3583.4;3584.6;3592.8;3595.3
18-01-00 15:00;3470.1;3470.9;3477.3;3505.7;3513.4;3518.7;3524.5;3548.7;3561.6;3564.7;3566.5;3569.4;3570.8;3573.3;3579.8;3581;3589.4;3592
18-01-00 16:00;3465.8;3466.5;3472.7;3500.8;3508.5;3513.8;3519.7;3544.3;3557.4;3560.6;3562.4;3565.5;3566.9;3569.4;3576.2;3577.4;3585.9;3588.6
18-01-00 17:00;3461.5;3462.3;3468.4;3496.1;3503.6;3508.9;3514.9;3539.8;3553.2;3556.4;3558.3;3561.4;3562.9;3565.5;3572.4;3573.7;3582.4;3585.1
18-01-00 18:00;3457;3457.8;3463.9;3491.4;3498.9;3504.1;3510.1;3535.3;3548.9;3552.2;3554.2;3557.3;3558.9;3561.5;3568.6;3569.9;3578.7;3581.5
18-01-00 19:00;3451.6;3452.6;3459.3;3486.8;3494.2;3499.4;3505.4;3530.7;3544.6;3548;3550;3553.2;3554.8;3557.4;3564.6;3566;3575;3577.8
18-01-00 20:00;3442.2;3443.5;3452.1;3482.1;3489.5;3494.7;3500.8;3526.2;3540.3;3543.7;3545.7;3549;3550.6;3553.3;3560.7;3562;3571.1;3574.1
18-01-00 21:00;3431.1;3432.6;3442.7;3476.6;3484.6;3489.9;3496.1;3521.6;3536;3539.4;3541.4;3544.8;3546.4;3549.2;3556.6;3558;3567.3;3570.2
18-01-00 22:00;3419.2;3420.8;3432.1;3470;3479.1;3484.8;3491.2;3517.1;3531.6;3535.1;3537.1;3540.5;3542.2;3545;3552.6;3554;3563.3;3566.3
18-01-00 23:00;3406.8;3408.6;3420.8;3462.5;3472.7;3479;3485.7;3512.4;3527.2;3530.7;3532.8;3536.2;3537.9;3540.7;3548.4;3549.9;3559.3;3562.4
19-01-00 00:00;3394.3;3396.1;3409;3454.1;3465.4;3472.3;3479.5;3507.4;3522.7;3526.3;3528.4;3531.9;3533.6;3536.4;3544.3;3545.7;3555.2;3558.3
19-01-00 01:00;3381.5;3383.4;3396.9;3445;3457.4;3464.9;3472.6;3502.1;3518;3521.7;3523.9;3527.4;3529.1;3532.1;3540;3541.5;3551.1;3554.2
19-01-00 02:00;3368.6;3370.6;3384.5;3435.3;3448.7;3456.8;3465;3496.3;3513;3516.8;3519.1;3522.7;3524.5;3527.5;3535.7;3537.2;3546.9;3550.1
19-01-00 03:00;3350.9;3353.5;3370.2;3425.1;3439.4;3448;3456.8;3490.1;3507.7;3511.7;3514;3517.8;3519.7;3522.8;3531.2;3532.7;3542.6;3545.9
19-01-00 04:00;3333.4;3335.9;3353.5;3413.7;3428.9;3438.1;3447.8;3483.3;3502.1;3506.2;3508.7;3512.6;3514.5;3517.8;3526.5;3528.1;3538.2;3541.5
19-01-00 05:00;3316.8;3319.4;3337.3;3400.8;3417.2;3427;3437.5;3475.9;3496;3500.4;3503;3507.1;3509.1;3512.5;3521.5;3523.2;3533.6;3537.1
19-01-00 06:00;3300.6;3303.2;3321.2;3387.1;3404.6;3415.1;3426.5;3467.8;3489.4;3494.1;3496.8;3501.2;3503.3;3506.9;3516.4;3518.1;3528.9;3532.4
19-01-00 07:00;3284.7;3287.3;3305.4;3373.1;3391.5;3402.5;3414.9;3459.1;3482.3;3487.3;3490.2;3494.9;3497.1;3500.8;3510.9;3512.7;3523.9;3527.6
19-01-00 08:00;3269.1;3271.7;3289.9;3358.8;3377.8;3389.4;3402.5;3449.7;3474.6;3480;3483.1;3488;3490.4;3494.4;3505;3506.9;3518.6;3522.5
19-01-00 09:00;3253.9;3256.4;3274.5;3344.4;3363.9;3375.8;3389.7;3439.6;3466.4;3472.1;3475.4;3480.7;3483.2;3487.4;3498.8;3500.8;3513;3517.1
19-01-00 10:00;3238.9;3241.4;3259.4;3329.8;3349.7;3361.9;3376.4;3428.9;3457.6;3463.7;3467.2;3472.8;3475.5;3480;3492.1;3494.3;3507.1;3511.4
19-01-00 11:00;3224.1;3226.6;3244.5;3315.2;3335.3;3347.8;3363;3417.7;3448.3;3454.7;3458.5;3464.5;3467.3;3472.1;3485;3487.3;3500.7;3505.3
19-01-00 12:00;3209.3;3211.9;3229.7;3300.6;3320.9;3333.6;3349.3;3406.1;3438.5;3445.3;3449.3;3455.6;3458.7;3463.8;3477.4;3479.9;3494;3498.8
19-01-00 13:00;3194.5;3197.1;3214.9;3286;3306.5;3319.3;3335.4;3394;3428.3;3435.5;3439.7;3446.4;3449.6;3455;3469.4;3472.1;3486.9;3491.9
19-01-00 14:00;3179.5;3182.1;3200;3271.4;3292;3305;3321.4;3381.6;3417.7;3425.3;3429.8;3436.9;3440.3;3445.9;3461.1;3463.8;3479.3;3484.7
19-01-00 15:00;3165.2;3167.7;3185.2;3256.8;3277.5;3290.5;3307.3;3369;3406.9;3415;3419.7;3427.3;3430.8;3436.7;3452.5;3455.4;3471.4;3477
19-01-00 16:00;3151.7;3154.1;3171.2;3242.1;3262.9;3276.1;3293.1;3356;3395.7;3404.2;3409.1;3417.1;3420.8;3426.9;3443.5;3446.5;3463.2;3469
19-01-00 17:00;3138.3;3140.7;3157.5;3227.7;3248.4;3261.5;3278.8;3342.8;3384.2;3393;3398.1;3406.5;3410.3;3416.8;3434.1;3437.3;3454.6;3460.6
19-01-00 18:00;3124.9;3127.2;3143.9;3213.5;3234.1;3247.1;3264.5;3329.4;3372.3;3381.5;3386.9;3395.6;3399.7;3406.5;3424.9;3428.3;3446;3452
19-01-00 19:00;3111.5;3113.8;3130.3;3199.4;3219.9;3232.8;3250.3;3315.8;3360.3;3369.9;3375.5;3384.6;3388.8;3396;3415.3;3418.9;3437.2;3443.3
19-01-00 20:00;3098;3100.4;3116.8;3185.5;3205.8;3218.7;3236.2;3302.1;3348.1;3358;3363.9;3373.3;3377.7;3385.2;3405.3;3409.1;3428.2;3434.7
19-01-00 21:00;3084.5;3086.9;3103.2;3171.6;3191.8;3204.6;3222.1;3288.2;3335.7;3345.9;3351.9;3361.7;3366.3;3374.1;3395.1;3399;3418.9;3425.8
19-01-00 22:00;3071.1;3073.4;3089.7;3157.8;3177.9;3190.6;3208;3274.1;3323;3333.5;3339.7;3349.8;3354.6;3362.7;3384.5;3388.6;3409.4;3416.6
19-01-00 23:00;3057.7;3060;3076.2;3144;3164.1;3176.7;3194;3259.9;3310.1;3320.9;3327.3;3337.7;3342.6;3351;3373.7;3377.9;3399.4;3406.9
20-01-00 00:00;3044.2;3046.5;3062.7;3130.3;3150.4;3162.9;3180.1;3245.6;3297;3308.1;3314.7;3325.4;3330.4;3339.1;3362.5;3366.9;3389.1;3396.9
20-01-00 01:00;3030.9;3033.2;3049.2;3116.6;3136.7;3149.1;3166.1;3231.3;3283.8;3295.2;3301.9;3312.8;3317.9;3326.9;3351.1;3355.6;3378.5;3386.4
20-01-00 02:00;3018;3020.3;3036;3102.9;3123;3135.3;3152.1;3216.8;3270.5;3282.1;3288.9;3300.1;3305.3;3314.6;3339.4;3344;3367.5;3375.7
20-01-00 03:00;3005.4;3007.6;3023;3089.4;3109.3;3121.6;3138.2;3202.3;3256.9;3268.8;3275.8;3287.2;3292.5;3302;3327.4;3332.2;3356.3;3364.6
20-01-00 04:00;2993.2;2995.3;3010.3;3075.9;3095.7;3107.9;3124.3;3187.6;3243.2;3255.3;3262.4;3274;3279.4;3289.2;3315.2;3320.1;3344.6;3353
20-01-00 05:00;2981.5;2983.6;2998.2;3062.6;3082.3;3094.3;3110.4;3172.9;3229.3;3241.6;3248.9;3260.7;3266.2;3276.2;3302.8;3307.7;3332.7;3341.2
20-01-00 06:00;2969.7;2971.8;2986.2;3049.6;3069;3080.8;3096.6;3158.2;3215.2;3227.7;3235.1;3247.1;3252.7;3263;3290;3295.1;3320.5;3329.2
20-01-00 07:00;2957.8;2959.9;2974.1;3036.8;3055.9;3067.6;3083.1;3143.7;3201.1;3213.7;3221.2;3233.4;3239.1;3249.5;3277.1;3282.2;3308.1;3316.9
20-01-00 08:00;2945.9;2947.9;2962;3024;3043;3054.5;3069.7;3129.2;3186.9;3199.6;3207.2;3219.5;3225.2;3235.9;3263.9;3269.2;3295.5;3304.3
