Time [yyyy-MM-dd HH:mm:ss];odd_018: Discharge at (Nederrijn2_A_ 251)_ Flow1D [m³/s];882.00_NR: Discharge at (Nederrijn2_B_B_A_ 400_203)_ Flow1D [m³/s];886.00_NR: Discharge at (Nederrijn2_B_B_B_A_ 3021_079)_ Flow1D [m³/s];903.00_NR: Discharge at (Nederrijn3_A_ 753)_ Flow1D [m³/s];909.00_NR: Discharge at (Nederrijn4_A_ 753_5)_ Flow1D [m³/s];917.00_NR: Discharge at (Nederrijn5_A_ 3265)_ Flow1D [m³/s];EckenWiel: Discharge at (Nederrijn5_B_A_ 619_737)_ Flow1D [m³/s];931.00_LE: Discharge at (Lek1_B_A_ 1424_909)_ Flow1D [m³/s];941.00_LE: Discharge at (Lek1_B_B_A_ 1439_286)_ Flow1D [m³/s];944.00_LE: Discharge at (Lek1_B_B_B_A_ 905_638)_ Flow1D [m³/s];946.00_LE: Discharge at (Lek1_B_B_B_B_ 812_87)_ Flow1D [m³/s];949.00_LE: Discharge at (Lek2_ 1756)_ Flow1D [m³/s];951.00_LE: Discharge at (Lek5_A_ 251)_ Flow1D [m³/s];50983ObsUS: Discharge at (Lek5_B_A_ 896_9385)_ Flow1D [m³/s];Q-HagestbeSchoonh: Discharge at (Lek5_B_B_A_ 5992_915)_ Flow1D [m³/s];961.00_LE: Discharge at (Lek5_B_B_B_ 969_246)_ Flow1D [m³/s];972.00_LE: Discharge at (Lek7_A_B_ 4966_327)_ Flow1D [m³/s];978.00_LE: Discharge at (Lek7_B_B_ 1443_65)_ Flow1D [m³/s]
26-01-00 01:00;1121.9;1124.3;1147.7;1248.3;1290.1;1324.9;1328.1;1400.7;1439.5;1456.5;1463.5;1475.3;1479.9;1485.9;1504.1;1507;1524.3;1528.7
26-01-00 02:00;1116.5;1118.9;1142.2;1241.5;1282.5;1316.9;1320.1;1392.2;1431.1;1448.4;1455.4;1467.4;1472;1478.1;1496.4;1499.4;1516.8;1521.3
26-01-00 03:00;1111.2;1113.6;1136.8;1234.8;1274.9;1308.9;1312.2;1383.7;1422.6;1440.1;1447.3;1459.5;1464.1;1470.2;1488.7;1491.6;1509.3;1513.8
26-01-00 04:00;1106;1108.4;1131.4;1228;1267.4;1301;1304.3;1375.2;1414.1;1431.8;1439;1451.4;1456.2;1462.2;1480.8;1483.8;1501.6;1506.1
26-01-00 05:00;1101;1103.4;1126.1;1221.3;1259.9;1293.3;1296.5;1366.6;1405.6;1423.5;1430.8;1443.3;1448.1;1454.2;1472.8;1475.8;1493.8;1498.4
26-01-00 06:00;1096.2;1098.6;1120.9;1214.7;1252.6;1285.6;1288.8;1358;1397;1415;1422.4;1435.2;1440;1446;1464.8;1467.8;1485.9;1490.5
26-01-00 07:00;1091.5;1093.9;1115.8;1208.2;1245.4;1277.9;1281.1;1349.4;1388.4;1406.5;1413.9;1426.9;1431.7;1437.8;1456.6;1459.6;1477.9;1482.6
26-01-00 08:00;1087;1089.4;1110.9;1201.9;1238.3;1270.5;1273.6;1340.9;1379.8;1398;1405.5;1418.6;1423.4;1429.5;1448.3;1451.4;1469.7;1474.5
26-01-00 09:00;1082.7;1085;1106;1195.7;1231.4;1263.1;1266.2;1332.4;1371.1;1389.4;1396.9;1410.2;1415.1;1421.1;1439.9;1443;1461.5;1466.3
26-01-00 10:00;1078.5;1080.8;1101.2;1189.6;1224.6;1255.9;1258.9;1324;1362.5;1380.9;1388.4;1401.8;1406.7;1412.7;1431.5;1434.6;1453.1;1458
26-01-00 11:00;1074.5;1076.8;1096.7;1183.7;1218;1248.7;1251.7;1315.6;1353.9;1372.3;1379.9;1393.4;1398.2;1404.2;1423;1426;1444.7;1449.5
26-01-00 12:00;1070.7;1072.9;1092.3;1177.9;1211.5;1241.8;1244.7;1307.2;1345.3;1363.7;1371.3;1384.8;1389.7;1395.7;1414.4;1417.4;1436.1;1441
26-01-00 13:00;1066.8;1069;1088.1;1172.3;1205.2;1234.9;1237.8;1298.8;1336.7;1355;1362.6;1376.2;1381.1;1387.1;1405.7;1408.7;1427.5;1432.5
26-01-00 14:00;1062.9;1065.2;1083.9;1166.8;1199;1228.1;1230.9;1290.5;1328;1346.3;1353.9;1367.6;1372.5;1378.4;1396.9;1400;1418.8;1423.8
26-01-00 15:00;1059.2;1061.5;1079.8;1161.5;1193;1221.4;1224.2;1282.3;1319.4;1337.5;1345.1;1358.8;1363.7;1369.7;1388.1;1391.2;1410;1415
26-01-00 16:00;1055.6;1057.9;1075.8;1156.3;1187.1;1214.9;1217.6;1274.2;1310.8;1328.8;1336.3;1350.1;1355;1360.9;1379.2;1382.2;1401.2;1406.2
26-01-00 17:00;1052;1054.3;1071.9;1151.3;1181.4;1208.5;1211.1;1266.3;1302.2;1319.9;1327.5;1341.3;1346.2;1352.1;1370.2;1373.3;1392.2;1397.3
26-01-00 18:00;1048.6;1050.9;1068.1;1146.2;1175.8;1202.2;1204.7;1258.6;1293.7;1311.2;1318.7;1332.5;1337.4;1343.2;1361.2;1364.2;1383.2;1388.3
26-01-00 19:00;1045.2;1047.5;1064.2;1141.2;1170.2;1195.9;1198.3;1251;1285.3;1302.5;1310;1323.7;1328.5;1334.4;1352.2;1355.2;1374.1;1379.2
26-01-00 20:00;1041.9;1044.2;1060.4;1136.2;1164.7;1189.8;1192.1;1243.6;1277.1;1293.8;1301.3;1314.9;1319.7;1325.6;1343.1;1346;1365;1370.1
26-01-00 21:00;1038.6;1040.9;1056.7;1131.2;1159.1;1183.7;1185.9;1236.2;1268.9;1285.2;1292.6;1306.2;1311;1316.7;1334;1336.9;1355.8;1360.9
26-01-00 22:00;1035.3;1037.6;1052.9;1126.3;1153.6;1177.6;1179.7;1229;1260.8;1276.7;1284.1;1297.5;1302.3;1308;1324.9;1327.8;1346.6;1351.7
26-01-00 23:00;1032.1;1034.4;1049.2;1121.4;1148.1;1171.6;1173.7;1221.9;1252.9;1268.3;1275.6;1288.9;1293.6;1299.3;1315.8;1318.7;1337.4;1342.5
27-01-00 00:00;1028.8;1031.2;1045.4;1116.6;1142.6;1165.8;1167.8;1214.9;1245;1259.9;1267.1;1280.3;1285;1290.6;1306.8;1309.6;1328.2;1333.2
27-01-00 01:00;1025.5;1027.9;1041.6;1111.7;1137.2;1160.1;1162.1;1208.2;1237.2;1251.6;1258.8;1271.8;1276.4;1282;1297.8;1300.6;1319;1324
27-01-00 02:00;1022.3;1024.7;1037.9;1106.9;1131.9;1154.6;1156.5;1201.5;1229.6;1243.4;1250.5;1263.3;1267.8;1273.4;1288.9;1291.6;1309.9;1314.9
27-01-00 03:00;1019.6;1021.9;1034.5;1102.1;1126.6;1149.1;1151;1195;1222.1;1235.4;1242.3;1254.9;1259.4;1264.9;1280;1282.7;1300.8;1305.7
27-01-00 04:00;1017;1019.3;1031.3;1097.4;1121.4;1143.6;1145.5;1188.6;1214.9;1227.5;1234.3;1246.6;1251.1;1256.5;1271.1;1273.8;1291.7;1296.6
27-01-00 05:00;1014.7;1016.9;1028.3;1092.7;1116.2;1138.2;1140;1182.3;1207.8;1219.8;1226.5;1238.5;1242.9;1248.3;1262.4;1265;1282.7;1287.5
27-01-00 06:00;1012.6;1014.7;1025.6;1088.1;1111.1;1132.7;1134.6;1176.1;1200.8;1212.3;1218.7;1230.5;1234.8;1240.1;1253.9;1256.4;1273.8;1278.6
27-01-00 07:00;1010.5;1012.5;1023;1083.7;1106.1;1127.4;1129.2;1170;1193.9;1204.9;1211.1;1222.6;1226.8;1232;1245.4;1247.8;1265;1269.7
27-01-00 08:00;1008.4;1010.4;1020.5;1079.3;1101.1;1122.1;1124;1164.1;1187.2;1197.6;1203.7;1214.9;1219;1224.1;1237.1;1239.4;1256.3;1260.9
27-01-00 09:00;1006.4;1008.4;1018.1;1075.1;1096.3;1116.9;1118.8;1158.4;1180.6;1190.6;1196.4;1207.3;1211.3;1216.4;1228.9;1231.2;1247.8;1252.3
27-01-00 10:00;1004.4;1006.4;1015.8;1070.9;1091.6;1112;1113.9;1152.8;1174.2;1183.7;1189.4;1199.9;1203.8;1208.7;1220.9;1223.1;1239.4;1243.8
27-01-00 11:00;1002.5;1004.4;1013.5;1067;1087;1107.3;1109.2;1147.4;1168;1177;1182.5;1192.6;1196.5;1201.3;1213.1;1215.2;1231.1;1235.4
27-01-00 12:00;1000.6;1002.4;1011.3;1063.1;1082.6;1102.5;1104.5;1142.1;1162;1170.5;1175.8;1185.6;1189.3;1194;1205.4;1207.5;1223;1227.2
27-01-00 13:00;998.63;1000.5;1009.1;1059.4;1078.3;1097.8;1099.7;1136.8;1156.1;1164.2;1169.3;1178.8;1182.4;1187;1198;1200;1215.1;1219.2
27-01-00 14:00;996.7;998.5;1006.9;1055.7;1074.1;1093.1;1095;1131.6;1150.2;1158;1163;1172.1;1175.6;1180.1;1190.7;1192.6;1207.4;1211.4
27-01-00 15:00;994.75;996.53;1004.8;1052.1;1070;1088.5;1090.4;1126.4;1144.4;1152;1156.7;1165.6;1169;1173.3;1183.6;1185.4;1199.9;1203.7
27-01-00 16:00;992.8;994.56;1002.6;1048.6;1066;1084;1085.8;1121.2;1138.7;1146;1150.6;1159.2;1162.5;1166.7;1176.6;1178.4;1192.5;1196.3
27-01-00 17:00;990.86;992.59;1000.5;1045.2;1062.1;1079.6;1081.4;1116.1;1133.1;1140.1;1144.5;1152.9;1156.1;1160.3;1169.8;1171.6;1185.4;1189
27-01-00 18:00;988.91;990.63;998.36;1041.7;1058.2;1075.1;1076.8;1111.1;1127.6;1134.3;1138.6;1146.8;1149.9;1153.9;1163.2;1164.9;1178.3;1181.9
27-01-00 19:00;986.96;988.66;996.24;1038.3;1054.2;1070.6;1072.4;1106.1;1122.1;1128.7;1132.8;1140.7;1143.8;1147.7;1156.7;1158.4;1171.5;1175
27-01-00 20:00;985;986.69;994.11;1035;1050.4;1066.4;1068.1;1101.1;1116.8;1123.1;1127.1;1134.8;1137.7;1141.6;1150.4;1152;1164.8;1168.2
27-01-00 21:00;983.04;984.72;992.03;1031.6;1046.7;1062.2;1063.9;1096.3;1111.5;1117.6;1121.5;1129;1131.9;1135.6;1144.1;1145.7;1158.3;1161.5
27-01-00 22:00;981.05;982.72;989.87;1028.4;1043;1058.1;1059.8;1091.5;1106.3;1112.2;1116;1123.3;1126.1;1129.8;1138.1;1139.5;1151.9;1155.1
27-01-00 23:00;979.03;980.68;987.69;1025.1;1039.4;1054.1;1055.7;1086.8;1101.2;1106.9;1110.6;1117.7;1120.4;1124;1132.1;1133.5;1145.6;1148.7
28-01-00 00:00;976.98;978.62;985.49;1022;1035.9;1050.2;1051.8;1082.2;1096.2;1101.7;1105.3;1112.2;1114.9;1118.4;1126.2;1127.6;1139.6;1142.9
28-01-00 01:00;974.9;976.53;983.27;1018.9;1032.4;1046.3;1047.9;1077.7;1091.3;1096.6;1100.2;1106.8;1109.4;1112.9;1120.5;1121.9;1133.9;1137.2
28-01-00 02:00;972.9;974.49;981.07;1015.9;1029.1;1042.6;1044.1;1073.2;1086.6;1091.7;1095.1;1101.6;1104.1;1107.6;1115;1116.4;1128.2;1131.5
28-01-00 03:00;971;972.56;978.93;1012.9;1025.8;1038.9;1040.4;1068.9;1081.9;1086.8;1090.2;1096.5;1099;1102.3;1109.7;1111;1122.7;1125.9
28-01-00 04:00;969.02;970.54;976.81;1010;1022.5;1035.3;1036.8;1064.6;1077.3;1082.1;1085.3;1091.5;1094;1097.2;1104.4;1105.7;1117.2;1120.3
28-01-00 05:00;967.06;968.55;974.66;1007.1;1019.4;1031.8;1033.3;1060.5;1072.8;1077.4;1080.6;1086.6;1089;1092.2;1099.2;1100.5;1111.8;1114.9
28-01-00 06:00;965.1;966.56;972.55;1004.3;1016.3;1028.4;1029.8;1056.4;1068.5;1072.9;1076;1081.8;1084.2;1087.4;1094.2;1095.4;1106.5;1109.5
28-01-00 07:00;963.08;964.52;970.37;1001.5;1013.1;1024.9;1026.3;1052.4;1064.2;1068.5;1071.5;1077.2;1079.5;1082.6;1089.2;1090.4;1101.3;1104.3
28-01-00 08:00;961.1;962.52;968.21;998.8;1010.1;1021.6;1022.9;1048.5;1060;1064.1;1067.1;1072.6;1074.8;1077.9;1084.4;1085.6;1096.3;1099.1
28-01-00 09:00;959.13;960.53;966.07;996.1;1007.1;1018.3;1019.6;1044.7;1055.9;1059.9;1062.8;1068.1;1070.3;1073.3;1079.6;1080.8;1091.3;1094.1
28-01-00 10:00;957.14;958.52;963.94;993.44;1004.1;1015.1;1016.4;1040.9;1051.8;1055.7;1058.5;1063.7;1065.9;1068.8;1075;1076.1;1086.5;1089.2
28-01-00 11:00;955.15;956.52;961.82;990.82;1001.3;1011.9;1013.2;1037.3;1047.9;1051.6;1054.4;1059.4;1061.5;1064.4;1070.4;1071.6;1081.7;1084.4
28-01-00 12:00;953.16;954.51;959.7;988.24;998.44;1008.9;1010.1;1033.6;1044;1047.6;1050.3;1055.2;1057.3;1060.1;1066;1067.1;1077;1079.7
28-01-00 13:00;951.16;952.5;957.58;985.69;995.66;1005.9;1007.1;1030.1;1040.2;1043.7;1046.3;1051.1;1053.1;1055.9;1061.6;1062.7;1072.5;1075
28-01-00 14:00;949.16;950.48;955.46;983.17;992.93;1002.9;1004.1;1026.6;1036.5;1039.8;1042.4;1047.1;1049;1051.8;1057.3;1058.4;1068;1070.5
28-01-00 15:00;947.15;948.45;953.35;980.68;990.23;999.99;1001.2;1023.2;1032.8;1036.1;1038.6;1043.1;1045;1047.7;1053.1;1054.2;1063.6;1066.1
28-01-00 16:00;945.13;946.43;951.24;978.21;987.57;997.12;998.28;1019.9;1029.2;1032.4;1034.8;1039.3;1041.1;1043.8;1049;1050.1;1059.4;1061.7
28-01-00 17:00;943.1;944.38;949.12;975.76;984.94;994.29;995.44;1016.6;1025.7;1028.8;1031.2;1035.5;1037.3;1039.9;1045;1046;1055.2;1057.5
28-01-00 18:00;941.07;942.34;947;973.31;982.34;991.51;992.64;1013.4;1022.3;1025.2;1027.6;1031.8;1033.6;1036.1;1041.1;1042.1;1051.1;1053.4
28-01-00 19:00;939.01;940.27;944.86;970.86;979.75;988.77;989.87;1010.3;1018.9;1021.8;1024;1028.1;1029.9;1032.4;1037.3;1038.2;1047.1;1049.3
28-01-00 20:00;936.93;938.19;942.72;968.44;977.19;986.04;987.13;1007.2;1015.6;1018.4;1020.6;1024.6;1026.3;1028.8;1033.5;1034.5;1043.2;1045.3
28-01-00 21:00;934.84;936.09;940.58;966.03;974.64;983.35;984.42;1004.1;1012.4;1015.1;1017.2;1021.1;1022.8;1025.2;1029.9;1030.8;1039.3;1041.4
28-01-00 22:00;932.74;933.99;938.44;963.64;972.11;980.67;981.73;1001.1;1009.2;1011.8;1013.9;1017.7;1019.4;1021.7;1026.3;1027.1;1035.6;1037.6
28-01-00 23:00;930.63;931.86;936.28;961.26;969.61;978.03;979.08;998.13;1006.1;1008.6;1010.7;1014.4;1016;1018.3;1022.7;1023.6;1031.9;1033.9
29-01-00 00:00;928.49;929.71;934.11;958.89;967.12;975.42;976.45;995.2;1003;1005.5;1007.5;1011.1;1012.7;1015;1019.3;1020.1;1028.3;1030.3
29-01-00 01:00;926.36;927.57;931.93;956.49;964.59;972.82;973.84;992.31;999.93;1002.4;1004.3;1007.9;1009.4;1011.7;1015.9;1016.7;1024.8;1026.7
29-01-00 02:00;924.19;925.4;929.74;954.11;962.09;970.21;971.22;989.46;996.93;999.32;1001.2;1004.7;1006.2;1008.4;1012.6;1013.4;1021.3;1023.2
29-01-00 03:00;922;923.21;927.53;951.73;959.6;967.63;968.62;986.63;993.98;996.31;998.2;1001.6;1003.1;1005.3;1009.3;1010.1;1017.9;1019.8
29-01-00 04:00;919.79;921;925.3;949.36;957.13;965.05;966.04;983.83;991.06;993.35;995.2;998.55;1000;1002.1;1006.1;1006.9;1014.6;1016.4
29-01-00 05:00;917.57;918.78;923.06;946.99;954.66;962.5;963.47;981.06;988.18;990.42;992.25;995.53;996.96;999.05;1002.9;1003.7;1011.3;1013.1
29-01-00 06:00;915.35;916.55;920.81;944.62;952.2;959.95;960.92;978.32;985.33;987.54;989.33;992.55;993.96;996.02;999.81;1000.6;1008.1;1009.8
29-01-00 07:00;913.11;914.31;918.55;942.24;949.75;957.42;958.38;975.59;982.51;984.68;986.44;989.61;991;993.03;996.75;997.49;1004.9;1006.6
29-01-00 08:00;910.87;912.06;916.29;939.87;947.3;954.89;955.85;972.89;979.72;981.86;983.59;986.71;988.08;990.08;993.73;994.46;1001.8;1003.5
29-01-00 09:00;908.62;909.81;914.03;937.51;944.86;952.38;953.33;970.22;976.96;979.07;980.77;983.84;985.19;987.17;990.75;991.47;998.77;1000.4
29-01-00 10:00;906.37;907.55;911.76;935.14;942.41;949.87;950.81;967.56;974.23;976.3;977.98;981.01;982.34;984.29;987.82;988.52;995.75;997.36
29-01-00 11:00;904.11;905.29;909.48;932.76;939.98;947.37;948.31;964.92;971.51;973.56;975.22;978.2;979.51;981.44;984.92;985.61;992.77;994.35
29-01-00 12:00;901.85;903.03;907.21;930.39;937.54;944.87;945.8;962.29;968.82;970.84;972.48;975.42;976.72;978.63;982.05;982.73;989.83;991.39
29-01-00 13:00;899.59;900.77;904.93;928.02;935.1;942.38;943.31;959.68;966.15;968.14;969.76;972.66;973.95;975.84;979.21;979.88;986.92;988.46
29-01-00 14:00;897.33;898.5;902.66;925.65;932.66;939.89;940.81;957.08;963.49;965.46;967.07;969.93;971.2;973.07;976.4;977.07;984.05;985.56
29-01-00 15:00;895.07;896.24;900.39;923.28;930.23;937.4;938.32;954.5;960.85;962.8;964.39;967.22;968.48;970.34;973.62;974.28;981.2;982.7
29-01-00 16:00;892.81;893.97;898.11;920.91;927.79;934.92;935.84;951.92;958.22;960.16;961.73;964.53;965.77;967.62;970.86;971.51;978.39;979.87
29-01-00 17:00;890.53;891.69;895.83;918.54;925.36;932.45;933.36;949.36;955.61;957.53;959.08;961.85;963.09;964.92;968.12;968.77;975.6;977.07
29-01-00 18:00;888.26;889.41;893.55;916.16;922.93;929.97;930.89;946.8;953.01;954.91;956.45;959.2;960.42;962.24;965.41;966.05;972.84;974.29
29-01-00 19:00;885.98;887.13;891.26;913.78;920.5;927.51;928.42;944.25;950.42;952.3;953.83;956.55;957.77;959.58;962.71;963.35;970.1;971.53
29-01-00 20:00;883.7;884.85;888.97;911.4;918.08;925.05;925.95;941.7;947.85;949.71;951.23;953.92;955.13;956.93;960.03;960.66;967.38;968.8
29-01-00 21:00;881.42;882.56;886.67;909.02;915.66;922.6;923.5;939.17;945.28;947.13;948.63;951.31;952.51;954.3;957.37;957.99;964.67;966.08
29-01-00 22:00;879.12;880.26;884.37;906.64;913.24;920.15;921.05;936.65;942.72;944.55;946.05;948.7;949.9;951.68;954.72;955.34;961.99;963.38
29-01-00 23:00;876.82;877.96;882.06;904.25;910.82;917.7;918.6;934.13;940.17;941.99;943.48;946.11;947.3;949.07;952.09;952.7;959.32;960.7
30-01-00 00:00;874.52;875.65;879.75;901.87;908.4;915.25;916.15;931.62;937.63;939.44;940.92;943.53;944.71;946.47;949.47;950.08;956.67;958.04
30-01-00 01:00;872.24;873.36;877.44;899.47;905.98;912.81;913.7;929.11;935.1;936.9;938.36;940.96;942.13;943.89;946.86;947.47;954.03;955.39
30-01-00 02:00;870.32;871.36;875.29;897.08;903.56;910.37;911.26;926.61;932.58;934.37;935.82;938.4;939.57;941.32;944.27;944.87;951.4;952.76
30-01-00 03:00;868.67;869.64;873.39;894.7;901.13;907.92;908.81;924.12;930.06;931.84;933.29;935.85;937.01;938.76;941.69;942.28;948.79;950.13
30-01-00 04:00;867.19;868.1;871.68;892.4;898.73;905.48;906.37;921.63;927.55;929.32;930.76;933.31;934.46;936.21;939.11;939.7;946.19;947.53
30-01-00 05:00;865.81;866.67;870.1;890.21;896.4;903.06;903.95;919.15;925.05;926.81;928.24;930.77;931.92;933.66;936.55;937.14;943.6;944.93
30-01-00 06:00;864.52;865.34;868.63;888.12;894.13;900.69;901.57;916.67;922.55;924.29;925.72;928.24;929.39;931.12;933.99;934.58;941.02;942.34
30-01-00 07:00;863.28;864.06;867.23;886.13;891.96;898.38;899.24;914.21;920.06;921.79;923.21;925.72;926.86;928.59;931.44;932.02;938.45;939.76
30-01-00 08:00;862.1;862.85;865.91;884.24;889.87;896.14;896.99;911.78;917.59;919.31;920.71;923.2;924.34;926.07;928.9;929.48;935.88;937.19
30-01-00 09:00;860.94;861.66;864.63;882.44;887.87;893.97;894.8;909.38;915.13;916.84;918.23;920.7;921.84;923.56;926.37;926.94;933.33;934.63
30-01-00 10:00;859.82;860.51;863.39;880.7;885.94;891.87;892.69;907.02;912.71;914.4;915.78;918.23;919.35;921.06;923.85;924.42;930.79;932.08
30-01-00 11:00;858.73;859.4;862.19;879.03;884.09;889.85;890.65;904.71;910.32;911.99;913.35;915.78;916.89;918.59;921.35;921.92;928.26;929.54
30-01-00 12:00;857.67;858.31;861.03;877.43;882.3;887.9;888.68;902.44;907.98;909.62;910.97;913.36;914.46;916.15;918.88;919.44;925.74;927.02
30-01-00 13:00;856.62;857.24;859.89;875.88;880.58;886.02;886.78;900.24;905.67;907.29;908.62;910.98;912.07;913.73;916.43;916.98;923.25;924.51
30-01-00 14:00;855.6;856.2;858.78;874.39;878.91;884.2;884.94;898.08;903.42;905.01;906.32;908.63;909.71;911.36;914.01;914.56;920.78;922.03
30-01-00 15:00;854.59;855.17;857.7;872.94;877.31;882.44;883.16;895.99;901.22;902.78;904.06;906.34;907.4;909.02;911.63;912.17;918.35;919.58
30-01-00 16:00;853.6;854.17;856.64;871.54;875.77;880.74;881.44;893.94;899.06;900.59;901.85;904.09;905.13;906.73;909.29;909.82;915.94;917.15
30-01-00 17:00;852.63;853.19;855.61;870.18;874.27;879.09;879.78;891.96;896.97;898.46;899.69;901.88;902.91;904.48;906.99;907.51;913.58;914.77
30-01-00 18:00;851.68;852.22;854.59;868.86;872.83;877.5;878.17;890.03;894.92;896.38;897.59;899.73;900.73;902.28;904.74;905.25;911.25;912.42
30-01-00 19:00;850.73;851.26;853.59;867.59;871.43;875.96;876.61;888.15;892.92;894.36;895.53;897.62;898.61;900.12;902.53;903.03;908.96;910.11
30-01-00 20:00;849.81;850.32;852.61;866.34;870.07;874.47;875.1;886.33;890.98;892.38;893.53;895.57;896.53;898.02;900.37;900.85;906.72;907.85
30-01-00 21:00;848.87;849.38;851.63;865.12;868.75;873.02;873.63;884.56;889.09;890.46;891.58;893.57;894.51;895.96;898.25;898.73;904.53;905.63
30-01-00 22:00;847.95;848.45;850.66;863.92;867.45;871.61;872.21;882.83;887.26;888.59;889.68;891.62;892.54;893.95;896.19;896.65;902.38;903.46
30-01-00 23:00;847.05;847.53;849.71;862.75;866.19;870.24;870.82;881.16;885.47;886.76;887.83;889.71;890.61;892;894.18;894.63;900.29;901.34
31-01-00 00:00;846.15;846.63;848.77;861.61;864.96;868.9;869.47;879.53;883.73;884.99;886.03;887.86;888.74;890.09;892.21;892.65;898.24;899.26
