Time [yyyy-MM-dd HH:mm:ss];50909ObsUS: Discharge at (Waal2_B_A_A_A_ 6366_82)_ Flow1D [m³/s];50906ObsUS: Discharge at (Waal3_A_ 597_388)_ Flow1D [m³/s];889.00_WA: Discharge at (Waal3_B_B_A_ 451_736)_ Flow1D [m³/s];905.00_WA: Discharge at (Waal3_B_B_B_ 585_729)_ Flow1D [m³/s];905.00_WA: Discharge at (Waal3_B_B_B_ 585_729)_ Flow1D [m³/s];50922ObsUS: Discharge at (Waal4_A_ 3082_405)_ Flow1D [m³/s];50930ObsUS: Discharge at (Waal5_A_ 5095_349)_ Flow1D [m³/s];938.00_WA: Discharge at (Waal5_B_B_A_ 971_827)_ Flow1D [m³/s];946.00_WA: Discharge at (Waal5_B_B_B_A_ 166_1865)_ Flow1D [m³/s];51021ObsUS: Discharge at (Waal5_B_B_B_A_ 5461_157)_ Flow1D [m³/s];953.00_WA: Discharge at (Waal6_A_ 249_5)_ Flow1D [m³/s];51043ObsUS: Discharge at (Waal6_A_ 2614_23)_ Flow1D [m³/s];956.00_WA: Discharge at (Waal6_B_A_ 512_541)_ Flow1D [m³/s];957.00_WA: Discharge at (Waal6_B_B_A_ 454_649)_ Flow1D [m³/s];960.00_WA: Discharge at (Waal6_B_B_B_B_B_ 107_9365)_ Flow1D [m³/s];
27-01-00 06:00;4217.1;4225.4;4237.3;4352.6;4402.25;4451.9;4574.9;4628.8;4676.8;4710.2;4719;4730.9;4732.9;4735.5;4750.6;
27-01-00 07:00;4199.9;4207.6;4219.4;4335.6;4385.3;4435;4556.4;4610.1;4657.5;4690.9;4699.7;4711.5;4713.5;4716.1;4731.1;
27-01-00 08:00;4183.1;4190.7;4202.4;4319.5;4369.15;4418.8;4538.3;4591.7;4638.4;4671.9;4680.6;4692.4;4694.3;4696.9;4711.8;
27-01-00 09:00;4166.8;4174.2;4185.8;4304;4353.6;4403.2;4520.7;4573.6;4619.6;4653.1;4661.7;4673.5;4675.4;4677.9;4692.7;
27-01-00 10:00;4150.8;4158;4169.6;4288.9;4338.6;4388.3;4503.5;4555.9;4600.9;4634.5;4643.1;4654.8;4656.7;4659.2;4673.9;
27-01-00 11:00;4135;4142.1;4153.7;4274.3;4324.05;4373.8;4486.2;4537.9;4582.6;4616.2;4624.8;4636.4;4638.3;4640.7;4655.3;
27-01-00 12:00;4119.4;4126.4;4138.1;4260.1;4309.9;4359.7;4469.8;4520.5;4564.3;4597.9;4606.5;4618.1;4620;4622.5;4636.9;
27-01-00 13:00;4103.9;4110.9;4122.6;4246.3;4296.1;4345.9;4453.8;4503.5;4546.4;4579.9;4588.5;4600.1;4601.9;4604.3;4618.7;
27-01-00 14:00;4088.6;4095.5;4107.3;4232.5;4282.5;4332.5;4438.1;4486.6;4528.8;4562.3;4570.8;4582.3;4584.2;4586.5;4600.8;
27-01-00 15:00;4073.4;4080.1;4091.8;4218.7;4269;4319.3;4422.6;4469.9;4511.4;4544.8;4553.3;4564.8;4566.6;4569;4583.1;
27-01-00 16:00;4058.2;4064.8;4076.4;4205;4255.6;4306.2;4407.5;4453.6;4494.2;4527.6;4536.1;4547.5;4549.3;4551.6;4565.6;
27-01-00 17:00;4043.1;4049.8;4061.4;4191.7;4242.5;4293.3;4392.7;4437.8;4477.4;4510.6;4519;4530.4;4532.2;4534.5;4548.4;
27-01-00 18:00;4028.2;4034.9;4046.7;4178.6;4229.6;4280.6;4378.4;4422.3;4460.9;4493.8;4502.2;4513.4;4515.2;4517.5;4531.3;
27-01-00 19:00;4013.5;4020.4;4032.1;4165.7;4216.9;4268.1;4364.3;4407.2;4444.9;4477.5;4485.8;4496.9;4498.6;4500.8;4514.5;
27-01-00 20:00;3999;4006;4017.9;4152.9;4204.35;4255.8;4350.5;4392.3;4429.2;4461.6;4469.7;4480.7;4482.4;4484.6;4498;
27-01-00 21:00;3984.6;3991.8;4003.8;4140.3;4192;4243.7;4337;4377.8;4413.8;4445.8;4453.8;4464.7;4466.4;4468.5;4481.9;
27-01-00 22:00;3970.3;3977.4;3989.8;4127.9;4179.85;4231.8;4323.7;4363.5;4398.7;4430.4;4438.3;4449;4450.7;4452.8;4466;
27-01-00 23:00;3956;3963.9;3976.1;4115.2;4167.45;4219.7;4310.6;4349.5;4383.8;4415.3;4423.1;4433.7;4435.3;4437.4;4450.4;
28-01-00 00:00;3942;3950.2;3962.4;4102.4;4154.8;4207.2;4297.8;4335.8;4369.3;4400.5;4408.2;4418.6;4420.2;4422.3;4435.1;
28-01-00 01:00;3928.2;3936.5;3948.8;4088.1;4140.95;4193.8;4284.1;4322;4355.1;4386;4393.6;4403.9;4405.4;4407.4;4420.1;
28-01-00 02:00;3915.8;3923.7;3935.8;4073.1;4126.2;4179.3;4270.6;4308;4340.8;4371.6;4379.1;4389.3;4390.9;4392.8;4405.4;
28-01-00 03:00;3904.2;3911.6;3923.5;4058.6;4111.75;4164.9;4256.9;4294.1;4326.6;4357.3;4364.8;4374.9;4376.4;4378.4;4390.8;
28-01-00 04:00;3892.9;3900;3911.6;4044.4;4097.55;4150.7;4243;4280.1;4312.4;4343.2;4350.6;4360.6;4362.1;4364.1;4376.4;
28-01-00 05:00;3881.9;3888.6;3900.1;4030.7;4083.6;4136.5;4229;4266;4298.1;4329;4336.4;4346.4;4347.9;4349.9;4362.1;
28-01-00 06:00;3871.1;3877.5;3888.7;4017.4;4069.95;4122.5;4215;4251.7;4283.8;4314.8;4322.2;4332.2;4333.7;4335.7;4347.9;
28-01-00 07:00;3860.5;3866.6;3877.6;4004.4;4056.55;4108.7;4201;4237.5;4269.5;4300.7;4308;4318.1;4319.6;4321.5;4333.8;
28-01-00 08:00;3850;3855.9;3866.8;3991.4;4043.2;4095;4187.2;4223.3;4255.1;4286.5;4293.8;4303.9;4305.5;4307.4;4319.6;
28-01-00 09:00;3839.7;3845.5;3856.2;3978.3;4029.8;4081.3;4173.4;4209.2;4240.8;4272.3;4279.7;4289.8;4291.3;4293.2;4305.5;
28-01-00 10:00;3829.5;3835.1;3845.7;3965.6;4016.6;4067.6;4159.6;4195.2;4226.5;4258.1;4265.5;4275.6;4277.2;4279.1;4291.3;
28-01-00 11:00;3819.4;3824.8;3835.4;3953.2;4003.5;4053.8;4145.9;4181.2;4212.2;4244;4251.3;4261.5;4263;4265;4277.2;
28-01-00 12:00;3809.3;3814.6;3825;3940.9;3990.55;4040.2;4132.3;4167.2;4198;4229.8;4237.1;4247.3;4248.9;4250.8;4263.1;
28-01-00 13:00;3799.3;3804.5;3814.8;3928.9;3977.85;4026.8;4118.6;4153.2;4183.7;4215.7;4223;4233.2;4234.8;4236.7;4248.9;
28-01-00 14:00;3789.4;3794.5;3804.7;3917.1;3965.35;4013.6;4104.9;4139.2;4169.5;4201.5;4208.9;4219.1;4220.7;4222.6;4234.8;
28-01-00 15:00;3779.5;3784.6;3794.6;3905.5;3952.9;4000.3;4091.3;4125.4;4155.3;4187.4;4194.8;4205;4206.6;4208.5;4220.7;
28-01-00 16:00;3769.7;3774.7;3784.7;3894;3940.5;3987;4077.5;4111.5;4141.1;4173.4;4180.7;4191;4192.5;4194.5;4206.7;
28-01-00 17:00;3759.9;3764.9;3774.8;3882.6;3928.25;3973.9;4063.8;4097.6;4126.9;4159.3;4166.6;4176.9;4178.5;4180.4;4192.6;
28-01-00 18:00;3750.2;3755.1;3764.9;3871;3915.75;3960.5;4050.3;4083.8;4112.8;4145.2;4152.5;4162.9;4164.4;4166.4;4178.6;
28-01-00 19:00;3740.5;3745.2;3755;3859.5;3903.5;3947.5;4036.7;4070;4098.6;4131.2;4138.5;4148.8;4150.4;4152.4;4164.5;
28-01-00 20:00;3730.8;3735.4;3745;3848.1;3891.35;3934.6;4023.2;4056.2;4084.5;4117.2;4124.4;4134.8;4136.3;4138.3;4150.5;
28-01-00 21:00;3721.2;3725.6;3735.1;3836.7;3879.35;3922;4009.7;4042.5;4070.4;4103;4110.3;4120.7;4122.3;4124.3;4136.5;
28-01-00 22:00;3711.5;3715.7;3725.3;3825.5;3867.5;3909.5;3996.1;4028.8;4056.3;4089;4096.3;4106.6;4108.2;4110.2;4122.4;
28-01-00 23:00;3701.8;3705.9;3715.4;3814.3;3855.7;3897.1;3982.7;4015;4042.3;4075;4082.2;4092.6;4094.2;4096.2;4108.4;
29-01-00 00:00;3692.2;3696.1;3705.6;3803.1;3843.85;3884.6;3969.5;4001.4;4028.3;4061;4068.2;4078.6;4080.1;4082.2;4094.3;
29-01-00 01:00;3682.5;3686.3;3695.7;3791.9;3832.1;3872.3;3956.4;3987.9;4014.5;4047.1;4054.3;4064.6;4066.2;4068.2;4080.3;
29-01-00 02:00;3672.6;3676.4;3685.9;3780.6;3820.3;3860;3943.4;3974.6;4000.7;4033.2;4040.4;4050.7;4052.2;4054.3;4066.4;
29-01-00 03:00;3662.7;3666.4;3675.9;3769.3;3808.55;3847.8;3930.6;3961.3;3987;4019.5;4026.5;4036.8;4038.4;4040.4;4052.5;
29-01-00 04:00;3652.8;3656.3;3665.8;3758.2;3796.9;3835.6;3917.8;3948.2;3973.5;4005.8;4012.8;4023;4024.6;4026.6;4038.6;
29-01-00 05:00;3642.8;3646.2;3655.7;3747.1;3785.2;3823.3;3905.2;3935.3;3960.1;3992.2;3999.2;4009.3;4010.9;4012.9;4024.8;
29-01-00 06:00;3632.7;3635.9;3645.4;3736;3773.6;3811.2;3892.6;3922.4;3946.8;3978.7;3985.7;3995.7;3997.3;3999.3;4011.2;
29-01-00 07:00;3622.6;3625.7;3635.2;3724.9;3762.05;3799.2;3880.1;3909.6;3933.6;3965.3;3972.2;3982.1;3983.7;3985.7;3997.5;
29-01-00 08:00;3612.5;3615.4;3624.9;3713.9;3750.6;3787.3;3867.7;3896.9;3920.5;3952;3958.8;3968.8;3970.3;3972.3;3984.3;
29-01-00 09:00;3602.4;3605.1;3614.6;3702.9;3739.2;3775.5;3855.4;3884.2;3907.5;3938.9;3945.7;3955.5;3957.1;3959.1;3971.1;
29-01-00 10:00;3592.2;3594.8;3604.4;3691.9;3727.85;3763.8;3843.1;3871.6;3894.6;3925.8;3932.6;3942.4;3943.9;3945.9;3957.8;
29-01-00 11:00;3582.1;3584.5;3594.1;3681;3716.6;3752.2;3830.8;3859.1;3881.7;3912.8;3919.5;3929.3;3930.8;3932.8;3944.7;
29-01-00 12:00;3572;3574.2;3583.8;3670.1;3705.35;3740.6;3818.7;3846.7;3869;3899.9;3906.5;3916.2;3917.7;3919.7;3931.6;
29-01-00 13:00;3561.9;3563.8;3573.5;3659.2;3694.15;3729.1;3806.6;3834.4;3856.3;3887;3893.6;3903.2;3904.7;3906.7;3918.5;
29-01-00 14:00;3551.8;3553.5;3563.1;3648.4;3682.95;3717.5;3794.5;3822.1;3843.6;3874.1;3880.7;3890.3;3891.8;3893.8;3905.5;
29-01-00 15:00;3541.7;3543.2;3552.8;3637.5;3671.7;3705.9;3782.5;3809.8;3830.9;3861.1;3867.7;3877.3;3878.8;3880.8;3892.5;
29-01-00 16:00;3531.6;3532.6;3542.2;3626.5;3660.4;3694.3;3770.4;3797.5;3818.2;3848.3;3854.9;3864.3;3865.8;3867.8;3879.5;
29-01-00 17:00;3521.4;3522.1;3531.8;3615.5;3649.05;3682.6;3758.3;3785.2;3805.6;3835.6;3842.1;3851.5;3853;3854.9;3866.6;
29-01-00 18:00;3511.3;3511.7;3521.3;3604.5;3637.75;3671;3746.3;3772.9;3793;3822.8;3829.3;3838.6;3840.1;3842;3853.7;
29-01-00 19:00;3501.1;3501.3;3510.8;3593.5;3626.45;3659.4;3734.2;3760.7;3780.5;3810.1;3816.5;3825.8;3827.2;3829.2;3840.8;
29-01-00 20:00;3491;3490.9;3500.4;3582.5;3615.2;3647.9;3722.2;3748.5;3768;3797.4;3803.8;3813;3814.5;3816.4;3828;
29-01-00 21:00;3480.8;3480.5;3490;3571.5;3603.95;3636.4;3710.3;3736.3;3755.6;3784.8;3791.1;3800.2;3801.7;3803.6;3815.2;
29-01-00 22:00;3470.7;3470.1;3479.6;3560.6;3592.75;3624.9;3698.3;3724.2;3743.2;3772.2;3778.4;3787.5;3789;3790.9;3802.4;
29-01-00 23:00;3460.5;3459.7;3469.2;3549.6;3581.55;3613.5;3686.5;3712.1;3730.9;3759.6;3765.8;3774.8;3776.3;3778.2;3789.7;
30-01-00 00:00;3450.4;3449.4;3458.8;3538.7;3570.35;3602;3674.6;3700;3718.5;3747;3753.2;3762.2;3763.6;3765.5;3777;
30-01-00 01:00;3440.7;3439.1;3448.4;3527.8;3559.25;3590.7;3662.8;3688;3706.2;3734.5;3740.6;3749.5;3750.9;3752.8;3764.3;
30-01-00 02:00;3433.7;3430.2;3439;3517;3548.15;3579.3;3651;3676;3694;3722;3728.1;3736.9;3738.3;3740.2;3751.6;
30-01-00 03:00;3428.2;3422.8;3431;3506.4;3537.25;3568.1;3639.2;3664;3681.8;3709.6;3715.6;3724.4;3725.8;3727.7;3739;
30-01-00 04:00;3423.4;3416.3;3424;3496.4;3526.7;3557;3627.5;3652.1;3669.7;3697.2;3703.2;3711.9;3713.3;3715.1;3726.4;
30-01-00 05:00;3419;3410.4;3417.6;3486.9;3516.5;3546.1;3615.9;3640.2;3657.6;3684.9;3690.8;3699.4;3700.8;3702.7;3713.9;
30-01-00 06:00;3414.9;3405;3411.8;3478.1;3506.85;3535.6;3604.4;3628.4;3645.6;3672.6;3678.5;3687;3688.4;3690.2;3701.4;
30-01-00 07:00;3411.1;3400;3406.5;3469.8;3497.6;3525.4;3593.1;3616.7;3633.7;3660.4;3666.2;3674.6;3676;3677.9;3689;
30-01-00 08:00;3407.5;3395.2;3401.4;3461.9;3488.85;3515.8;3581.9;3605.2;3621.8;3648.3;3654;3662.3;3663.7;3665.5;3676.6;
30-01-00 09:00;3403.9;3390.7;3396.6;3454.5;3480.5;3506.5;3571.1;3593.9;3610.1;3636.2;3641.8;3650.1;3651.5;3653.3;3664.3;
30-01-00 10:00;3400.5;3386.4;3392.1;3447.4;3472.5;3497.6;3560.5;3582.7;3598.6;3624.3;3629.9;3638;3639.3;3641.2;3652.1;
30-01-00 11:00;3397.3;3382.3;3387.7;3440.7;3464.9;3489.1;3550.2;3571.9;3587.3;3612.6;3618;3626;3627.4;3629.1;3640;
30-01-00 12:00;3394;3378.3;3383.4;3434.3;3457.65;3481;3540.2;3561.3;3576.2;3601;3606.3;3614.2;3615.5;3617.3;3628;
30-01-00 13:00;3390.9;3374.4;3379.3;3428.2;3450.7;3473.2;3530.5;3551;3565.5;3589.7;3594.9;3602.6;3603.9;3605.6;3616.2;
30-01-00 14:00;3387.7;3370.6;3375.4;3422.4;3444.1;3465.8;3521.1;3540.9;3555;3578.6;3583.7;3591.2;3592.4;3594.1;3604.6;
30-01-00 15:00;3384.7;3366.9;3371.5;3416.7;3437.65;3458.6;3512.1;3531.2;3544.8;3567.8;3572.7;3580;3581.2;3582.8;3593.2;
30-01-00 16:00;3381.6;3363.3;3367.7;3411.3;3431.5;3451.7;3503.4;3521.8;3534.9;3557.2;3562;3569.1;3570.2;3571.8;3582;
30-01-00 17:00;3378.6;3359.7;3364.1;3406.1;3425.6;3445.1;3494.9;3512.7;3525.3;3546.9;3551.5;3558.4;3559.6;3561.1;3571.1;
30-01-00 18:00;3375.7;3356.3;3360.4;3401.1;3419.95;3438.8;3486.8;3503.9;3516;3536.9;3541.4;3548;3549.1;3550.6;3560.4;
30-01-00 19:00;3372.8;3352.8;3356.9;3396.2;3414.4;3432.6;3478.9;3495.4;3506.9;3527.2;3531.5;3537.9;3539;3540.5;3550.1;
30-01-00 20:00;3369.9;3349.4;3353.3;3391.4;3409.05;3426.7;3471.2;3487.1;3498.2;3517.7;3521.9;3528.1;3529.2;3530.6;3540;
30-01-00 21:00;3367;3346;3349.9;3386.8;3403.9;3421;3463.9;3479.1;3489.8;3508.6;3512.6;3518.6;3519.6;3521;3530.2;
30-01-00 22:00;3364.1;3342.7;3346.4;3382.3;3398.85;3415.4;3456.8;3471.4;3481.7;3499.8;3503.7;3509.4;3510.4;3511.7;3520.8;
30-01-00 23:00;3361.3;3339.4;3343;3377.9;3393.95;3410;3449.9;3463.9;3473.9;3491.3;3495;3500.6;3501.5;3502.8;3511.6;
31-01-00 00:00;3358.5;3336.1;3339.7;3373.5;3389.15;3404.8;3443.2;3456.7;3466.3;3483.1;3486.6;3492;3492.9;3494.1;3502.8;
