Time [yyyy-MM-dd HH:mm:ss];Q-IJsselkpDoesbbrg: Discharge at (IJssel02_B_B_B_ 173_859)_ Flow1D [m³/s];905.00_IJ: Discharge at (IJssel03_B_A_ 474_452)_ Flow1D [m³/s];50844ObsUS: Discharge at (IJssel03_B_A_ 12393_22)_ Flow1D [m³/s];923.00_IJ: Discharge at (IJssel03_B_B_B_ 498_93)_ Flow1D [m³/s];50848ObsUS: Discharge at (IJssel04_A_ 109_4015)_ Flow1D [m³/s];940.00_IJ: Discharge at (IJssel05_B_ 665_96)_ Flow1D [m³/s];50842ObsUS: Discharge at (IJssel06_A_ 1202_662)_ Flow1D [m³/s];Veessenboven: Discharge at (IJssel07_B_B_ 348_517)_ Flow1D [m³/s];odd_006: Discharge at (IJssel07_A_ 249)_ Flow1D [m³/s];944.00_IJ: Discharge at (IJssel06_B_B_A_ 187_8305)_ Flow1D [m³/s];947.00_IJ: Discharge at (IJssel06_B_B_B_A_ 434_799)_ Flow1D [m³/s];949.00_IJ: Discharge at (IJssel06_B_B_B_B_A_ 42_872)_ Flow1D [m³/s];950.00_IJ: Discharge at (IJssel06_B_B_B_B_B_ 65_6005)_ Flow1D [m³/s];977.00_IJ: Discharge at (IJssel09_B_ 100_375)_ Flow1D [m³/s]
29-12-99 00:00;468.38;614.88;643.53;663.59;0;809.09;841.49;853.35;856.57;841.96;860.96;860.99;860.85;830.08
29-12-99 01:00;525.45;654.21;648.29;663.56;731.35;790.64;816.69;831.37;848.62;820.69;838.16;845.17;847.81;839.14
29-12-99 02:00;476.12;629.11;654;665.78;727.22;774.39;799.28;837.9;840.68;804.66;816.45;822.26;825.22;832.98
29-12-99 03:00;463.64;603.81;656.59;668.64;724.02;763.02;785.22;835.49;831.8;789.8;800.78;806.41;809.5;833.18
29-12-99 04:00;469.46;585.11;653.47;666.48;721.22;754.48;774.63;830.46;822.88;778.6;788.94;794.4;797.5;833.86
29-12-99 05:00;479.96;575.18;646.78;660.74;717.41;747.66;766.44;824.45;814.58;769.97;779.79;785;788.02;833.93
29-12-99 06:00;490.96;570.96;639.08;653.51;712.31;741.59;759.59;818.24;807.08;762.86;772.33;777.33;780.24;833.14
29-12-99 07:00;501.2;569.98;631.89;646.32;706.39;735.73;753.4;812.18;800.31;756.55;765.86;770.73;773.56;831.57
29-12-99 08:00;510.34;570.88;625.73;639.84;699.83;729.75;747.43;806.37;794.12;750.55;759.84;764.66;767.46;829.37
29-12-99 09:00;518.36;572.73;620.69;634.29;693.28;723.65;741.47;800.84;788.38;744.62;753.99;758.85;761.66;826.7
29-12-99 10:00;525.35;575.02;616.65;629.71;687.16;717.64;735.55;795.55;782.92;738.71;748.18;753.14;755.98;823.7
29-12-99 11:00;531.46;577.54;613.51;626.01;681.52;711.8;729.71;790.43;777.63;732.87;742.4;747.44;750.32;820.46
29-12-99 12:00;536.8;580.09;611.16;623.13;676.49;706.24;724.09;785.42;772.46;727.26;736.82;741.92;744.83;817.07
29-12-99 13:00;541.48;582.58;609.42;620.94;672.16;701.08;718.76;780.51;767.41;721.87;731.46;736.57;739.51;813.54
29-12-99 14:00;545.61;584.92;608.2;619.34;668.57;696.37;713.77;775.69;762.46;716.81;726.35;731.44;734.4;809.93
29-12-99 15:00;549.25;587.11;607.39;618.19;665.57;692.18;709.25;770.98;757.67;712.2;721.65;726.69;729.64;806.24
29-12-99 16:00;552.47;589.16;606.91;617.41;663.08;688.49;705.19;766.4;753.09;708.03;717.37;722.32;725.24;802.52
29-12-99 17:00;555.33;591.09;606.66;616.88;660.93;685.25;701.56;761.98;748.73;704.29;713.48;718.33;721.21;798.76
29-12-99 18:00;557.87;592.9;606.56;616.53;659.13;682.36;698.31;757.74;744.62;700.94;709.99;714.71;717.53;795
29-12-99 19:00;560.15;594.59;606.64;616.4;657.7;679.86;695.42;753.71;740.77;697.93;706.82;711.41;714.19;791.26
29-12-99 20:00;562.18;596.17;606.85;616.42;656.58;677.7;692.88;749.89;737.15;695.27;704;708.45;711.16;787.54
29-12-99 21:00;564.01;597.63;607.15;616.57;655.71;675.86;690.67;746.28;733.79;692.94;701.5;705.8;708.44;783.87
29-12-99 22:00;565.65;599;607.55;616.84;655.06;674.29;688.74;742.88;730.66;690.9;699.3;703.44;706;780.27
29-12-99 23:00;567.12;600.29;608.02;617.19;654.57;672.92;687.06;739.67;727.72;689.11;697.33;701.33;703.81;776.76
30-12-99 00:00;568.46;601.49;608.52;617.58;654.19;671.75;685.58;736.65;724.99;687.54;695.59;699.44;701.84;773.34
30-12-99 01:00;569.66;602.62;609.04;618.02;653.94;670.72;684.28;733.81;722.48;686.14;694.04;697.74;700.06;770.01
30-12-99 02:00;570.76;603.67;609.59;618.49;653.79;669.83;683.1;731.13;720.15;684.87;692.63;696.2;698.46;766.78
30-12-99 03:00;571.76;604.66;610.16;618.99;653.68;669.02;682.06;728.63;717.99;683.74;691.37;694.81;696.99;763.64
30-12-99 04:00;572.66;605.58;610.72;619.49;653.63;668.28;681.1;726.29;715.98;682.72;690.23;693.56;695.67;760.62
30-12-99 05:00;573.49;606.45;611.27;619.99;653.65;667.64;680.26;724.11;714.12;681.81;689.19;692.38;694.42;757.69
30-12-99 06:00;574.25;607.26;611.82;620.49;653.73;667.1;679.5;722.07;712.38;680.98;688.22;691.29;693.25;754.87
30-12-99 07:00;574.93;608.02;612.36;620.99;653.85;666.64;678.83;720.16;710.76;680.24;687.36;690.31;692.21;752.15
30-12-99 08:00;575.57;608.72;612.89;621.48;653.96;666.23;678.24;718.36;709.25;679.59;686.6;689.44;691.28;749.53
30-12-99 09:00;576.14;609.39;613.4;621.95;654.09;665.88;677.72;716.66;707.85;679.01;685.92;688.65;690.43;746.99
30-12-99 10:00;576.68;610.01;613.89;622.41;654.25;665.58;677.26;715.06;706.54;678.49;685.3;687.94;689.65;744.54
30-12-99 11:00;577.16;610.59;614.36;622.85;654.43;665.33;676.86;713.55;705.3;678.03;684.73;687.27;688.94;742.17
30-12-99 12:00;577.61;611.14;614.81;623.29;654.62;665.13;676.5;712.13;704.14;677.63;684.24;686.69;688.3;739.86
30-12-99 13:00;578.02;611.65;615.25;623.7;654.83;664.97;676.2;710.78;703.06;677.28;683.8;686.17;687.72;737.64
30-12-99 14:00;578.4;612.12;615.67;624.11;655.04;664.84;675.95;709.5;702.04;676.98;683.42;685.7;687.21;735.48
30-12-99 15:00;578.75;612.57;616.07;624.49;655.25;664.74;675.73;708.3;701.1;676.72;683.08;685.28;686.74;733.4
30-12-99 16:00;579.07;612.99;616.45;624.86;655.45;664.64;675.53;707.16;700.21;676.49;682.77;684.9;686.32;731.36
30-12-99 17:00;579.37;613.38;616.82;625.22;655.65;664.57;675.36;706.08;699.36;676.27;682.49;684.55;685.93;729.39
30-12-99 18:00;579.64;613.74;617.17;625.55;655.85;664.52;675.19;705;698.53;676.07;682.22;684.21;685.54;727.49
30-12-99 19:00;579.9;614.09;617.5;625.87;656.05;664.48;675.05;703.97;697.74;675.9;681.98;683.9;685.19;725.68
30-12-99 20:00;580.13;614.41;617.81;626.18;656.25;664.46;674.94;703;696.99;675.75;681.76;683.62;684.87;723.95
30-12-99 21:00;580.35;614.71;618.11;626.47;656.44;664.44;674.83;702.05;696.28;675.61;681.56;683.35;684.56;722.3
30-12-99 22:00;580.55;614.99;618.4;626.75;656.63;664.44;674.74;701.16;695.6;675.49;681.38;683.1;684.27;720.71
30-12-99 23:00;580.73;615.26;618.67;627.01;656.81;664.44;674.67;700.29;694.92;675.38;681.21;682.88;684.01;719.18
31-12-99 00:00;580.91;615.51;618.92;627.27;656.98;664.44;674.6;699.45;694.28;675.29;681.06;682.66;683.75;717.71
31-12-99 01:00;581.07;615.74;619.17;627.5;657.13;664.45;674.54;698.66;693.68;675.2;680.92;682.46;683.51;716.27
31-12-99 02:00;581.22;615.96;619.39;627.72;657.28;664.45;674.47;697.9;693.11;675.12;680.78;682.27;683.28;714.88
31-12-99 03:00;581.36;616.16;619.61;627.93;657.42;664.45;674.41;697.18;692.56;675.03;680.65;682.08;683.06;713.54
31-12-99 04:00;581.48;616.35;619.81;628.13;657.55;664.46;674.36;696.47;692.04;674.95;680.52;681.91;682.86;712.26
31-12-99 05:00;581.6;616.53;620;628.32;657.69;664.47;674.31;695.78;691.53;674.88;680.41;681.74;682.66;711.02
31-12-99 06:00;581.72;616.7;620.18;628.49;657.81;664.47;674.26;695.12;691.03;674.81;680.29;681.58;682.47;709.83
31-12-99 07:00;581.82;616.86;620.35;628.66;657.93;664.48;674.21;694.49;690.55;674.75;680.19;681.43;682.28;708.69
31-12-99 08:00;581.92;617;620.5;628.82;658.04;664.49;674.17;693.88;690.08;674.69;680.09;681.28;682.11;707.58
31-12-99 09:00;582.01;617.14;620.65;628.96;658.15;664.5;674.13;693.29;689.63;674.63;679.99;681.14;681.94;706.52
31-12-99 10:00;582.1;617.27;620.8;629.1;658.25;664.5;674.09;692.72;689.2;674.57;679.89;681.01;681.78;705.49
31-12-99 11:00;582.18;617.39;620.93;629.23;658.35;664.51;674.05;692.18;688.79;674.51;679.8;680.88;681.62;704.5
31-12-99 12:00;582.25;617.51;621.05;629.36;658.44;664.51;674.01;691.65;688.38;674.46;679.71;680.75;681.47;703.55
31-12-99 13:00;582.32;617.61;621.17;629.47;658.52;664.51;673.97;691.14;687.99;674.4;679.62;680.62;681.32;702.62
31-12-99 14:00;582.39;617.71;621.28;629.58;658.6;664.51;673.93;690.66;687.62;674.35;679.54;680.5;681.18;701.71
31-12-99 15:00;582.45;617.81;621.39;629.68;658.67;664.51;673.89;690.18;687.26;674.29;679.45;680.39;681.04;700.82
31-12-99 16:00;582.51;617.9;621.48;629.78;658.74;664.5;673.85;689.73;686.91;674.24;679.37;680.27;680.91;699.97
31-12-99 17:00;582.56;617.98;621.57;629.87;658.8;664.5;673.8;689.28;686.57;674.18;679.29;680.16;680.77;699.14
31-12-99 18:00;582.62;618.06;621.66;629.95;658.86;664.49;673.76;688.86;686.25;674.13;679.21;680.05;680.65;698.35
31-12-99 19:00;582.66;618.13;621.74;630.03;658.91;664.48;673.72;688.44;685.93;674.08;679.13;679.95;680.52;697.57
31-12-99 20:00;582.71;618.2;621.81;630.1;658.96;664.46;673.68;688.04;685.62;674.02;679.05;679.84;680.4;696.83
31-12-99 21:00;582.76;618.27;621.88;630.17;659;664.45;673.63;687.65;685.32;673.97;678.98;679.74;680.28;696.11
31-12-99 22:00;582.8;618.33;621.95;630.24;659.04;664.44;673.59;687.27;685.02;673.91;678.9;679.64;680.16;695.42
31-12-99 23:00;582.84;618.39;622.01;630.29;659.08;664.42;673.54;686.9;684.73;673.86;678.82;679.53;680.04;694.75
01-01-00 00:00;582.87;618.44;622.07;630.35;659.11;664.4;673.5;686.54;684.46;673.8;678.74;679.42;679.91;694.1
01-01-00 01:00;582.91;618.49;622.12;630.4;659.14;664.37;673.44;686.2;684.19;673.74;678.65;679.32;679.79;693.48
01-01-00 02:00;582.94;618.54;622.17;630.45;659.17;664.35;673.39;685.86;683.92;673.68;678.57;679.22;679.68;692.87
01-01-00 03:00;582.95;618.58;622.21;630.49;659.19;664.32;673.34;685.53;683.67;673.62;678.49;679.12;679.56;692.29
01-01-00 04:00;582.95;618.62;622.25;630.53;659.21;664.29;673.29;685.22;683.42;673.56;678.42;679.02;679.45;691.73
01-01-00 05:00;582.94;618.65;622.29;630.57;659.23;664.26;673.24;684.91;683.18;673.5;678.34;678.92;679.34;691.19
01-01-00 06:00;582.92;618.67;622.32;630.6;659.24;664.23;673.19;684.61;682.94;673.44;678.26;678.83;679.23;690.67
01-01-00 07:00;582.89;618.68;622.35;630.63;659.25;664.2;673.13;684.32;682.71;673.38;678.19;678.73;679.13;690.17
01-01-00 08:00;582.87;618.69;622.37;630.65;659.26;664.16;673.08;684.04;682.49;673.32;678.11;678.64;679.02;689.68
01-01-00 09:00;582.83;618.69;622.39;630.67;659.26;664.13;673.02;683.76;682.27;673.25;678.03;678.55;678.91;689.21
01-01-00 10:00;582.8;618.69;622.4;630.68;659.26;664.09;672.97;683.5;682.06;673.19;677.96;678.45;678.81;688.75
01-01-00 11:00;582.75;618.68;622.41;630.68;659.26;664.05;672.91;683.24;681.85;673.13;677.88;678.36;678.71;688.31
01-01-00 12:00;582.71;618.67;622.41;630.68;659.25;664.01;672.86;682.99;681.65;673.07;677.81;678.27;678.61;687.89
01-01-00 13:00;582.66;618.65;622.4;630.69;659.24;663.97;672.8;682.75;681.45;673.01;677.74;678.19;678.51;687.48
01-01-00 14:00;582.62;618.62;622.39;630.69;659.23;663.93;672.74;682.52;681.27;672.94;677.67;678.11;678.42;687.08
01-01-00 15:00;582.57;618.6;622.38;630.69;659.21;663.88;672.69;682.29;681.08;672.88;677.6;678.03;678.33;686.7
01-01-00 16:00;582.51;618.56;622.37;630.69;659.2;663.84;672.63;682.07;680.9;672.82;677.54;677.95;678.24;686.33
01-01-00 17:00;582.46;618.53;622.35;630.69;659.18;663.79;672.57;681.86;680.73;672.75;677.48;677.87;678.16;685.97
01-01-00 18:00;582.4;618.49;622.33;630.68;659.16;663.75;672.51;681.65;680.57;672.69;677.41;677.8;678.07;685.62
01-01-00 19:00;582.35;618.45;622.3;630.66;659.14;663.7;672.46;681.45;680.4;672.63;677.35;677.72;677.99;685.29
01-01-00 20:00;582.29;618.41;622.28;630.65;659.11;663.65;672.4;681.26;680.24;672.56;677.29;677.65;677.91;684.96
01-01-00 21:00;582.23;618.36;622.25;630.63;659.09;663.6;672.34;681.07;680.09;672.5;677.23;677.58;677.83;684.65
01-01-00 22:00;582.17;618.32;622.22;630.61;659.06;663.55;672.28;680.89;679.94;672.44;677.16;677.5;677.75;684.35
01-01-00 23:00;582.11;618.27;622.18;630.59;659.03;663.5;672.22;680.71;679.8;672.38;677.1;677.43;677.67;684.05
02-01-00 00:00;582.05;618.22;622.14;630.57;659;663.45;672.16;680.54;679.65;672.31;677.04;677.36;677.59;683.77
02-01-00 01:00;581.98;618.16;622.11;630.54;658.97;663.4;672.11;680.37;679.52;672.25;676.98;677.29;677.52;683.5
02-01-00 02:00;581.9;618.11;622.07;630.51;658.93;663.34;672.05;680.21;679.38;672.19;676.92;677.22;677.44;683.23
02-01-00 03:00;581.79;618.05;622.02;630.48;658.89;663.29;671.99;680.05;679.25;672.12;676.86;677.15;677.37;682.97
02-01-00 04:00;581.65;617.98;621.98;630.45;658.86;663.23;671.93;679.89;679.12;672.06;676.8;677.09;677.29;682.72
02-01-00 05:00;581.49;617.9;621.93;630.42;658.82;663.18;671.87;679.74;678.99;672;676.74;677.02;677.22;682.48
02-01-00 06:00;581.32;617.8;621.88;630.38;658.77;663.12;671.81;679.6;678.87;671.93;676.68;676.95;677.15;682.25
02-01-00 07:00;581.14;617.69;621.82;630.33;658.73;663.07;671.74;679.45;678.75;671.87;676.62;676.88;677.07;682.02
02-01-00 08:00;580.94;617.58;621.75;630.28;658.68;663.01;671.68;679.31;678.63;671.8;676.56;676.82;677;681.8
02-01-00 09:00;580.74;617.45;621.67;630.22;658.63;662.95;671.62;679.18;678.51;671.74;676.5;676.75;676.93;681.59
02-01-00 10:00;580.53;617.31;621.59;630.15;658.57;662.89;671.55;679.04;678.4;671.67;676.44;676.68;676.86;681.38
02-01-00 11:00;580.31;617.16;621.5;630.07;658.5;662.82;671.49;678.91;678.29;671.6;676.38;676.62;676.79;681.18
02-01-00 12:00;580.09;617;621.4;629.99;658.43;662.76;671.42;678.78;678.18;671.53;676.31;676.55;676.72;680.98
02-01-00 13:00;579.87;616.85;621.27;629.96;658.36;662.67;671.38;678.66;678.07;671.48;676.29;676.51;676.67;680.76
02-01-00 14:00;579.64;616.68;621.13;629.93;658.29;662.57;671.35;678.54;677.97;671.44;676.3;676.5;676.64;680.54
02-01-00 15:00;579.4;616.51;621;629.9;658.22;662.48;671.33;678.42;677.88;671.41;676.31;676.5;676.63;680.32
02-01-00 16:00;579.16;616.34;620.86;629.86;658.15;662.39;671.32;678.32;677.8;671.39;676.34;676.51;676.63;680.11
02-01-00 17:00;578.92;616.15;620.72;629.82;658.09;662.31;671.3;678.22;677.73;671.37;676.37;676.52;676.64;679.91
02-01-00 18:00;578.64;616.12;620.57;629.78;658.02;662.23;671.3;678.12;677.67;671.36;676.4;676.55;676.65;679.71
02-01-00 19:00;578.28;616.19;620.45;629.76;657.95;662.15;671.3;678.04;677.61;671.35;676.45;676.58;676.67;679.52
02-01-00 20:00;577.89;616.32;620.37;629.77;657.89;662.07;671.3;677.96;677.56;671.35;676.49;676.61;676.7;679.35
02-01-00 21:00;577.49;616.47;620.33;629.82;657.85;662.01;671.31;677.89;677.52;671.35;676.54;676.65;676.73;679.18
02-01-00 22:00;577.08;616.65;620.33;629.91;657.84;661.95;671.32;677.82;677.49;671.35;676.6;676.69;676.76;679.01
02-01-00 23:00;576.67;616.85;620.36;630.03;657.85;661.9;671.34;677.77;677.46;671.37;676.66;676.74;676.8;678.86
03-01-00 00:00;576.25;617.07;620.42;630.17;657.88;661.87;671.38;677.72;677.43;671.4;676.73;676.8;676.85;678.71
03-01-00 01:00;575.83;617.3;620.5;630.35;657.94;661.85;671.42;677.67;677.42;671.43;676.82;676.87;676.91;678.58
03-01-00 02:00;575.49;617.54;620.6;630.54;658.02;661.85;671.49;677.64;677.41;671.49;676.91;676.95;676.99;678.45
03-01-00 03:00;575.32;617.8;620.73;630.76;658.12;661.87;671.56;677.61;677.41;671.56;677.03;677.05;677.07;678.33
03-01-00 04:00;575.28;618.13;620.87;630.99;658.24;661.9;671.66;677.59;677.42;671.64;677.15;677.16;677.17;678.22
03-01-00 05:00;575.32;618.53;621.05;631.25;658.38;661.95;671.77;677.58;677.44;671.74;677.29;677.28;677.28;678.11
03-01-00 06:00;575.44;618.99;621.26;631.55;658.55;662.02;671.9;677.58;677.47;671.86;677.45;677.42;677.4;678.02
03-01-00 07:00;575.62;619.52;621.51;631.88;658.73;662.11;672.04;677.59;677.52;671.99;677.62;677.57;677.55;677.93
03-01-00 08:00;575.84;620.1;621.8;632.25;658.95;662.22;672.2;677.61;677.57;672.14;677.81;677.74;677.7;677.85
03-01-00 09:00;576.11;620.74;622.13;632.67;659.2;662.35;672.38;677.65;677.64;672.31;678.02;677.93;677.87;677.78
03-01-00 10:00;576.41;621.44;622.52;633.13;659.49;662.5;672.59;677.69;677.72;672.49;678.24;678.13;678.06;677.72
03-01-00 11:00;576.73;622.17;622.94;633.63;659.81;662.68;672.81;677.75;677.82;672.7;678.49;678.36;678.27;677.67
03-01-00 12:00;577.08;622.94;623.41;634.18;660.16;662.88;673.06;677.82;677.93;672.94;678.76;678.6;678.5;677.63
03-01-00 13:00;577.45;623.77;623.89;634.84;660.56;663.09;673.37;677.91;678.05;673.22;679.12;678.91;678.78;677.55
03-01-00 14:00;577.83;624.61;624.4;635.54;661.24;663.33;673.73;678.01;678.2;673.55;679.53;679.29;679.13;677.49
03-01-00 15:00;578.23;625.49;624.91;636.22;662.2;663.67;674.16;678.14;678.39;673.94;680;679.71;679.52;677.43
03-01-00 16:00;578.64;626.39;625.41;636.88;663.25;664.15;674.68;678.29;678.6;674.42;680.55;680.2;679.98;677.39
03-01-00 17:00;579.06;627.3;625.92;637.57;664.37;664.73;675.33;678.46;678.86;675.01;681.2;680.78;680.51;677.36
03-01-00 18:00;579.49;628.24;626.46;638.28;665.55;665.42;676.08;678.68;679.16;675.72;681.95;681.46;681.14;677.35
03-01-00 19:00;579.92;629.18;627.02;639.02;666.79;666.19;676.91;678.93;679.51;676.5;682.78;682.21;681.84;677.36
03-01-00 20:00;580.35;630.15;627.61;639.79;668.08;667.03;677.81;679.23;679.92;677.35;683.69;683.04;682.62;677.39
03-01-00 21:00;580.79;631.12;628.23;640.59;669.41;667.94;678.78;679.58;680.38;678.28;684.66;683.93;683.46;677.45
03-01-00 22:00;581.23;632.1;628.87;641.41;670.79;668.91;679.82;679.98;680.9;679.27;685.71;684.9;684.37;677.54
03-01-00 23:00;581.67;633.1;629.53;642.26;672.19;669.91;680.91;680.43;681.48;680.31;686.81;685.92;685.35;677.66
04-01-00 00:00;582.13;634.06;630.22;643.13;673.63;670.96;682.04;680.93;682.11;681.4;687.96;687;686.37;677.81
04-01-00 01:00;582.61;635.01;630.93;644.02;675.1;672.07;683.23;681.48;682.79;682.55;689.16;688.13;687.45;677.99
04-01-00 02:00;583.08;635.93;631.64;644.92;676.68;673.26;684.48;682.07;683.52;683.75;690.42;689.31;688.58;678.21
04-01-00 03:00;583.51;636.85;632.35;645.83;678.3;674.56;685.82;682.71;684.3;685.04;691.75;690.56;689.77;678.47
04-01-00 04:00;583.92;637.75;633.08;646.76;679.95;675.98;687.27;683.4;685.13;686.43;693.17;691.89;691.04;678.76
04-01-00 05:00;584.31;638.66;633.81;647.7;681.59;677.43;688.81;684.14;686.02;687.91;694.69;693.31;692.4;679.1
04-01-00 06:00;584.69;639.57;634.56;648.64;683.26;678.87;690.35;684.94;686.98;689.41;696.25;694.79;693.83;679.47
04-01-00 07:00;585.06;640.47;635.32;649.6;684.96;680.33;691.92;685.79;687.99;690.94;697.85;696.3;695.29;679.89
04-01-00 08:00;585.42;641.36;636.09;650.57;686.68;681.83;693.52;686.69;689.06;692.5;699.47;697.85;696.79;680.34
04-01-00 09:00;585.76;642.27;636.87;651.56;688.41;683.36;695.14;687.64;690.17;694.08;701.11;699.41;698.3;680.84
04-01-00 10:00;586.09;643.21;637.66;652.54;690.12;684.9;696.79;688.64;691.33;695.69;702.79;701.02;699.87;681.39
04-01-00 11:00;586.41;644.16;638.46;653.54;691.88;686.46;698.47;689.68;692.53;697.34;704.51;702.67;701.47;681.97
04-01-00 12:00;586.72;645.11;639.27;654.56;693.69;688.04;700.18;690.76;693.77;699.02;706.26;704.35;703.11;682.6
04-01-00 13:00;587.03;646.07;640.16;655.48;695.52;689.61;701.9;691.89;695.05;700.7;708.04;706.06;704.78;683.27
04-01-00 14:00;587.34;647.05;641.03;656.37;697.17;691.22;703.66;693.06;696.37;702.43;709.86;707.81;706.49;683.97
04-01-00 15:00;587.64;648.03;641.89;657.24;698.87;692.78;705.41;694.26;697.73;704.15;711.69;709.59;708.22;684.72
04-01-00 16:00;587.95;649.01;642.76;658.14;700.61;694.39;707.18;695.5;699.13;705.89;713.53;711.37;709.97;685.51
04-01-00 17:00;588.23;650.02;643.64;659.04;702.53;696.05;708.99;696.78;700.56;707.67;715.41;713.19;711.75;686.34
04-01-00 18:00;588.5;651.04;644.52;659.93;704.49;697.79;710.86;698.08;702.01;709.5;717.33;715.04;713.57;687.21
04-01-00 19:00;588.76;652.08;645.4;660.83;706.5;699.6;712.79;699.4;703.49;711.39;719.3;716.94;715.43;688.12
04-01-00 20:00;589.02;653.11;646.29;661.75;708.54;701.45;714.78;700.77;705.01;713.34;721.33;718.89;717.33;689.07
04-01-00 21:00;589.27;654.16;647.22;662.71;710.31;703.27;716.74;702.18;706.57;715.26;723.35;720.86;719.26;690.06
04-01-00 22:00;589.52;655.2;648.14;663.66;712.02;705.1;718.72;703.62;708.18;717.21;725.39;722.84;721.21;691.08
04-01-00 23:00;589.76;656.25;649.07;664.61;713.75;706.91;720.7;705.1;709.8;719.16;727.44;724.83;723.17;692.14
05-01-00 00:00;590.01;657.32;650.04;665.62;715.52;708.72;722.7;706.61;711.46;721.13;729.52;726.84;725.15;693.23
05-01-00 01:00;590.25;658.4;651.02;666.63;717.31;710.56;724.71;708.15;713.15;723.12;731.61;728.88;727.16;694.37
05-01-00 02:00;590.45;659.48;652.05;667.68;719.14;712.42;726.74;709.72;714.88;725.12;733.73;730.95;729.2;695.54
05-01-00 03:00;590.58;660.57;653.09;668.76;720.98;714.3;728.8;711.33;716.65;727.16;735.87;733.05;731.27;696.75
05-01-00 04:00;590.66;661.64;654.17;669.86;722.95;716.21;730.89;712.98;718.47;729.22;738.04;735.17;733.37;697.99
05-01-00 05:00;590.68;662.73;655.24;670.96;724.95;718.18;733.02;714.68;720.32;731.32;740.26;737.34;735.51;699.28
05-01-00 06:00;590.65;663.81;656.32;672.07;726.97;720.19;735.2;716.4;722.22;733.47;742.52;739.56;737.7;700.6
05-01-00 07:00;590.6;664.87;657.42;673.19;729.01;722.24;737.41;718.17;724.16;735.65;744.81;741.81;739.94;701.94
05-01-00 08:00;590.52;665.92;658.52;674.33;731.09;724.31;739.63;719.95;726.13;737.85;747.14;744.1;742.2;703.33
05-01-00 09:00;590.43;666.93;659.63;675.47;733.18;726.41;741.91;721.79;728.13;740.1;749.5;746.4;744.49;704.75
05-01-00 10:00;590.34;667.85;660.75;676.62;735.32;728.55;744.22;723.66;730.16;742.39;751.91;748.77;746.83;706.21
05-01-00 11:00;590.27;668.74;661.83;677.75;737.49;730.73;746.58;725.55;732.21;744.72;754.35;751.17;749.2;707.69
05-01-00 12:00;590.19;669.6;662.9;678.86;739.69;732.95;748.97;727.48;734.31;747.09;756.84;753.61;751.62;709.2
05-01-00 13:00;590.1;670.44;663.98;679.93;741.9;735.2;751.4;729.44;736.47;749.5;759.36;756.09;754.08;710.75
05-01-00 14:00;590.01;671.29;665.04;681;744.14;737.46;753.86;731.44;738.66;751.94;761.92;758.58;756.53;712.34
05-01-00 15:00;589.93;672.13;666.1;682.05;746.5;739.76;756.33;733.47;740.86;754.39;764.47;761.09;759.02;713.97
05-01-00 16:00;589.84;672.96;667.12;683.06;748.87;742.1;758.85;735.51;743.08;756.88;767.08;763.66;761.57;715.65
05-01-00 17:00;589.74;673.77;668.12;684.05;751.24;744.48;761.42;737.62;745.37;759.43;769.75;766.29;764.18;717.35
05-01-00 18:00;589.65;674.57;669.12;685.03;753.62;746.89;764.03;739.78;747.73;762.03;772.47;768.97;766.85;719.08
05-01-00 19:00;589.55;675.36;670.06;685.98;755.96;749.33;766.68;742;750.16;764.67;775.24;771.71;769.57;720.84
05-01-00 20:00;589.46;676.14;670.99;686.91;758.29;751.77;769.36;744.28;752.64;767.33;778.05;774.49;772.34;722.62
05-01-00 21:00;589.36;676.9;671.94;687.86;760.62;754.21;772.05;746.6;755.18;770.02;780.89;777.3;775.15;724.42
05-01-00 22:00;589.26;677.67;672.91;688.82;762.96;756.67;774.75;748.97;757.77;772.73;783.74;780.15;777.99;726.23
05-01-00 23:00;589.17;678.42;673.89;689.81;765.15;759.1;777.46;751.4;760.4;775.45;786.62;783.01;780.85;728.07
06-01-00 00:00;589.07;679.18;674.91;690.83;767.31;761.46;780.14;753.88;763.08;778.14;789.49;785.88;783.72;729.92
06-01-00 01:00;588.97;679.94;675.94;691.86;769.46;763.8;782.76;756.42;765.81;780.76;792.3;788.71;786.57;731.81
06-01-00 02:00;589.04;680.71;676.97;692.9;771.61;766.12;785.38;758.99;768.55;783.39;795.11;791.53;789.4;733.77
06-01-00 03:00;589.43;681.51;677.98;693.91;773.76;768.44;788;761.6;771.31;786.03;797.92;794.36;792.24;735.81
06-01-00 04:00;590.07;682.43;679;694.93;775.9;770.76;790.62;764.24;774.11;788.67;800.75;797.2;795.1;737.91
06-01-00 05:00;590.92;683.46;680.02;695.95;778.05;773.07;793.25;766.93;776.93;791.31;803.58;800.06;797.97;740.07
06-01-00 06:00;591.93;684.65;681.06;696.99;780.17;775.36;795.83;769.65;779.78;793.9;806.38;802.9;800.83;742.28
06-01-00 07:00;593.05;685.97;682.17;698.08;782.31;777.63;798.41;772.41;782.66;796.5;809.16;805.71;803.67;744.56
06-01-00 08:00;594.29;687.41;683.35;699.23;784.46;779.91;800.99;775.2;785.54;799.1;811.94;808.53;806.51;746.89
06-01-00 09:00;595.62;688.96;684.58;700.42;786.65;782.2;803.57;778.02;788.45;801.7;814.73;811.35;809.34;749.28
06-01-00 10:00;597.03;690.62;685.87;701.67;788.85;784.51;806.18;780.85;791.35;804.33;817.55;814.19;812.21;751.71
