Time [yyyy-MM-dd HH:mm:ss];Q-IJsselkpDoesbbrg: Discharge at (IJssel02_B_B_B_ 173_859)_ Flow1D [m³/s];905.00_IJ: Discharge at (IJssel03_B_A_ 474_452)_ Flow1D [m³/s];50844ObsUS: Discharge at (IJssel03_B_A_ 12393_22)_ Flow1D [m³/s];923.00_IJ: Discharge at (IJssel03_B_B_B_ 498_93)_ Flow1D [m³/s];50848ObsUS: Discharge at (IJssel04_A_ 109_4015)_ Flow1D [m³/s];940.00_IJ: Discharge at (IJssel05_B_ 665_96)_ Flow1D [m³/s];50842ObsUS: Discharge at (IJssel06_A_ 1202_662)_ Flow1D [m³/s];Veessenboven: Discharge at (IJssel07_B_B_ 348_517)_ Flow1D [m³/s];odd_006: Discharge at (IJssel07_A_ 249)_ Flow1D [m³/s];944.00_IJ: Discharge at (IJssel06_B_B_A_ 187_8305)_ Flow1D [m³/s];947.00_IJ: Discharge at (IJssel06_B_B_B_A_ 434_799)_ Flow1D [m³/s];949.00_IJ: Discharge at (IJssel06_B_B_B_B_A_ 42_872)_ Flow1D [m³/s];950.00_IJ: Discharge at (IJssel06_B_B_B_B_B_ 65_6005)_ Flow1D [m³/s];977.00_IJ: Discharge at (IJssel09_B_ 100_375)_ Flow1D [m³/s]
14-01-00 02:00;2339.3;2144.9;2076.5;2077.5;2060.3;2008.5;2002.8;1926.1;1942;1997.2;1994.1;1985.7;1978.5;1838.7
14-01-00 03:00;2369.5;2170.1;2100.8;2101.6;2082.9;2030.2;2020.5;1943.4;1959.8;2015.1;2012.2;2003.9;1996.7;1852.7
14-01-00 04:00;2397.8;2195.6;2125.6;2126.2;2106.5;2053.4;2035.7;1960.7;1977.1;2030.4;2028.1;2020.2;2013.3;1867.1
14-01-00 05:00;2429.4;2221.1;2150.9;2151.3;2130.7;2076.8;2049.2;1977.2;1993.2;2043.9;2041.9;2034.4;2027.8;1882
14-01-00 06:00;2496.1;2246.7;2176.3;2176.7;2155.3;2101.4;2062.6;1992.8;2008.3;2057.3;2055.5;2048.2;2041.8;1897
14-01-00 07:00;2548.9;2275.2;2202;2202.3;2181;2123.9;2074.1;2007.8;2022.8;2069;2067.7;2060.8;2054.8;1911.9
14-01-00 08:00;2606.9;2307.5;2229.4;2229.3;2207.3;2145.6;2084.3;2021.8;2036.2;2079.3;2078.5;2072.1;2066.4;1926.5
14-01-00 09:00;2654.4;2342.9;2259.1;2258.3;2235.1;2166.9;2093.8;2034.9;2048.6;2088.9;2088.5;2082.4;2077.1;1940.8
14-01-00 10:00;2672.6;2380.4;2291.2;2289.5;2264.7;2188.2;2103.1;2047.1;2060.1;2098.3;2098.1;2092.3;2087.2;1954.5
14-01-00 11:00;2694.1;2419.6;2325.4;2323;2296.1;2210.1;2112.4;2058.7;2071.2;2107.7;2107.6;2102;2097.2;1967.8
14-01-00 12:00;2744.4;2459.3;2361.5;2358.3;2329.6;2232.7;2122.1;2069.9;2081.9;2117.2;2117.2;2111.8;2107.1;1980.5
14-01-00 13:00;2798.3;2499.3;2398.7;2395;2365.1;2256.5;2133.1;2080.9;2092.5;2128.3;2128.2;2122.6;2117.8;1992.7
14-01-00 14:00;2838;2538.6;2434.5;2431.9;2402.4;2281.9;2144.9;2092.2;2103.8;2140;2139.8;2134.2;2129.3;2004.7
14-01-00 15:00;2866.6;2577.9;2474.9;2470.5;2440.2;2307.3;2156.5;2103.7;2115.3;2151.5;2151.3;2145.7;2140.8;2016.3
14-01-00 16:00;2891.3;2616.5;2513.7;2509.3;2479.3;2333.3;2168.1;2115.2;2126.8;2163;2162.7;2157.1;2152.3;2028.6
14-01-00 17:00;2915.6;2654.3;2552.5;2548.1;2519.3;2359.7;2179.8;2126.7;2138.3;2174.5;2174.3;2168.6;2163.8;2040.6
14-01-00 18:00;2940.7;2690.7;2590.9;2586.7;2559.3;2386.4;2191.5;2138.3;2149.9;2186.1;2185.8;2180.2;2175.3;2052.3
14-01-00 19:00;2963.2;2726.1;2628.6;2624.7;2599.3;2413.3;2202.1;2149.8;2161.3;2197;2196.6;2191.2;2186.3;2063.9
14-01-00 20:00;2986.2;2759.8;2665.4;2661.9;2638.6;2439.5;2213.3;2161.1;2172.6;2207.8;2207.7;2202.2;2197.5;2075.4
14-01-00 21:00;3008.7;2792.4;2700.1;2697.3;2677;2465.2;2223.7;2172.3;2183.7;2218.3;2218.2;2212.9;2208.2;2086.7
14-01-00 22:00;3030.7;2823.8;2732.7;2730.2;2713.6;2489.9;2233.6;2183.3;2194.5;2228.3;2228.3;2223.1;2218.5;2097.9
14-01-00 23:00;3052.1;2850.3;2763.9;2761.7;2745.4;2512;2242.1;2193.9;2205;2237.2;2237.6;2232.6;2228.3;2109
15-01-00 00:00;3072.8;2877.9;2792.7;2790.5;2774.1;2526.7;2246.1;2204;2214.5;2242;2243.1;2239;2235.2;2120
15-01-00 01:00;3092.9;2905.5;2820.8;2818.5;2802.6;2498.3;2382.6;2212.4;2222.1;2309.1;2270.2;2253.3;2244.6;2130.7
15-01-00 02:00;3111.1;2932.9;2848.5;2845.8;2817.5;2452;2411.5;2246.7;2271.2;2385.6;2375.5;2359.9;2345.7;2141.1
15-01-00 03:00;3125.3;2959.8;2872.9;2868.9;2835.7;2524.5;2458.6;2283.9;2310.8;2412;2397.1;2382.3;2370.4;2154.1
15-01-00 04:00;3136.4;2984.8;2895.3;2888.7;2840;2654.9;2574.7;2319;2351.8;2505.6;2485.5;2463.3;2444.2;2173
15-01-00 05:00;3146.5;3007.1;2914.8;2907.7;2862.6;2698.4;2625.4;2370.9;2408.9;2554.7;2537.5;2517.1;2499.5;2194.7
15-01-00 06:00;3155.6;3027;2935.7;2928.7;2885.6;2732.8;2664.8;2418.1;2456.9;2593.1;2578;2559.4;2543;2221.4
15-01-00 07:00;3164;3045.4;2956.3;2949.5;2907.9;2765.2;2699.6;2461.3;2499.2;2626.9;2613.2;2595.8;2580.5;2251.9
15-01-00 08:00;3171.9;3062.3;2976.1;2969.5;2930;2797;2731.5;2501.3;2538.2;2658.5;2646;2629.7;2615.3;2284.2
15-01-00 09:00;3179.4;3077.8;2994.8;2988.7;2951.4;2826.7;2762.3;2538.5;2574.1;2688.3;2676.7;2661.2;2647.5;2317.1
15-01-00 10:00;3186.6;3092.1;3012.5;3006.8;2972;2855.4;2791.9;2573.4;2607.9;2717;2706.2;2691.4;2678.3;2350.1
15-01-00 11:00;3193.5;3105.6;3029.2;3024;2991.7;2882.2;2819.1;2606.3;2639.7;2742.8;2732.9;2719;2706.6;2382.5
15-01-00 12:00;3200.1;3118.3;3045.2;3040.5;3010.6;2906.2;2844.4;2636.9;2669.3;2769.5;2759.8;2746.1;2734.1;2414.2
15-01-00 13:00;3206.5;3130.3;3060.5;3056.3;3028.1;2926.7;2867.8;2666.4;2698.4;2797.8;2788.2;2774.7;2762.8;2445.5
15-01-00 14:00;3212.8;3141.6;3074.8;3071.1;3044.4;2946.3;2890.7;2695.5;2727.5;2825.9;2816.5;2803.1;2791.3;2475.1
15-01-00 15:00;3218.9;3152.3;3088.3;3085;3059.9;2965;2912.9;2724.3;2756.1;2853.3;2844.1;2830.9;2819.3;2503.8
15-01-00 16:00;3224.5;3162.5;3101;3098.1;3074.7;2982.8;2934.2;2752.4;2784.1;2879.7;2870.9;2857.9;2846.5;2532
15-01-00 17:00;3229.1;3171.9;3113;3110.5;3088.8;2999.8;2953.8;2779.8;2811.3;2902.5;2894.5;2882.7;2872;2559.7
15-01-00 18:00;3233.3;3180.7;3124.3;3122.3;3102.1;3013.3;2968.3;2804.7;2834.8;2920.2;2912.5;2901.2;2891.1;2586.7
15-01-00 19:00;3237.4;3188.9;3135;3133.2;3114.1;3026.2;2983.9;2827.1;2856.4;2940;2932.5;2921.4;2911.5;2612.8
15-01-00 20:00;3241.3;3196.6;3144.8;3143.3;3125.3;3038.9;2999.3;2848.7;2877.5;2959.5;2952.2;2941.3;2931.6;2638.6
15-01-00 21:00;3245.1;3203.7;3153.9;3152.8;3136;3051.4;3014.5;2869.7;2898.1;2978.5;2971.5;2960.9;2951.4;2664.6
15-01-00 22:00;3248.9;3210.5;3162.5;3161.6;3146.1;3063.4;3029.2;2890;2918.2;2997;2990.3;2979.8;2970.5;2690.4
15-01-00 23:00;3252.7;3216.8;3170.5;3170;3155.6;3075.1;3043.5;2909.9;2937.6;3014.8;3008.3;2998.1;2989;2715.9
16-01-00 00:00;3256.4;3222.9;3178.2;3177.9;3164.7;3086.3;3057.2;2929.2;2956.5;3031.9;3025.7;3015.7;3006.8;2741.2
16-01-00 01:00;3260.1;3228.6;3185.4;3185.4;3173.3;3097.1;3070.4;2948;2974.8;3048.3;3042.4;3032.6;3023.9;2766.1
16-01-00 02:00;3263.2;3234.2;3192.3;3192.5;3181.6;3107.5;3083.2;2966.3;2992.5;3064;3058.4;3048.9;3040.4;2790.7
16-01-00 03:00;3265.4;3239.4;3199;3199.4;3189.5;3117.6;3095.4;2983.9;3009.6;3079;3073.7;3064.5;3056.3;2814.7
16-01-00 04:00;3266.7;3244.3;3205.3;3205.9;3197.1;3127.4;3107.4;3001.1;3026;3093.4;3088.4;3079.5;3071.5;2838.3
16-01-00 05:00;3267.4;3248.7;3211.3;3212.2;3204.6;3137.9;3119.5;3017.6;3041.9;3106.2;3101.7;3093.2;3085.5;2861.3
16-01-00 06:00;3267.5;3252.5;3216.9;3218.1;3212;3148.3;3131;3033.3;3056.7;3118.3;3114.2;3106;3098.7;2883.7
16-01-00 07:00;3267.1;3255.8;3222.2;3223.7;3219.1;3158.2;3141.9;3048.3;3070.8;3129.8;3126.1;3118.2;3111.2;2905.5
16-01-00 08:00;3266.4;3258.7;3227.1;3229;3225.9;3167.7;3152.4;3062.6;3084.3;3140.8;3137.4;3129.9;3123.1;2926.5
16-01-00 09:00;3265.5;3261.1;3231.6;3233.8;3232.2;3176.6;3162.4;3076.3;3097.2;3151.2;3148.2;3141;3134.5;2946.7
16-01-00 10:00;3264.2;3263.2;3235.6;3238.2;3238;3185.1;3171.8;3089.4;3109.5;3161.1;3158.4;3151.5;3145.2;2966.1
16-01-00 11:00;3262.8;3264.9;3239.3;3242.1;3243.4;3193;3180.6;3101.9;3121.2;3170.4;3168;3161.4;3155.4;2984.9
16-01-00 12:00;3261.2;3266.2;3242.5;3245.7;3248.4;3200.5;3188.9;3113.8;3132.3;3179.2;3177.1;3170.7;3165;3003
16-01-00 13:00;3259.5;3267.3;3245.3;3248.9;3252.9;3207.4;3196.8;3125.1;3142.8;3187.5;3185.7;3179.6;3174.2;3020.3
16-01-00 14:00;3257.7;3268.1;3247.9;3251.7;3257;3213.9;3204.2;3136;3152.9;3195.3;3193.8;3188;3182.8;3036.9
16-01-00 15:00;3255.8;3268.6;3250;3254.2;3260.7;3220;3211.1;3146.3;3162.4;3202.6;3201.5;3196;3191;3052.2
16-01-00 16:00;3253.8;3268.9;3251.9;3256.3;3264.1;3225.6;3217.6;3156.1;3171.4;3209.6;3208.7;3203.4;3198.7;3066.8
16-01-00 17:00;3251.7;3269;3253.5;3258.2;3267.2;3230.9;3223.7;3165.5;3180;3216.1;3215.5;3210.5;3206;3080.6
16-01-00 18:00;3249.6;3268.9;3254.8;3259.8;3269.9;3235.8;3229.4;3174.4;3188.2;3222.2;3221.9;3217.1;3212.8;3093.7
16-01-00 19:00;3247.4;3268.6;3255.9;3261.2;3272.4;3240.3;3234.7;3182.8;3195.9;3227.9;3227.9;3223.4;3219.3;3106.2
16-01-00 20:00;3245.1;3268.2;3256.8;3262.3;3274.5;3244.5;3239.7;3190.7;3203.2;3233.2;3233.5;3229.2;3225.4;3118
16-01-00 21:00;3242.9;3267.6;3257.4;3263.2;3276.4;3248.3;3244.2;3198.1;3210;3238.2;3238.7;3234.7;3231;3129.1
16-01-00 22:00;3240.5;3266.9;3257.9;3263.8;3278;3251.9;3248.5;3205.1;3216.4;3242.8;3243.5;3239.7;3236.3;3139.7
16-01-00 23:00;3238.2;3266;3258.1;3264.3;3279.5;3255.1;3252.4;3211.7;3222.4;3247;3248;3244.5;3241.2;3149.7
17-01-00 00:00;3235.8;3265.1;3258.3;3264.6;3280.7;3258.1;3256;3217.9;3228;3250.9;3252.2;3248.8;3245.8;3159.1
17-01-00 01:00;3233.5;3264;3258.2;3264.8;3281.7;3260.7;3259.3;3223.8;3233.3;3254.6;3256.1;3252.9;3250;3168
17-01-00 02:00;3230.5;3262.9;3258;3264.8;3282.5;3263.1;3262.4;3229.2;3238.2;3257.9;3259.6;3256.6;3253.9;3176.4
17-01-00 03:00;3226.6;3261.5;3257.7;3264.7;3283.1;3265.3;3265.1;3234.2;3242.7;3260.9;3262.9;3260;3257.5;3184.3
17-01-00 04:00;3221.9;3259.8;3257.2;3264.3;3283.6;3267.3;3267.6;3239;3246.9;3263.7;3265.8;3263.2;3260.8;3191.8
17-01-00 05:00;3216.4;3257.6;3256.4;3263.7;3283.8;3268.9;3269.9;3243.3;3250.8;3266.2;3268.5;3266.1;3263.8;3198.8
17-01-00 06:00;3210.4;3255;3255.2;3262.8;3283.8;3270.4;3271.8;3247.4;3254.4;3268.5;3271;3268.7;3266.6;3205.5
17-01-00 07:00;3204;3251.8;3253.6;3261.5;3283.4;3271.5;3273.5;3251.1;3257.7;3270.4;3273.1;3271;3269.1;3211.7
17-01-00 08:00;3197;3248.2;3251.7;3259.8;3282.6;3272.3;3274.9;3254.6;3260.7;3272.1;3275;3273;3271.2;3217.5
17-01-00 09:00;3188.9;3244.2;3249.3;3257.7;3281.5;3272.8;3275.9;3257.6;3263.4;3273.4;3276.5;3274.7;3273;3222.9
17-01-00 10:00;3180;3239.6;3246.5;3255.1;3280;3272.9;3276.6;3260.4;3265.7;3274.3;3277.6;3276;3274.5;3228
17-01-00 11:00;3168.1;3234.3;3243.1;3252.1;3278;3272.6;3276.9;3262.8;3267.6;3274.9;3278.4;3277;3275.6;3232.7
17-01-00 12:00;3155.1;3227.9;3239.2;3248.5;3275.6;3271.9;3276.8;3264.8;3269.2;3275.2;3278.8;3277.6;3276.4;3237
17-01-00 13:00;3142;3220.5;3234.5;3244.2;3272.6;3270.8;3276.3;3266.5;3270.5;3275;3278.9;3277.8;3276.8;3240.9
17-01-00 14:00;3128.8;3212.2;3229;3239;3268.9;3269.2;3275.4;3267.8;3271.3;3274.3;3278.5;3277.6;3276.7;3244.5
17-01-00 15:00;3115.4;3203.4;3222.7;3233.2;3264.5;3266.9;3273.9;3268.7;3271.7;3273.2;3277.5;3276.8;3276.2;3247.7
17-01-00 16:00;3102;3194;3215.7;3226.6;3259.5;3264;3271.8;3269.1;3271.7;3271.5;3276.1;3275.6;3275.1;3250.4
17-01-00 17:00;3088.4;3184.2;3208.2;3219.5;3253.9;3260.3;3269;3269.1;3271.1;3269.1;3274;3273.7;3273.5;3252.8
17-01-00 18:00;3074.7;3174;3200.2;3211.9;3247.7;3256;3265.5;3268.5;3270;3266;3271.2;3271.2;3271.2;3254.7
17-01-00 19:00;3060.9;3163.4;3191.8;3203.8;3241.1;3251.2;3261.5;3267.3;3268.2;3262.4;3267.9;3268.1;3268.3;3256.2
17-01-00 20:00;3047;3152.5;3182.9;3195.3;3233.9;3245.8;3256.9;3265.6;3266;3258.3;3264;3264.5;3264.9;3257.2
17-01-00 21:00;3033;3141.3;3173.7;3186.4;3226.3;3239.9;3251.8;3263.3;3263.1;3253.6;3259.6;3260.3;3260.9;3257.7
17-01-00 22:00;3018.9;3129.8;3164;3177;3218.3;3233.5;3246.3;3260.6;3259.8;3248.4;3254.7;3255.7;3256.4;3257.7
17-01-00 23:00;3004.8;3118.1;3153.9;3167.3;3209.8;3226.7;3240.2;3257.3;3256;3242.7;3249.3;3250.5;3251.5;3257.3
18-01-00 00:00;2990.4;3106.2;3143.6;3157.3;3201;3219.4;3233.7;3253.5;3251.6;3236.6;3243.5;3244.9;3246.1;3256.3
18-01-00 01:00;2976;3094.1;3133;3146.9;3191.8;3211.8;3226.8;3249.3;3246.8;3230;3237.1;3238.8;3240.2;3254.8
18-01-00 02:00;2960.1;3081.7;3122.1;3136.3;3182.2;3203.7;3219.5;3244.6;3241.6;3223.1;3230.4;3232.3;3233.8;3252.9
18-01-00 03:00;2942.6;3068.9;3110.9;3125.4;3172.3;3195.3;3211.7;3239.4;3235.9;3215.7;3223.3;3225.3;3227.1;3250.5
18-01-00 04:00;2923.7;3055.3;3099.4;3114.1;3162.2;3186.5;3203.6;3233.8;3229.7;3207.9;3215.7;3218;3220;3247.6
18-01-00 05:00;2903.7;3041;3087.3;3102.4;3151.6;3177.4;3195.2;3227.8;3223.2;3199.8;3207.9;3210.3;3212.5;3244.3
18-01-00 06:00;2882.6;3025.7;3074.6;3090;3140.5;3167.8;3186.3;3221.4;3216.3;3191.3;3199.6;3202.2;3204.5;3240.5
18-01-00 07:00;2860.2;3009.6;3061.1;3077;3128.9;3157.8;3177;3214.6;3209;3182.3;3190.8;3193.7;3196.2;3236.3
18-01-00 08:00;2836.4;2992.6;3047;3063.2;3116.6;3147.2;3167.1;3207.3;3201.2;3172.8;3181.6;3184.7;3187.4;3231.6
18-01-00 09:00;2811.2;2974.6;3032;3048.7;3103.7;3136;3156.8;3199.6;3193;3162.8;3171.9;3175.2;3178.1;3226.6
18-01-00 10:00;2784.5;2955.5;3016.2;3033.4;3090.1;3124.2;3145.8;3191.4;3184.2;3152.2;3161.6;3165.1;3168.2;3221
18-01-00 11:00;2756.1;2935.2;2999.6;3017.2;3075.7;3111.7;3134.2;3182.7;3174.9;3141;3150.6;3154.4;3157.8;3215.1
18-01-00 12:00;2726.2;2913.8;2981.9;3000.1;3060.5;3098.6;3121.9;3173.4;3165.1;3129.1;3139.1;3143.1;3146.7;3208.6
18-01-00 13:00;2696;2891.1;2963.3;2982.1;3044.4;3084.7;3108.9;3163.6;3154.6;3116.6;3126.9;3131.2;3134.9;3201.7
18-01-00 14:00;2667.3;2867.5;2943.5;2962.9;3027.5;3070;3095.2;3153.1;3143.4;3103.4;3114;3118.5;3122.5;3194.2
18-01-00 15:00;2638;2843.5;2922.9;2942.9;3009.6;3054.4;3080.7;3141.9;3131.7;3089.4;3100.3;3105.2;3109.4;3186.2
18-01-00 16:00;2607.9;2819;2901.7;2922.2;2990.9;3038.1;3065.4;3130.1;3119.2;3074.6;3085.9;3091.1;3095.6;3177.6
18-01-00 17:00;2577.5;2794;2879.9;2901;2971.6;3021;3049.4;3117.6;3106;3059.2;3070.8;3076.3;3081;3168.3
18-01-00 18:00;2547.8;2768.5;2857.5;2879.1;2951.6;3003.3;3032.7;3104.4;3092.2;3043;3054.9;3060.7;3065.8;3158.5
18-01-00 19:00;2518.5;2742.3;2834.6;2856.6;2931.1;2985;3015.4;3090.6;3077.7;3026.1;3038.5;3044.5;3049.8;3148.1
18-01-00 20:00;2500.5;2716.1;2811;2833.5;2909.9;2966.1;2997.5;3076.2;3062.6;3008.7;3021.4;3027.7;3033.3;3137.1
18-01-00 21:00;2486.2;2691.7;2787.2;2810.2;2888.2;2946.5;2978.9;3061.2;3046.8;2990.6;3003.7;3010.3;3016.2;3125.4
18-01-00 22:00;2472.8;2669.2;2763.7;2786.9;2866.2;2926.4;2959.8;3045.5;3030.5;2972;2985.3;2992.3;2998.4;3113.1
18-01-00 23:00;2459.3;2649;2741.3;2764.5;2844.3;2906.1;2940.3;3029.3;3013.6;2952.9;2966.6;2973.8;2980.1;3100.3
19-01-00 00:00;2445.4;2630.1;2719.8;2743;2823;2885.8;2920.7;3012.6;2996.2;2933.7;2947.6;2955;2961.6;3086.9
19-01-00 01:00;2431.2;2612.1;2699.3;2722.3;2802.2;2865.8;2901.2;2995.5;2978.5;2914.4;2928.5;2936.1;2942.8;3072.9
19-01-00 02:00;2416.8;2594.8;2679.9;2702.6;2782.1;2846.1;2881.9;2978.1;2960.6;2895.2;2909.5;2917.3;2924.1;3058.5
19-01-00 03:00;2402.3;2576.2;2661.2;2683.6;2762.6;2826.7;2862.8;2960.6;2942.7;2876.3;2890.7;2898.6;2905.5;3043.6
19-01-00 04:00;2388;2557.2;2641.7;2664.1;2743.1;2807.4;2843.8;2943.1;2924.8;2857.8;2872.2;2880.2;2887.2;3028.4
19-01-00 05:00;2374.4;2539.7;2622.8;2645;2723.8;2788.3;2825;2925.6;2907;2839.3;2853.8;2861.9;2869;3012.9
19-01-00 06:00;2360.8;2523.2;2604.6;2626.7;2704.7;2769.3;2806.3;2908.1;2889.3;2821.1;2835.6;2843.7;2850.9;2997.2
19-01-00 07:00;2347.1;2507.4;2586.9;2608.7;2685.5;2749.9;2787.5;2890.7;2871.7;2802.7;2817.4;2825.6;2832.8;2981.3
19-01-00 08:00;2333.2;2491.9;2569.8;2591.3;2666.7;2730;2768.3;2873.2;2853.9;2784.1;2798.9;2807.2;2814.5;2965.3
19-01-00 09:00;2319.1;2476.7;2553;2574.1;2648;2709;2748.1;2855.6;2835.9;2764.7;2779.8;2788.3;2795.8;2949.2
19-01-00 10:00;2304.7;2461.6;2536.3;2557.1;2629.8;2689.9;2728.8;2837.4;2817.4;2745.6;2760.6;2769.2;2776.8;2932.8
19-01-00 11:00;2289.9;2446.4;2519.9;2540.5;2612.4;2671.4;2710.1;2818.9;2798.8;2727.1;2742.1;2750.7;2758.2;2916.3
19-01-00 12:00;2275.1;2431.3;2503.8;2524.2;2595.4;2653.4;2691.5;2800.5;2780.4;2708.6;2723.6;2732.2;2739.7;2899.4
19-01-00 13:00;2260.3;2416.1;2487.8;2508.1;2578.5;2635.5;2673.4;2782.3;2762;2690.5;2705.5;2714;2721.5;2882.4
19-01-00 14:00;2245.5;2401;2471.9;2492;2561.8;2618.2;2655.9;2764.5;2744.2;2673.1;2688;2696.4;2703.8;2865.4
19-01-00 15:00;2230.7;2386;2456.1;2476;2545.3;2601.2;2638.7;2747;2726.7;2656.1;2670.9;2679.2;2686.6;2848.4
19-01-00 16:00;2214;2371;2440.3;2460.1;2529;2584.4;2621.8;2729.8;2709.6;2639.4;2654.1;2662.4;2669.7;2831.5
19-01-00 17:00;2197;2355.7;2424.6;2444.2;2512.7;2567.2;2603.2;2712.8;2692.7;2620;2634.9;2643.8;2651.5;2814.7
19-01-00 18:00;2180;2340.1;2408.7;2428.2;2495.7;2548;2583.6;2694.7;2673.9;2600.5;2615.3;2624.2;2632;2798
19-01-00 19:00;2163.3;2324.2;2392.4;2411.7;2478.5;2530.3;2565.6;2676.4;2655.5;2582.5;2597.2;2606;2613.7;2781
19-01-00 20:00;2146.8;2308.1;2375.9;2395.1;2461.5;2512.9;2548.1;2658.6;2637.7;2565.1;2579.7;2588.4;2596.1;2763.8
19-01-00 21:00;2130.5;2291.8;2359.3;2378.3;2444.4;2495.6;2530.7;2641.1;2620.2;2547.9;2562.5;2571.2;2578.8;2746.6
19-01-00 22:00;2114.5;2275.6;2342.6;2361.6;2427.4;2478.4;2513.6;2623.8;2603;2531;2545.5;2554.2;2561.7;2729.5
19-01-00 23:00;2098.9;2259.5;2325.9;2344.8;2410.3;2461.2;2496.4;2606.7;2585.9;2514;2528.6;2537.2;2544.8;2712.5
20-01-00 00:00;2083.7;2243.4;2309.1;2327.9;2393.2;2443.9;2479.2;2589.7;2568.9;2497.1;2511.7;2520.3;2527.8;2695.6
20-01-00 01:00;2068.5;2227.4;2292.4;2311.1;2376.1;2426.8;2462.1;2572.8;2552;2480.3;2494.8;2503.4;2511;2678.8
20-01-00 02:00;2053.6;2211.5;2275.8;2294.4;2359.2;2409.8;2445.1;2556;2535.2;2463.5;2478.1;2486.7;2494.2;2662.1
20-01-00 03:00;2039.3;2195.7;2259.3;2277.8;2342.3;2392.9;2428.3;2539.2;2518.5;2446.9;2461.5;2470;2477.6;2645.5
20-01-00 04:00;2025.3;2180.1;2242.9;2261.3;2325.5;2376.1;2411.5;2522.6;2501.9;2430.4;2444.9;2453.5;2461;2628.8
20-01-00 05:00;2010.9;2164.7;2226.6;2244.9;2308.7;2359.3;2394.8;2506;2485.3;2413.9;2428.4;2437;2444.5;2612.3
20-01-00 06:00;1996.6;2149.4;2210.4;2228.6;2292;2342.6;2378.1;2489.4;2468.9;2397.5;2412;2420.5;2428.1;2595.7
20-01-00 07:00;1982.5;2134.2;2194.4;2212.5;2275.5;2326.1;2361.6;2473;2452.5;2381.2;2395.7;2404.2;2411.8;2579.2
20-01-00 08:00;1968.8;2119.1;2178.5;2196.4;2259.1;2309.6;2345.2;2456.7;2436.2;2365;2379.5;2388;2395.5;2562.8
20-01-00 09:00;1955.5;2104.1;2162.7;2180.5;2242.7;2293.3;2328.9;2440.4;2419.9;2348.9;2363.4;2371.9;2379.4;2546.4
20-01-00 10:00;1942.5;2089.2;2147;2164.6;2226.5;2277.1;2313;2424.2;2403.8;2333.2;2347.6;2356.1;2363.5;2529.9
20-01-00 11:00;1930;2074.5;2131.4;2148.9;2210.4;2261.2;2297.2;2408.1;2387.8;2317.4;2331.8;2340.2;2347.7;2513.5
20-01-00 12:00;1917.8;2060.1;2116;2133.3;2194.3;2245.3;2281.4;2392;2371.9;2301.7;2316.1;2324.5;2331.9;2497.1
20-01-00 13:00;1905.9;2045.8;2100.7;2117.9;2178.5;2229.4;2265.7;2376;2356;2286;2300.4;2308.8;2316.1;2480.9
20-01-00 14:00;1894.5;2031.9;2085.6;2102.6;2162.7;2213.7;2250.2;2360.1;2340.2;2270.4;2284.8;2293.1;2300.5;2464.9
20-01-00 15:00;1883.4;2018.3;2070.8;2087.6;2147.2;2198.3;2234.8;2344.3;2324.5;2255;2269.4;2277.7;2285;2448.7
20-01-00 16:00;1872.7;2004.9;2056.2;2072.9;2131.9;2183;2219.6;2328.5;2308.9;2239.8;2254.1;2262.4;2269.6;2432.5
20-01-00 17:00;1862.2;1991.9;2042;2058.4;2116.9;2167.9;2204.6;2312.9;2293.4;2224.8;2239;2247.2;2254.5;2416.4
20-01-00 18:00;1852.2;1979.2;2028;2044.3;2102.2;2153.1;2189.9;2297.4;2278.2;2210;2224.2;2232.3;2239.5;2400.2
20-01-00 19:00;1842.5;1966.7;2014.4;2030.5;2087.8;2138.8;2175.7;2282;2263;2195.5;2209.6;2217.6;2224.7;2384.1
20-01-00 20:00;1833.1;1954.6;2001.2;2017.1;2073.9;2124.9;2161.6;2266.8;2248;2181.3;2195.2;2203.2;2210.2;2368.1
20-01-00 21:00;1824.1;1942.8;1988.3;2004.1;2060.3;2111.2;2147.6;2251.7;2233.2;2167.1;2180.9;2188.9;2195.8;2352.1
20-01-00 22:00;1815.3;1931.4;1975.8;1991.4;2047.1;2097.8;2133.9;2236.8;2218.5;2153.2;2166.9;2174.7;2181.6;2336.2
20-01-00 23:00;1806.8;1920.2;1963.6;1979.1;2034.3;2084.7;2120.6;2222;2204;2139.6;2153.2;2160.9;2167.6;2320.3
21-01-00 00:00;1798.5;1909.3;1951.8;1967.1;2021.8;2072.1;2107.5;2207.4;2189.8;2126.2;2139.7;2147.3;2154;2304.6
21-01-00 01:00;1790.4;1898.7;1940.2;1955.4;2009.6;2059.5;2094.5;2193.1;2175.7;2113;2126.3;2133.8;2140.4;2289
21-01-00 02:00;1782.3;1888.4;1928.9;1943.9;1997.6;2047.1;2081.7;2178.9;2161.8;2099.9;2113.1;2120.5;2127;2273.7
21-01-00 03:00;1774.1;1878.4;1917.9;1932.8;1986;2034.9;2069.1;2164.9;2148.1;2087;2100.1;2107.4;2113.8;2258.5
21-01-00 04:00;1765.6;1868.7;1907.2;1922;1974.7;2023;2056.8;2151.1;2134.6;2074.4;2087.4;2094.6;2100.9;2243.5
21-01-00 05:00;1756.3;1859.2;1896.9;1911.5;1963.8;2011.4;2044.7;2137.4;2121.3;2062.1;2074.9;2081.9;2088.2;2228.6
