Time [yyyy-MM-dd HH:mm:ss];Water level at (Waal2_A_ 3753_233) [m AD];Water level at (Waal2_B_A_A_A_ 6438_712) [m AD];Water level at (Waal2_B_A_A_B_ 2469_155) [m AD];Water level at (Waal2_B_A_B_A_ 2376_095) [m AD];Water level at (Waal3_A_ 691_637) [m AD];Water level at (Waal3_B_A_ 1117_265) [m AD];Water level at (Waal3_B_B_A_A_ 14276_89) [m AD];Water level at (Waal3_B_B_A_B_ 434_885) [m AD];Water level at (Waal4_A_B_ 2436_3) [m AD];Water level at (Waal5_A_ 5200_192) [m AD];Water level at (Waal5_B_A_ 5567_768) [m AD];Water level at (Waal5_B_B_A_B_ 6363_314) [m AD];Water level at (Waal5_B_B_B_A_ 5601_266) [m AD];Water level at (Waal6_B_A_ 1057_043) [m AD];Water level at (Waal6_B_B_A_ 973_946) [m AD];Water level at (Waal6_A_ 2734_108) [m AD];Water level at (Waal6_B_B_B_A_ 479_153) [m AD];Water level at (Waal6_B_B_B_B_A_ 1993_346) [m AD];;
27-12-99 00:00;6.9925;7.024;6.0444;6.0444;6.5444;6.7986;3.9931;4.1946;1.7756;-2.4958;-3.1972;-4.1086;-5.418;-5.9504;-6.539;-5.7388;-7.0601;-7.4248;;
27-12-99 01:00;6.9668;6.5449;6.392;6.2368;6.0792;5.9645;4.4663;4.2729;2.05;-1.3342;-2.7612;-4.3993;-4.3059;-0.97539;-0.63566;-1.4375;-0.46036;0.052953;;
27-12-99 02:00;7.0573;6.5709;6.4025;6.2359;6.075;5.9516;4.477;4.3006;2.3131;-1.0057;-2.1822;-3.1099;-1.071;-0.22605;-0.099285;-0.38396;-0.031117;0.18594;;
27-12-99 03:00;7.1499;6.6245;6.4462;6.2711;6.1034;5.9761;4.493;4.3231;2.4772;-0.67195;-1.6895;-1.0161;-0.15887;0.12181;0.16231;0.072318;0.18464;0.25793;;
27-12-99 04:00;7.3264;6.7369;6.5394;6.3482;6.1688;6.0355;4.5262;4.3592;2.593;-0.24696;-0.50398;-0.16118;0.16423;0.25192;0.2626;0.23823;0.26854;0.28716;;
27-12-99 05:00;7.5657;6.9175;6.6992;6.4888;6.2938;6.1514;4.5788;4.4112;2.6868;0.4755;0.35038;0.28965;0.30431;0.30143;0.30038;0.30232;0.30009;0.29804;;
27-12-99 06:00;7.8512;7.1541;6.9173;6.6886;6.4773;6.3252;4.6616;4.4893;2.7862;0.93682;0.72767;0.54533;0.45506;0.37433;0.36174;0.38985;0.3562;0.34063;;
27-12-99 07:00;8.1534;7.4295;7.1805;6.9381;6.7126;6.5517;4.7833;4.6035;2.9038;1.1413;0.86233;0.59743;0.51876;0.49673;0.49385;0.50028;0.49236;0.48725;;
27-12-99 08:00;8.4481;7.719;7.4655;7.2157;6.9806;6.8135;4.9485;4.7598;3.032;1.2754;0.98055;0.68605;0.58413;0.55504;0.55141;0.55956;0.54952;0.54306;;
27-12-99 09:00;8.721;8.0022;7.7506;7.4998;7.2601;7.0898;5.1527;4.9555;3.175;1.3993;1.087;0.75827;0.63796;0.60293;0.59859;0.60836;0.59631;0.58862;;
27-12-99 10:00;8.9695;8.2695;8.0235;7.7757;7.536;7.3652;5.3851;5.1815;3.341;1.5174;1.1852;0.82286;0.68479;0.64389;0.63883;0.65023;0.63617;0.62721;;
27-12-99 11:00;9.1936;8.5163;8.2777;8.0353;7.7981;7.6289;5.633;5.426;3.5317;1.6381;1.2818;0.88403;0.72777;0.6808;0.67498;0.68808;0.67192;0.66161;;
27-12-99 12:00;9.3938;8.7406;8.5102;8.2743;8.0411;7.8747;5.8857;5.6785;3.7419;1.7675;1.3828;0.94568;0.7697;0.71615;0.70951;0.72447;0.70602;0.69426;;
27-12-99 13:00;9.5724;8.9424;8.72;8.4911;8.2627;8.0998;6.1329;5.9277;3.9687;1.9084;1.4919;1.011;0.81304;0.75212;0.74456;0.7616;0.74058;0.72721;;
27-12-99 14:00;9.7327;9.1237;8.9087;8.6863;8.4631;8.304;6.3698;6.1681;4.2065;2.0623;1.6113;1.0823;0.85958;0.79032;0.78171;0.80111;0.77717;0.76195;;
27-12-99 15:00;9.8775;9.2874;9.0791;8.8626;8.6443;8.4889;6.5928;6.3956;4.448;2.2282;1.7417;1.1609;0.91051;0.83177;0.82196;0.84405;0.8168;0.79947;;
27-12-99 16:00;10.009;9.4358;9.2335;9.0224;8.8087;8.6568;6.8004;6.608;4.6861;2.4052;1.8828;1.2474;0.9665;0.87707;0.8659;0.89104;0.86002;0.84029;;
27-12-99 17:00;10.128;9.5703;9.3736;9.1672;8.9576;8.8089;6.9919;6.8043;4.9159;2.5895;2.0332;1.3419;1.028;0.92657;0.91386;0.94246;0.90717;0.88474;;
27-12-99 18:00;10.236;9.6925;9.5005;9.2984;9.0924;8.9467;7.1682;6.9854;5.1329;2.7753;2.189;1.4434;1.0947;0.98024;0.96583;0.99823;0.95824;0.9328;;
27-12-99 19:00;10.334;9.8033;9.6158;9.4176;9.2151;9.0721;7.3302;7.1519;5.3326;2.9581;2.3461;1.5494;1.1638;1.0319;1.0149;1.0529;1.006;0.97572;;
27-12-99 20:00;10.424;9.9045;9.721;9.5265;9.3272;9.1867;7.4777;7.3035;5.5152;3.1351;2.5007;1.6525;1.2258;1.0761;1.0568;1.1001;1.0466;1.0119;;
27-12-99 21:00;10.506;9.9971;9.8172;9.6258;9.4296;9.2914;7.6111;7.4406;5.681;3.303;2.6491;1.7523;1.2858;1.1183;1.0965;1.1452;1.085;1.0459;;
27-12-99 22:00;10.581;10.082;9.9049;9.7164;9.5229;9.3868;7.7318;7.5646;5.8303;3.4591;2.789;1.8492;1.3458;1.1589;1.1344;1.1892;1.1215;1.0777;;
27-12-99 23:00;10.65;10.159;9.985;9.7992;9.6081;9.4739;7.8406;7.6762;5.964;3.6029;2.9198;1.9439;1.4079;1.1998;1.1721;1.2341;1.1574;1.1075;;
28-12-99 00:00;10.713;10.229;10.058;9.8749;9.6861;9.5535;7.9388;7.7766;6.083;3.7343;3.041;2.035;1.4696;1.2405;1.2093;1.2788;1.1929;1.1365;;
28-12-99 01:00;10.77;10.294;10.125;9.9442;9.7573;9.6263;8.0278;7.8675;6.1898;3.8534;3.1521;2.1212;1.5296;1.2798;1.2452;1.3222;1.227;1.1641;;
28-12-99 02:00;10.823;10.353;10.187;10.008;9.8222;9.6926;8.1087;7.9501;6.2865;3.9613;3.2535;2.2018;1.5871;1.3175;1.2795;1.3638;1.2595;1.1901;;
28-12-99 03:00;10.872;10.407;10.243;10.065;9.8815;9.7531;8.1823;8.0252;6.3742;4.0593;3.3457;2.2767;1.6417;1.3531;1.3118;1.4034;1.2901;1.2144;;
28-12-99 04:00;10.917;10.457;10.294;10.119;9.9359;9.8086;8.2497;8.0937;6.4537;4.1478;3.4275;2.3459;1.6932;1.3867;1.3423;1.4407;1.3188;1.2369;;
28-12-99 05:00;10.958;10.503;10.342;10.168;9.986;9.8597;8.3118;8.1567;6.5263;4.2266;3.4996;2.4091;1.7412;1.4181;1.3706;1.4756;1.3455;1.2576;;
28-12-99 06:00;10.997;10.546;10.386;10.214;10.032;9.907;8.3691;8.2149;6.5931;4.2973;3.5641;2.4677;1.7859;1.4472;1.3968;1.508;1.3702;1.2766;;
28-12-99 07:00;11.032;10.585;10.427;10.256;10.075;9.9508;8.422;8.2687;6.6545;4.3604;3.6227;2.5219;1.8279;1.4744;1.4213;1.5385;1.3933;1.2943;;
28-12-99 08:00;11.065;10.621;10.464;10.295;10.115;9.9915;8.471;8.3186;6.7111;4.4188;3.6793;2.572;1.8673;1.5012;1.4458;1.5679;1.4166;1.3132;;
28-12-99 09:00;11.096;10.656;10.5;10.332;10.153;10.03;8.5166;8.3649;6.7635;4.4741;3.7334;2.6197;1.9064;1.5296;1.4722;1.5987;1.4418;1.3343;;
28-12-99 10:00;11.124;10.687;10.533;10.366;10.188;10.065;8.5589;8.408;6.8124;4.5266;3.7851;2.6655;1.9448;1.5576;1.4981;1.629;1.4667;1.3551;;
28-12-99 11:00;11.151;10.717;10.564;10.398;10.22;10.098;8.5983;8.4482;6.8583;4.5763;3.8342;2.7093;1.9819;1.5847;1.5232;1.6584;1.4907;1.3751;;
28-12-99 12:00;11.176;10.745;10.592;10.428;10.251;10.129;8.6351;8.4857;6.9015;4.6232;3.8805;2.7509;2.0175;1.6108;1.5473;1.6866;1.5138;1.3943;;
28-12-99 13:00;11.2;10.771;10.619;10.455;10.279;10.158;8.6695;8.5208;6.9421;4.6672;3.9234;2.79;2.0514;1.6356;1.5703;1.7136;1.5358;1.4125;;
28-12-99 14:00;11.222;10.795;10.644;10.481;10.305;10.185;8.7015;8.5536;6.9804;4.7086;3.9637;2.8268;2.0833;1.6594;1.5922;1.7393;1.5567;1.4298;;
28-12-99 15:00;11.243;10.818;10.668;10.505;10.33;10.21;8.7315;8.5843;7.0162;4.7474;4.0015;2.861;2.1125;1.6817;1.6132;1.7632;1.5769;1.447;;
28-12-99 16:00;11.262;10.839;10.69;10.528;10.353;10.234;8.7596;8.6129;7.0484;4.7839;4.037;2.8927;2.1394;1.7022;1.6324;1.7851;1.5954;1.4629;;
28-12-99 17:00;11.28;10.859;10.71;10.549;10.375;10.256;8.7856;8.6395;7.0771;4.8181;4.0703;2.9223;2.1644;1.7212;1.6502;1.8055;1.6126;1.4776;;
28-12-99 18:00;11.297;10.878;10.73;10.569;10.395;10.277;8.8096;8.664;7.1023;4.8503;4.1015;2.95;2.1878;1.739;1.6669;1.8246;1.6287;1.4913;;
28-12-99 19:00;11.313;10.895;10.748;10.588;10.414;10.296;8.8317;8.6864;7.1247;4.8809;4.1309;2.9754;2.2096;1.7556;1.6824;1.8424;1.6436;1.5041;;
28-12-99 20:00;11.328;10.912;10.765;10.606;10.432;10.314;8.8519;8.707;7.1448;4.9098;4.1584;2.998;2.2297;1.7709;1.6967;1.8588;1.6574;1.5159;;
28-12-99 21:00;11.342;10.927;10.78;10.622;10.449;10.331;8.8705;8.7258;7.163;4.937;4.184;3.0182;2.2488;1.7854;1.7102;1.8743;1.6704;1.5269;;
28-12-99 22:00;11.355;10.941;10.795;10.637;10.464;10.346;8.8875;8.743;7.1796;4.9623;4.2076;3.0364;2.2672;1.7992;1.7232;1.8892;1.6829;1.5375;;
28-12-99 23:00;11.367;10.954;10.809;10.651;10.478;10.361;8.9032;8.7589;7.1947;4.9857;4.2294;3.0527;2.2849;1.8126;1.7356;1.9035;1.6949;1.5477;;
29-12-99 00:00;11.379;10.967;10.822;10.664;10.492;10.374;8.9177;8.7735;7.2086;5.0074;4.2494;3.0675;2.3019;1.8254;1.7476;1.9173;1.7064;1.5575;;
29-12-99 01:00;11.389;10.979;10.834;10.676;10.504;10.387;8.9311;8.7871;7.2214;5.0276;4.2679;3.0807;2.3182;1.8377;1.7591;1.9305;1.7175;1.5668;;
29-12-99 02:00;11.399;10.989;10.845;10.688;10.516;10.399;8.9436;8.7997;7.2333;5.0462;4.2848;3.0924;2.3338;1.8495;1.7701;1.9432;1.7281;1.5758;;
29-12-99 03:00;11.409;11;10.855;10.699;10.527;10.41;8.9553;8.8114;7.2447;5.0633;4.3003;3.1028;2.3486;1.8607;1.7806;1.9553;1.7382;1.5844;;
29-12-99 04:00;11.418;11.009;10.865;10.709;10.537;10.421;8.9662;8.8224;7.2555;5.0793;4.3146;3.1122;2.3628;1.8715;1.7906;1.9668;1.7478;1.5925;;
29-12-99 05:00;11.426;11.018;10.875;10.718;10.547;10.43;8.9764;8.8327;7.2657;5.094;4.3277;3.1206;2.3761;1.8816;1.8001;1.9777;1.757;1.6003;;
29-12-99 06:00;11.434;11.027;10.883;10.727;10.556;10.439;8.986;8.8425;7.2755;5.1077;4.3399;3.1282;2.3887;1.8912;1.8091;1.988;1.7656;1.6076;;
29-12-99 07:00;11.441;11.035;10.891;10.736;10.564;10.448;8.9951;8.8516;7.2847;5.1205;4.3511;3.1352;2.4006;1.9003;1.8175;1.9977;1.7738;1.6145;;
29-12-99 08:00;11.448;11.042;10.899;10.744;10.572;10.456;9.0037;8.8603;7.2934;5.1323;4.3615;3.1416;2.4117;1.9088;1.8254;2.0068;1.7814;1.621;;
29-12-99 09:00;11.455;11.049;10.907;10.751;10.58;10.464;9.0117;8.8684;7.3016;5.1434;4.3712;3.1475;2.4221;1.9167;1.8329;2.0154;1.7886;1.627;;
29-12-99 10:00;11.461;11.056;10.913;10.758;10.587;10.471;9.0193;8.876;7.3093;5.1537;4.3802;3.1529;2.4319;1.9242;1.8399;2.0234;1.7953;1.6327;;
29-12-99 11:00;11.467;11.062;10.92;10.765;10.594;10.478;9.0264;8.8832;7.3166;5.1633;4.3887;3.158;2.441;1.9312;1.8464;2.0309;1.8016;1.6381;;
29-12-99 12:00;11.472;11.068;10.926;10.771;10.6;10.484;9.0331;8.89;7.3236;5.1723;4.3965;3.1627;2.4496;1.9378;1.8526;2.038;1.8076;1.6431;;
29-12-99 13:00;11.477;11.074;10.932;10.777;10.606;10.49;9.0394;8.8964;7.3302;5.1808;4.4039;3.1671;2.4577;1.944;1.8584;2.0446;1.8132;1.6478;;
29-12-99 14:00;11.482;11.079;10.937;10.783;10.611;10.495;9.0453;8.9024;7.3365;5.1886;4.4108;3.1712;2.4653;1.9498;1.8638;2.0509;1.8184;1.6522;;
29-12-99 15:00;11.487;11.084;10.943;10.788;10.616;10.5;9.0509;8.9081;7.3425;5.196;4.4172;3.175;2.4724;1.9553;1.8689;2.0567;1.8233;1.6564;;
29-12-99 16:00;11.491;11.089;10.948;10.793;10.621;10.505;9.0562;8.9135;7.3482;5.2029;4.4233;3.1786;2.4791;1.9605;1.8737;2.0623;1.8279;1.6603;;
29-12-99 17:00;11.496;11.094;10.952;10.797;10.626;10.51;9.0612;8.9185;7.3535;5.2094;4.4289;3.182;2.4854;1.9653;1.8783;2.0675;1.8323;1.664;;
29-12-99 18:00;11.5;11.098;10.957;10.802;10.63;10.514;9.066;8.9233;7.3586;5.2155;4.4342;3.1852;2.4914;1.9698;1.8825;2.0723;1.8364;1.6675;;
29-12-99 19:00;11.503;11.102;10.961;10.806;10.634;10.519;9.0704;8.9278;7.3634;5.2212;4.4392;3.1882;2.4969;1.9741;1.8865;2.0769;1.8403;1.6707;;
29-12-99 20:00;11.507;11.106;10.965;10.81;10.638;10.522;9.0746;8.932;7.368;5.2266;4.4439;3.191;2.5022;1.9782;1.8903;2.0813;1.8439;1.6738;;
29-12-99 21:00;11.51;11.11;10.969;10.814;10.642;10.526;9.0785;8.936;7.3724;5.2316;4.4483;3.1937;2.5071;1.982;1.8938;2.0853;1.8473;1.6767;;
29-12-99 22:00;11.514;11.113;10.973;10.817;10.645;10.53;9.0822;8.9398;7.3765;5.2364;4.4525;3.1962;2.5118;1.9856;1.8972;2.0892;1.8506;1.6794;;
29-12-99 23:00;11.517;11.117;10.976;10.821;10.648;10.533;9.0857;8.9433;7.3804;5.2409;4.4564;3.1986;2.5162;1.989;1.9004;2.0928;1.8536;1.682;;
30-12-99 00:00;11.52;11.12;10.979;10.824;10.652;10.536;9.089;8.9466;7.3841;5.2451;4.4601;3.2009;2.5204;1.9922;1.9033;2.0963;1.8565;1.6845;;
30-12-99 01:00;11.522;11.123;10.982;10.827;10.654;10.539;9.092;8.9497;7.3876;5.2491;4.4637;3.2031;2.5244;1.9952;1.9062;2.0995;1.8592;1.6868;;
30-12-99 02:00;11.525;11.126;10.985;10.83;10.657;10.542;9.0949;8.9526;7.3909;5.2529;4.467;3.2051;2.5281;1.9981;1.9089;2.1026;1.8618;1.689;;
30-12-99 03:00;11.527;11.129;10.988;10.832;10.66;10.544;9.0977;8.9554;7.394;5.2564;4.4701;3.2071;2.5317;2.0008;1.9114;2.1055;1.8643;1.691;;
30-12-99 04:00;11.53;11.131;10.991;10.835;10.662;10.547;9.1002;8.958;7.397;5.2598;4.473;3.2089;2.535;2.0034;1.9138;2.1083;1.8666;1.693;;
30-12-99 05:00;11.532;11.134;10.993;10.837;10.665;10.549;9.1027;8.9605;7.3999;5.263;4.4758;3.2107;2.5382;2.0058;1.9161;2.1109;1.8688;1.6949;;
30-12-99 06:00;11.534;11.136;10.996;10.84;10.667;10.551;9.105;8.9628;7.4025;5.2659;4.4785;3.2124;2.5412;2.0081;1.9183;2.1134;1.8709;1.6966;;
30-12-99 07:00;11.536;11.138;10.998;10.842;10.669;10.553;9.1071;8.9649;7.4051;5.2688;4.481;3.214;2.5441;2.0103;1.9203;2.1158;1.8729;1.6983;;
30-12-99 08:00;11.538;11.14;11;10.844;10.671;10.555;9.1092;8.967;7.4075;5.2714;4.4833;3.2155;2.5468;2.0124;1.9223;2.118;1.8748;1.6999;;
30-12-99 09:00;11.54;11.142;11.002;10.846;10.673;10.557;9.1111;8.969;7.4097;5.2739;4.4855;3.2169;2.5493;2.0144;1.9241;2.1201;1.8765;1.7014;;
30-12-99 10:00;11.542;11.144;11.004;10.848;10.675;10.559;9.1129;8.9708;7.4119;5.2763;4.4876;3.2183;2.5517;2.0162;1.9258;2.1221;1.8782;1.7028;;
30-12-99 11:00;11.543;11.146;11.006;10.833;10.664;10.558;9.1146;8.9725;7.4139;5.2785;4.4896;3.2196;2.554;2.018;1.9275;2.124;1.8798;1.7041;;
30-12-99 12:00;11.539;11.141;11.001;10.845;10.672;10.557;9.1119;8.9702;7.4157;5.2806;4.4915;3.2208;2.5562;2.0197;1.929;2.1258;1.8813;1.7054;;
30-12-99 13:00;11.543;11.145;11.005;10.848;10.675;10.559;9.1141;8.9722;7.416;5.2824;4.4932;3.2219;2.5582;2.0212;1.9305;2.1275;1.8827;1.7066;;
30-12-99 14:00;11.545;11.147;11.007;10.851;10.677;10.562;9.116;8.974;7.4173;5.2837;4.4945;3.2229;2.5601;2.0227;1.9318;2.129;1.884;1.7077;;
30-12-99 15:00;11.547;11.149;11.01;10.853;10.679;10.564;9.1178;8.9758;7.4187;5.285;4.4957;3.2238;2.5618;2.024;1.9331;2.1304;1.8852;1.7087;;
30-12-99 16:00;11.548;11.151;11.011;10.855;10.681;10.565;9.1195;8.9774;7.4203;5.2864;4.4969;3.2246;2.5633;2.0252;1.9342;2.1317;1.8863;1.7097;;
30-12-99 17:00;11.55;11.153;11.013;10.856;10.683;10.567;9.121;8.9789;7.4218;5.2878;4.4981;3.2255;2.5647;2.0263;1.9352;2.1329;1.8873;1.7105;;
30-12-99 18:00;11.551;11.154;11.015;10.858;10.684;10.568;9.1224;8.9804;7.4233;5.2892;4.4993;3.2263;2.5661;2.0273;1.9362;2.134;1.8883;1.7113;;
30-12-99 19:00;11.552;11.155;11.016;10.859;10.685;10.57;9.1237;8.9817;7.4248;5.2906;4.5006;3.227;2.5674;2.0283;1.9371;2.1351;1.8891;1.712;;
30-12-99 20:00;11.553;11.157;11.017;10.86;10.687;10.571;9.1249;8.9829;7.4262;5.292;4.5018;3.2278;2.5686;2.0292;1.938;2.1361;1.89;1.7128;;
30-12-99 21:00;11.554;11.158;11.019;10.861;10.688;10.572;9.126;8.984;7.4275;5.2933;4.5029;3.2285;2.5698;2.0301;1.9388;2.1371;1.8908;1.7135;;
30-12-99 22:00;11.555;11.159;11.02;10.863;10.689;10.573;9.1271;8.9851;7.4287;5.2946;4.5041;3.2293;2.571;2.031;1.9397;2.138;1.8917;1.7142;;
30-12-99 23:00;11.556;11.16;11.021;10.864;10.69;10.574;9.1281;8.9861;7.4299;5.2959;4.5052;3.23;2.5721;2.0319;1.9405;2.1389;1.8924;1.7148;;
31-12-99 00:00;11.557;11.161;11.022;10.865;10.691;10.575;9.1291;8.9871;7.4311;5.2971;4.5062;3.2306;2.5732;2.0327;1.9412;2.1398;1.8932;1.7155;;
31-12-99 01:00;11.558;11.162;11.023;10.865;10.691;10.576;9.1299;8.988;7.4321;5.2982;4.5072;3.2313;2.5743;2.0335;1.942;2.1407;1.8939;1.7161;;
31-12-99 02:00;11.559;11.163;11.024;10.866;10.692;10.577;9.1308;8.9888;7.4332;5.2992;4.5081;3.2319;2.5753;2.0343;1.9427;2.1416;1.8947;1.7167;;
31-12-99 03:00;11.56;11.164;11.024;10.867;10.693;10.577;9.1316;8.9896;7.4341;5.3003;4.509;3.2325;2.5763;2.0351;1.9434;2.1424;1.8953;1.7173;;
31-12-99 04:00;11.56;11.164;11.025;10.868;10.694;10.578;9.1323;8.9904;7.435;5.3012;4.5099;3.233;2.5772;2.0358;1.9441;2.1431;1.896;1.7178;;
31-12-99 05:00;11.561;11.165;11.026;10.869;10.694;10.579;9.133;8.9911;7.4359;5.3021;4.5107;3.2336;2.5781;2.0365;1.9447;2.1439;1.8966;1.7184;;
31-12-99 06:00;11.562;11.166;11.027;10.869;10.695;10.579;9.1337;8.9917;7.4367;5.303;4.5115;3.2341;2.579;2.0371;1.9453;2.1446;1.8972;1.7189;;
31-12-99 07:00;11.562;11.166;11.027;10.87;10.696;10.58;9.1343;8.9924;7.4374;5.3038;4.5122;3.2346;2.5798;2.0377;1.9459;2.1452;1.8978;1.7193;;
31-12-99 08:00;11.563;11.167;11.028;10.87;10.696;10.581;9.1349;8.993;7.4382;5.3046;4.5129;3.235;2.5806;2.0383;1.9465;2.1459;1.8983;1.7198;;
31-12-99 09:00;11.563;11.168;11.029;10.871;10.697;10.581;9.1354;8.9935;7.4388;5.3053;4.5135;3.2355;2.5813;2.0389;1.947;2.1465;1.8989;1.7202;;
31-12-99 10:00;11.564;11.168;11.029;10.872;10.697;10.582;9.136;8.994;7.4395;5.306;4.5142;3.2359;2.582;2.0394;1.9475;2.1471;1.8993;1.7207;;
31-12-99 11:00;11.564;11.169;11.03;10.872;10.698;10.582;9.1365;8.9945;7.4401;5.3066;4.5147;3.2363;2.5827;2.0399;1.9479;2.1476;1.8998;1.721;;
31-12-99 12:00;11.565;11.169;11.03;10.873;10.698;10.583;9.1369;8.995;7.4407;5.3073;4.5153;3.2367;2.5833;2.0404;1.9484;2.1481;1.9003;1.7214;;
31-12-99 13:00;11.565;11.17;11.031;10.873;10.699;10.583;9.1374;8.9955;7.4412;5.3078;4.5158;3.237;2.5839;2.0409;1.9488;2.1486;1.9007;1.7218;;
31-12-99 14:00;11.565;11.17;11.031;10.873;10.699;10.583;9.1378;8.9959;7.4417;5.3084;4.5163;3.2373;2.5845;2.0413;1.9492;2.1491;1.9011;1.7221;;
31-12-99 15:00;11.566;11.171;11.032;10.874;10.699;10.584;9.1382;8.9963;7.4422;5.3089;4.5168;3.2377;2.585;2.0417;1.9496;2.1495;1.9014;1.7224;;
31-12-99 16:00;11.566;11.171;11.032;10.874;10.7;10.584;9.1385;8.9967;7.4427;5.3094;4.5172;3.238;2.5855;2.0421;1.95;2.1499;1.9018;1.7227;;
31-12-99 17:00;11.567;11.171;11.032;10.875;10.7;10.584;9.1389;8.997;7.4431;5.3099;4.5176;3.2382;2.586;2.0425;1.9503;2.1503;1.9021;1.723;;
31-12-99 18:00;11.567;11.172;11.033;10.875;10.701;10.585;9.1392;8.9973;7.4435;5.3103;4.518;3.2385;2.5864;2.0428;1.9506;2.1507;1.9025;1.7233;;
31-12-99 19:00;11.567;11.172;11.033;10.875;10.701;10.585;9.1395;8.9977;7.4439;5.3107;4.5184;3.2388;2.5869;2.0431;1.9509;2.151;1.9028;1.7235;;
31-12-99 20:00;11.567;11.172;11.033;10.876;10.701;10.585;9.1398;8.998;7.4443;5.3111;4.5188;3.239;2.5873;2.0435;1.9512;2.1514;1.903;1.7238;;
31-12-99 21:00;11.568;11.173;11.034;10.876;10.701;10.586;9.1401;8.9982;7.4446;5.3115;4.5191;3.2392;2.5876;2.0437;1.9515;2.1517;1.9033;1.724;;
31-12-99 22:00;11.568;11.173;11.034;10.876;10.702;10.586;9.1404;8.9985;7.445;5.3118;4.5194;3.2394;2.588;2.044;1.9518;2.152;1.9036;1.7242;;
31-12-99 23:00;11.568;11.173;11.034;10.876;10.702;10.586;9.1406;8.9988;7.4453;5.3122;4.5197;3.2396;2.5884;2.0443;1.952;2.1523;1.9038;1.7244;;
01-01-00 00:00;11.568;11.173;11.034;10.877;10.702;10.586;9.1409;8.999;7.4456;5.3125;4.52;3.2398;2.5887;2.0445;1.9522;2.1525;1.904;1.7246;;
01-01-00 01:00;11.569;11.174;11.035;10.877;10.702;10.587;9.1411;8.9992;7.4459;5.3128;4.5202;3.24;2.589;2.0448;1.9525;2.1528;1.9043;1.7248;;
01-01-00 02:00;11.569;11.174;11.035;10.877;10.703;10.587;9.1413;8.9995;7.4461;5.3131;4.5205;3.2402;2.5893;2.045;1.9527;2.153;1.9045;1.725;;
01-01-00 03:00;11.569;11.174;11.035;10.877;10.703;10.587;9.1415;8.9997;7.4464;5.3133;4.5207;3.2404;2.5896;2.0452;1.9529;2.1533;1.9047;1.7251;;
01-01-00 04:00;11.569;11.174;11.035;10.878;10.703;10.587;9.1417;8.9999;7.4466;5.3136;4.521;3.2405;2.5898;2.0454;1.953;2.1535;1.9048;1.7253;;
01-01-00 05:00;11.57;11.175;11.036;10.878;10.703;10.588;9.1419;9.0001;7.4469;5.3138;4.5212;3.2407;2.5901;2.0456;1.9532;2.1537;1.905;1.7254;;
01-01-00 06:00;11.57;11.175;11.036;10.878;10.703;10.588;9.1421;9.0003;7.4471;5.314;4.5214;3.2408;2.5903;2.0458;1.9534;2.1539;1.9052;1.7256;;
01-01-00 07:00;11.57;11.175;11.036;10.878;10.704;10.588;9.1423;9.0004;7.4473;5.3143;4.5216;3.2409;2.5905;2.0459;1.9535;2.1541;1.9053;1.7257;;
01-01-00 08:00;11.569;11.175;11.036;10.878;10.704;10.588;9.1424;9.0006;7.4475;5.3145;4.5218;3.241;2.5907;2.0461;1.9537;2.1542;1.9055;1.7258;;
01-01-00 09:00;11.569;11.174;11.036;10.878;10.703;10.588;9.1425;9.0006;7.4477;5.3147;4.5219;3.2412;2.5909;2.0462;1.9538;2.1544;1.9056;1.726;;
01-01-00 10:00;11.568;11.174;11.035;10.877;10.703;10.587;9.1425;9.0006;7.4478;5.3148;4.5221;3.2413;2.5911;2.0464;1.954;2.1545;1.9058;1.7261;;
01-01-00 11:00;11.567;11.173;11.035;10.877;10.703;10.587;9.1424;9.0006;7.4479;5.315;4.5223;3.2414;2.5913;2.0465;1.9541;2.1547;1.9059;1.7262;;
01-01-00 12:00;11.566;11.172;11.034;10.876;10.702;10.586;9.1422;9.0004;7.4479;5.3151;4.5224;3.2415;2.5915;2.0467;1.9542;2.1548;1.906;1.7263;;
01-01-00 13:00;11.565;11.171;11.033;10.875;10.701;10.586;9.1418;9.0001;7.4478;5.3152;4.5225;3.2416;2.5916;2.0468;1.9543;2.155;1.9061;1.7264;;
01-01-00 14:00;11.563;11.17;11.031;10.874;10.7;10.585;9.1414;8.9997;7.4477;5.3152;4.5225;3.2416;2.5917;2.0469;1.9544;2.1551;1.9062;1.7265;;
01-01-00 15:00;11.562;11.168;11.03;10.873;10.699;10.583;9.1408;8.9991;7.4474;5.3152;4.5225;3.2417;2.5918;2.047;1.9545;2.1552;1.9063;1.7265;;
01-01-00 16:00;11.56;11.166;11.028;10.871;10.697;10.582;9.1401;8.9984;7.447;5.315;4.5224;3.2417;2.5919;2.047;1.9546;2.1552;1.9064;1.7266;;
01-01-00 17:00;11.557;11.164;11.026;10.869;10.696;10.581;9.1392;8.9976;7.4465;5.3148;4.5223;3.2416;2.592;2.0471;1.9546;2.1553;1.9064;1.7266;;
01-01-00 18:00;11.555;11.162;11.024;10.867;10.694;10.579;9.1382;8.9967;7.4459;5.3145;4.5221;3.2416;2.592;2.0471;1.9546;2.1553;1.9064;1.7266;;
01-01-00 19:00;11.552;11.16;11.021;10.865;10.692;10.577;9.1371;8.9956;7.4452;5.3141;4.5218;3.2415;2.5919;2.0471;1.9546;2.1553;1.9064;1.7266;;
