Time [yyyy-MM-dd HH:mm:ss];Water level at (Waal2_A_ 3753_233) [m AD];Water level at (Waal2_B_A_A_A_ 6438_712) [m AD];Water level at (Waal2_B_A_A_B_ 2469_155) [m AD];Water level at (Waal2_B_A_B_A_ 2376_095) [m AD];Water level at (Waal3_A_ 691_637) [m AD];Water level at (Waal3_B_A_ 1117_265) [m AD];Water level at (Waal3_B_B_A_A_ 14276_89) [m AD];Water level at (Waal3_B_B_A_B_ 434_885) [m AD];Water level at (Waal4_A_B_ 2436_3) [m AD];Water level at (Waal5_A_ 5200_192) [m AD];Water level at (Waal5_B_A_ 5567_768) [m AD];Water level at (Waal5_B_B_A_B_ 6363_314) [m AD];Water level at (Waal5_B_B_B_A_ 5601_266) [m AD];Water level at (Waal6_B_A_ 1057_043) [m AD];Water level at (Waal6_B_B_A_ 973_946) [m AD];Water level at (Waal6_A_ 2734_108) [m AD];Water level at (Waal6_B_B_B_A_ 479_153) [m AD];Water level at (Waal6_B_B_B_B_A_ 1993_346) [m AD];;
29-01-00 21:00;12.003;11.59;11.446;11.353;11.254;11.104;9.629;9.4816;7.9166;5.9612;5.1065;3.6904;3.0701;2.3871;2.2632;2.5304;2.2482;2.0325;;
29-01-00 22:00;11.999;11.587;11.442;11.349;11.249;11.099;9.6215;9.4741;7.9106;5.9506;5.097;3.6836;3.0632;2.382;2.2587;2.5248;2.2435;2.0277;;
29-01-00 23:00;11.996;11.583;11.439;11.346;11.245;11.095;9.6144;9.467;7.9048;5.9402;5.0876;3.6768;3.0563;2.3771;2.2543;2.5192;2.2388;2.023;;
30-01-00 00:00;11.993;11.58;11.436;11.342;11.24;11.091;9.6077;9.4603;7.8994;5.9298;5.0783;3.6699;3.0495;2.3722;2.25;2.5138;2.2342;2.0184;;
30-01-00 01:00;11.99;11.577;11.433;11.339;11.236;11.086;9.6012;9.4539;7.8941;5.9196;5.0691;3.663;3.0428;2.3674;2.2457;2.5084;2.2297;2.0138;;
30-01-00 02:00;11.987;11.574;11.43;11.336;11.232;11.082;9.5952;9.4478;7.8891;5.9096;5.06;3.6562;3.0361;2.3627;2.2415;2.5031;2.2252;2.0093;;
30-01-00 03:00;11.984;11.571;11.427;11.332;11.228;11.078;9.5894;9.442;7.8843;5.8998;5.0511;3.6493;3.0295;2.3581;2.2374;2.498;2.2209;2.0049;;
30-01-00 04:00;11.981;11.569;11.424;11.33;11.224;11.075;9.5839;9.4366;7.8797;5.8902;5.0423;3.6424;3.0231;2.3537;2.2334;2.493;2.2166;2.0006;;
30-01-00 05:00;11.978;11.566;11.422;11.327;11.22;11.071;9.5787;9.4314;7.8754;5.8808;5.0336;3.6356;3.0167;2.3493;2.2295;2.4881;2.2123;1.9964;;
30-01-00 06:00;11.975;11.563;11.419;11.324;11.216;11.067;9.5737;9.4264;7.8712;5.8717;5.0251;3.6287;3.0105;2.345;2.2257;2.4833;2.2082;1.9924;;
30-01-00 07:00;11.972;11.561;11.417;11.321;11.212;11.064;9.5689;9.4216;7.8671;5.8627;5.0168;3.6219;3.0044;2.3408;2.2219;2.4786;2.2042;1.9884;;
30-01-00 08:00;11.969;11.558;11.414;11.318;11.208;11.06;9.5643;9.417;7.8633;5.854;5.0087;3.6152;2.9984;2.3367;2.2183;2.474;2.2002;1.9845;;
30-01-00 09:00;11.966;11.554;11.411;11.315;11.204;11.056;9.5598;9.4125;7.8596;5.8455;5.0008;3.6086;2.9924;2.3327;2.2147;2.4695;2.1963;1.9806;;
30-01-00 10:00;11.962;11.551;11.408;11.311;11.2;11.052;9.5554;9.4082;7.856;5.8372;4.993;3.6022;2.9866;2.3287;2.2111;2.465;2.1924;1.9768;;
30-01-00 11:00;11.958;11.548;11.405;11.308;11.195;11.047;9.5509;9.4038;7.8525;5.8291;4.9855;3.5959;2.9809;2.3248;2.2076;2.4607;2.1885;1.9731;;
30-01-00 12:00;11.953;11.544;11.401;11.304;11.19;11.043;9.5465;9.3995;7.849;5.8213;4.9782;3.5897;2.9753;2.321;2.2042;2.4564;2.1848;1.9694;;
30-01-00 13:00;11.949;11.54;11.397;11.3;11.185;11.038;9.5421;9.3951;7.8456;5.8136;4.971;3.5838;2.9698;2.3172;2.2009;2.4522;2.181;1.9659;;
30-01-00 14:00;11.944;11.536;11.394;11.296;11.179;11.033;9.5376;9.3907;7.8422;5.8062;4.9641;3.578;2.9645;2.3136;2.1976;2.4481;2.1774;1.9624;;
30-01-00 15:00;11.939;11.532;11.39;11.291;11.174;11.028;9.533;9.3863;7.8389;5.799;4.9573;3.5723;2.9593;2.31;2.1944;2.4441;2.1738;1.959;;
30-01-00 16:00;11.933;11.527;11.385;11.287;11.168;11.022;9.5283;9.3817;7.8355;5.7919;4.9508;3.5668;2.9542;2.3066;2.1913;2.4402;2.1704;1.9556;;
30-01-00 17:00;11.928;11.523;11.381;11.282;11.161;11.016;9.5235;9.377;7.832;5.785;4.9443;3.5615;2.9492;2.3032;2.1883;2.4364;2.1669;1.9524;;
30-01-00 18:00;11.922;11.518;11.377;11.277;11.155;11.01;9.5185;9.3722;7.8285;5.7783;4.938;3.5563;2.9443;2.2999;2.1853;2.4327;2.1636;1.9492;;
30-01-00 19:00;11.916;11.513;11.372;11.271;11.148;11.004;9.5134;9.3673;7.8249;5.7717;4.9318;3.5512;2.9396;2.2966;2.1824;2.4291;2.1603;1.9461;;
30-01-00 20:00;11.91;11.508;11.367;11.266;11.14;10.997;9.5081;9.3622;7.8213;5.7651;4.9257;3.5462;2.9349;2.2934;2.1796;2.4255;2.157;1.9431;;
30-01-00 21:00;11.904;11.502;11.362;11.26;11.133;10.991;9.5027;9.3569;7.8175;5.7587;4.9198;3.5413;2.9303;2.2903;2.1768;2.4221;2.1539;1.9401;;
30-01-00 22:00;11.897;11.497;11.357;11.254;11.125;10.983;9.4971;9.3516;7.8137;5.7523;4.9139;3.5365;2.9258;2.2873;2.1741;2.4186;2.1507;1.9371;;
30-01-00 23:00;11.89;11.491;11.352;11.248;11.117;10.976;9.4914;9.346;7.8097;5.746;4.9081;3.5318;2.9214;2.2843;2.1714;2.4153;2.1476;1.9342;;
31-01-00 00:00;11.884;11.485;11.346;11.242;11.109;10.968;9.4855;9.3403;7.8056;5.7397;4.9023;3.5271;2.917;2.2813;2.1688;2.412;2.1446;1.9314;;
